k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|152873.0723805730231106|      1.00000000|[0, 0, 0, 0]                                                               | k=16
       1|[-1.000393884605728, -1.0005908269085921, -1.0007877692114562, -1.0009847115725279, -1.0011816538171843, -1.001378596178256, -1.0015755384229124, -0.0008817315101624, -1.0019694231450558, -1.0021663655061275, -0.9905481226742268, -1.0025602499954402, -1.002757192356512, -1.0029541347175837, -1.0031510768458247, -1.0033480192068964, -1.0035449615679681, -1.0037419039290398, -1.0039388462901115, -1.0041357884183526, -1.004332731012255, -1.004529673140496, -1.004726615268737, -1.0049235578626394, -1.0051204999908805, -1.0053174425847828, -1.005514384713024, -1.005711326841265, -1.0059082694351673, -1.0061052115634084, -1.0063021536916494, -1.0064990962855518, -1.0066960384137928, -1.0068929810076952, -1.0070899231359363, -1.0072868652641773, -1.0074838078580797, -1.0076807499863207, -1.007877692580223, -1.0080746347084641, -1.0082715768367052, -1.0084685189649463, -1.00866546202451, -1.008862404152751, -1.009059346280992, -1.009256288409233, -1.0094532305374742, -1.0096501735970378, -0.9963650400750339, -1.01004405785352]|145791.0625000000000000|      3.33333333|[49, 16, 0, 1]                                                             | 
       2|[-1.000393884605728, -1.0005908269085921, -1.0007877692114562, -1.0009847115725279, -1.0011816538171843, -1.001378596178256, -1.0015755384229124, -0.0008817315101624, -1.0019694231450558, -1.0021663655061275, -0.9905481226742268, -1.0025602499954402, -1.002757192356512, -1.0029541347175837, -1.0031510768458247, -1.0033480192068964, -1.0035449615679681, -1.0037419039290398, -1.0039388462901115, -1.0041357884183526, -1.004332731012255, -1.004529673140496, -1.004726615268737, -1.0049235578626394, -1.0051204999908805, -1.0053174425847828, -1.005514384713024, -1.005711326841265, -1.0059082694351673, -1.0061052115634084, -1.0063021536916494, -1.0064990962855518, -1.0066960384137928, -1.0068929810076952, -1.0070899231359363, -1.0072868652641773, -1.0074838078580797, -1.0076807499863207, -1.007877692580223, -1.0080746347084641, -1.0082715768367052, -1.0084685189649463, -1.00866546202451, -1.008862404152751, -1.009059346280992, -1.009256288409233, -1.0094532305374742, -1.0096501735970378, -0.9963650400750339, -1.01004405785352]|145791.0625000000000000|      1.00000000|[97, 32, 0, 2]                                                             | 
       3|[-1.0234658013796434, -0.9533674228587188, -1.0272812496405095, -1.19314238242805, -0.9870061214314774, -0.9416939582442865, -0.8794855042360723, 0.0348060764372349, -1.0738899670541286, -1.1034021202940494, -0.9496502988040447, -0.9955837549641728, -0.9635379395913333, -0.9574826676398516, -0.9906905833631754, -1.0625427330378443, -1.0322415395639837, -0.9775639816652983, -1.0464727841317654, -0.7897566268220544, -1.0463020079769194, -0.9279569047503173, -1.0863801059313118, -1.0119736408814788, -0.8992929374799132, -0.9156619613058865, -1.017939988989383, -0.981471196282655, -1.0804286189377308, -0.9665023805573583, -0.9080698993057013, -0.9960866491310298, -0.8838181276805699, -1.0401272904127836, -1.0908006085082889, -1.0166301457211375, -0.9740419774316251, -0.945360126439482, -0.9953343998640776, -1.0031639458611608, -0.8972425777465105, -0.9992023948580027, -0.970230502076447, -0.9209375958889723, -1.0169879449531436, -1.0475430488586426, -0.9689831668511033, -0.9890337968245149, -0.8963502715341747, -0.9770963015034795]|129955.6562500000000000|      3.33333333|[145, 48, 0, 3]                                                            | 
       4|[-1.0234658013796434, -0.9533674228587188, -1.0272812496405095, -1.19314238242805, -0.9870061214314774, -0.9416939582442865, -0.8794855042360723, 0.0348060764372349, -1.0738899670541286, -1.1034021202940494, -0.9496502988040447, -0.9955837549641728, -0.9635379395913333, -0.9574826676398516, -0.9906905833631754, -1.0625427330378443, -1.0322415395639837, -0.9775639816652983, -1.0464727841317654, -0.7897566268220544, -1.0463020079769194, -0.9279569047503173, -1.0863801059313118, -1.0119736408814788, -0.8992929374799132, -0.9156619613058865, -1.017939988989383, -0.981471196282655, -1.0804286189377308, -0.9665023805573583, -0.9080698993057013, -0.9960866491310298, -0.8838181276805699, -1.0401272904127836, -1.0908006085082889, -1.0166301457211375, -0.9740419774316251, -0.945360126439482, -0.9953343998640776, -1.0031639458611608, -0.8972425777465105, -0.9992023948580027, -0.970230502076447, -0.9209375958889723, -1.0169879449531436, -1.0475430488586426, -0.9689831668511033, -0.9890337968245149, -0.8963502715341747, -0.9770963015034795]|129955.6562500000000000|      1.00000000|[193, 64, 0, 4]                                                            | 
       5|[-1.0235969923669472, 0.04653470631456, -1.0275436316151172, -1.1934703599254135, -0.9873996944224928, -0.9421531267289538, -0.8800102681852877, 0.0342157169361599, -1.0745459220488556, -1.1041236707824282, -0.9504374447860755, -0.9964364964980632, -0.9644562765606679, -0.9584666001610458, -0.9917401112616062, -1.0636578565463424, -1.0334222585661337, -0.9788102961611003, -1.0477846941212192, -0.7911341323051602, -1.0493303963448852, -0.929465601220727, -1.0879543978953734, -1.0136135283391923, -0.900998420547694, -0.9174330397509038, -1.0197766629280522, -0.9833734658313915, -1.0823964839801192, -0.968535841209814, -0.9101689551025629, -0.9982513005379587, -0.886048374697566, -1.0424231328070164, -1.0931620465125889, -1.0190571793355048, -0.976534606423229, -0.9479183508083224, -0.9979582198429853, -1.005853361217305, -0.8999975887127221, -0.998271145275794, -0.9731167040299624, -0.9238893934525549, -1.0200053378939629, -1.0506260371766984, -0.9721317507792264, -0.9922479763627052, -0.8996300464496017, -0.9804416720289737]|123575.2890625000000000|      3.33333333|[241, 80, 0, 5]                                                            | 
       6|[-1.0235969923669472, 0.04653470631456, -1.0275436316151172, -1.1934703599254135, -0.9873996944224928, -0.9421531267289538, -0.8800102681852877, 0.0342157169361599, -1.0745459220488556, -1.1041236707824282, -0.9504374447860755, -0.9964364964980632, -0.9644562765606679, -0.9584666001610458, -0.9917401112616062, -1.0636578565463424, -1.0334222585661337, -0.9788102961611003, -1.0477846941212192, -0.7911341323051602, -1.0493303963448852, -0.929465601220727, -1.0879543978953734, -1.0136135283391923, -0.900998420547694, -0.9174330397509038, -1.0197766629280522, -0.9833734658313915, -1.0823964839801192, -0.968535841209814, -0.9101689551025629, -0.9982513005379587, -0.886048374697566, -1.0424231328070164, -1.0931620465125889, -1.0190571793355048, -0.976534606423229, -0.9479183508083224, -0.9979582198429853, -1.005853361217305, -0.8999975887127221, -0.998271145275794, -0.9731167040299624, -0.9238893934525549, -1.0200053378939629, -1.0506260371766984, -0.9721317507792264, -0.9922479763627052, -0.8996300464496017, -0.9804416720289737]|123575.2890625000000000|      1.00000000|[289, 96, 0, 6]                                                            | 
       7|[-1.0151881981873885, 0.1413366090855561, -0.9950258408207446, -1.191550483374158, -1.0249025792872999, -0.9252660728816409, -0.8719263295643032, -0.061072492680978, -1.1565989798982628, -1.0401739070075564, -0.9790781378396787, -1.087291580857709, -0.9257143191643991, -0.8444983470253646, -0.9428600519895554, -1.131383671425283, -1.1130056724650785, -0.8852849758695811, -0.8754059752682224, -0.7577164343092591, -0.9632161238696426, -0.9418497588485479, -1.0167910266900435, -0.912771089700982, -0.8750248118303716, -0.8736465140245855, -1.0030441471608356, -0.9531095296842977, -1.0712482081726193, -0.9408153768163174, -0.9724714327603579, -1.052806660765782, -0.9215271901339293, -1.1692686565220356, -1.1119693031068891, -1.0542915263213217, -0.9996075122617185, -1.0232791705057025, -0.9817702129948884, -1.0809913265984505, -0.833560046274215, -0.9289432395016775, -0.8212182603310794, -1.0425287135876715, -0.9676522053778172, -1.0913138440810144, -0.9631732983980328, -1.0134697202593088, -0.9020995032042265, -0.8221266989130527]|121775.7265625000000000|      3.33333333|[337, 112, 0, 7]                                                           | 
       8|[-1.0151881981873885, 0.1413366090855561, -0.9950258408207446, -1.191550483374158, -1.0249025792872999, -0.9252660728816409, -0.8719263295643032, -0.061072492680978, -1.1565989798982628, -1.0401739070075564, -0.9790781378396787, -1.087291580857709, -0.9257143191643991, -0.8444983470253646, -0.9428600519895554, -1.131383671425283, -1.1130056724650785, -0.8852849758695811, -0.8754059752682224, -0.7577164343092591, -0.9632161238696426, -0.9418497588485479, -1.0167910266900435, -0.912771089700982, -0.8750248118303716, -0.8736465140245855, -1.0030441471608356, -0.9531095296842977, -1.0712482081726193, -0.9408153768163174, -0.9724714327603579, -1.052806660765782, -0.9215271901339293, -1.1692686565220356, -1.1119693031068891, -1.0542915263213217, -0.9996075122617185, -1.0232791705057025, -0.9817702129948884, -1.0809913265984505, -0.833560046274215, -0.9289432395016775, -0.8212182603310794, -1.0425287135876715, -0.9676522053778172, -1.0913138440810144, -0.9631732983980328, -1.0134697202593088, -0.9020995032042265, -0.8221266989130527]|121775.7265625000000000|      1.00000000|[385, 128, 0, 8]                                                           | 
       9|[-0.9498491693520918, 0.1690256730071269, -1.1319882695097476, -1.4448539814038668, -0.9956661489850376, -1.5945960737590212, -0.8423374346457422, -0.3353631139616482, -1.1724142323364504, -0.6694541463511996, -0.9548134501674213, -0.5815343086142093, -0.9129934101947583, -0.8933686460368335, -1.015387512743473, -1.20122595038265, -1.149185021291487, -1.3103772557806224, -0.8124614959815517, -0.8258628568146378, -0.876953681698069, -0.7991972025483847, -1.3613604415440932, -1.6806606489699334, -0.141742245759815, -0.8657924248836935, -0.5054997989209369, -0.9796820998890325, -0.9131368743255734, -0.811344402609393, -0.9049244690686464, -1.0571216794196516, -0.5749207567423582, -1.2306767292320728, -0.9869704281445593, -0.9799615540541708, -0.7044974653981626, -0.8559935195371509, -0.7677425995934755, -0.941574766067788, -1.0115376827307045, -0.9689585495507345, -0.8054318695794791, -0.8698648163117468, -0.591450247913599, -0.9091595909558237, -1.2359364016447216, -0.8513824138790369, -0.2346182595938444, -0.488149267854169]|92145.3906250000000000|      3.33333333|[433, 144, 0, 9]                                                           | 
