k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | k=1
       1|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.30000000|[31, 2, 0, 2]                                                              | 
       2|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.09000000|[61, 4, 0, 4]                                                              | 
       3|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.02700000|[91, 6, 0, 6]                                                              | 
       4|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00810000|[121, 8, 0, 8]                                                             | 
       5|[0.0058839283883572, -0.0025929813273251, 0.016609532982111, -0.0040676002624631, 100000.00630703894, 0.107276815145421, 0.0001728254358919, 100000.00561287487]|3082.3112792968750000|      0.02700000|[136, 9, 0, 9]                                                             | 
       6|[0.0058839283883572, -0.0025929813273251, 0.016609532982111, -0.0040676002624631, 100000.00630703894, 0.107276815145421, 0.0001728254358919, 100000.00561287487]|3082.3112792968750000|      0.00810000|[166, 11, 0, 11]                                                           | 
       7|[0.0058839283883572, -0.0025929813273251, 0.016609532982111, -0.0040676002624631, 100000.00630703894, 0.107276815145421, 0.0001728254358919, 100000.00561287487]|3082.3112792968750000|      0.00243000|[196, 13, 0, 13]                                                           | 
       8|[0.0058839283883572, -0.0025929813273251, 0.016609532982111, -0.0040676002624631, 100000.00630703894, 0.107276815145421, 0.0001728254358919, 100000.00561287487]|3082.3112792968750000|      0.00072900|[226, 15, 0, 15]                                                           | 
       9|[0.0059290783246979, -0.0027104074979434, 0.0164912211746559, -0.0042887464166805, 100000.00654241961, 0.1066504900037825, 0.0001719586521413, 100000.00554200618]|3068.5056152343750000|      0.00243000|[256, 17, 0, 17]                                                           | 
      10|[0.0059290783246979, -0.0027104074979434, 0.0164912211746559, -0.0042887464166805, 100000.00654241961, 0.1066504900037825, 0.0001719586521413, 100000.00554200618]|3068.5056152343750000|      0.00072900|[286, 19, 0, 19]                                                           | 
      11|[0.0059290783246979, -0.0027104074979434, 0.0164912211746559, -0.0042887464166805, 100000.00654241961, 0.1066504900037825, 0.0001719586521413, 100000.00554200618]|3068.5056152343750000|      0.00021870|[316, 21, 0, 21]                                                           | 
