k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | k=1
       1|[1.087795965083554, 0.0202633220574353, -0.0427272067142269, 0.0415063635259867, 0.4419909988454498, -0.0148671413958073, 0.6874596118240952, 0.0720033463835716, 0.2264052832388924, 0.0728493002057076, 2.709435358641823, 0.010684031508863, 0.8505263275530045, 0.0389617108553648, 2.3418638625810213, 0.0534834530949593, 14.318154597075283, -0.0463697198033333, 12.277319015092475, 0.0524656553566456, 0.2546771221925612, 0.1019470584392548, 0.2858210803543872, 0.0124824056215584, 1.088775964052639, 0.1151311960816383, 0.1260085273119343, 0.0805099722743034, 0.0838017000931908, 0.0945425522327423, 3.7371208139684726, 0.0826093149185181, 0.802837512099945, -0.1065773177146912, 0.2091189972628292, 0.0736942668259144, 0.4434107478853165, -0.0897479537129402, 0.9753890708275124, 0.0663484413921833, 0.2649422445802947, 0.0476591870933771, 2.013645740677804, 0.0616562110185623, 1.9351271957191496, -0.0335034611821175, 1.5061595973191158, -0.0120482589304447, 0.5079509700476301, -0.0124793457984924, 0.5133965288433384, 0.1248775091767311, 0.3642812242508072, 0.0293816434964538, 0.8858788144682106, -0.0532755064964294, 0.513836923360508, 0.0160960203316063, 0.412009557195295, 0.1136999469995499, 1.0423281351708518, -0.0900262552499771, 0.1574256948820267, 0.0694356825947762, 0.3077358566707309, -0.0766582074761391]|1363672.5000000000000000|      3.33333333|[16, 1, 0, 1]                                                              | 
       2|[-0.0432822781720612, 0.1808488000056241, -1.015025948054864, -0.2659615739434957, 1.5445319686940826, -2.0964034344255924, 1.9114530324249863, -0.4773937049508095, 0.2651781344676064, 0.7966460850834847, 2.7012191275117594, -0.2931731757894158, -0.636929755744725, 0.7541548632830382, 4.030822269029386, -0.6032629343867302, 14.857763016016781, 0.932944607436657, 12.707732201642616, 0.107799109518528, 1.0694016867448684, -0.031153153181076, -1.19930565342552, -0.2537054112367332, 0.3729692414116479, 1.263895210325718, 0.6020699310633075, 0.0250164610147476, 0.6388072504777123, -0.5297724711894989, 2.7264779278066684, -0.9491973924636841, -0.588760593330658, -0.0629942859709263, -0.1274674185048405, 0.1766927470266819, -1.1323875252012314, -0.0973988524824381, 2.158409543354063, -0.2103551845252514, 0.508905933192279, -0.4027601494640112, 2.493515434195489, 0.1775302109122276, 3.2659738630088837, 0.5040522333979607, 1.1828031775174037, -0.3746328200399875, 1.802733847016014, 0.3644947898387909, -0.8169786657062221, 0.4867515829205513, -0.2765153179168564, 0.2230184483155608, 1.9531128537748512, -0.6899142074584961, -0.0943247048857994, 0.16537907182239, 1.328817089505781, -1.2955677169561386, 0.4995547691964255, -0.5321846264600754, 0.0164255283466492, -0.0003174129128456, -0.1107574738079373, -0.7390900436043739]|247850.0781250000000000|     11.11111111|[31, 2, 0, 2]                                                              | 
       3|[-1.0828355628171418, 0.3733440268656705, -0.5149114475322505, -0.4066432281583547, 0.9533965860417999, -2.65063781991601, 1.1269880770950913, -0.5516829895973205, -0.2309027409291221, 0.63996278911829, 3.304600284433146, -0.5778623041883111, 0.1429289526369278, -0.8214145279675722, 3.496680549688108, -1.4627654287219047, 14.327982866556942, 1.7836473700404167, 12.700193981728775, 0.3404039558768273, 0.6991033309270736, -0.5130812335014343, -0.2301233409369641, 0.3195032188482583, -0.0294498786616706, 0.0623983708024025, 0.232704268726958, 0.1349826273322106, 0.5169544353264977, -0.5063828858733177, 3.9708669849660923, -0.5925897765159607, -0.7819699285385971, 0.867034152597189, -1.4542982824574773, 0.8311770190298557, 0.4527441200014053, 0.6888218768686056, 2.1152848452515887, -0.5101852934062481, 0.4973738844974895, -0.7555533661693334, 2.307643490364045, -0.4241053047776222, 2.9863820344242127, 0.4392100614309311, 0.6275062796292201, 0.1083020125329495, 2.0069357092320095, 0.6053625535964966, -1.0366622085538555, 0.1257916358113289, -0.1513913551568848, 0.4698592978343368, 1.1976844203565773, -1.8372323322296142, 1.534240964173954, -0.0337160134408623, 0.7445569238144052, 0.1149188619852066, 0.0884599248551474, -0.6194987627863884, 0.0483787737480316, -0.3204561653733253, 1.3435686789935763, -1.0696001532673836]|46583.9101562500000000|     37.03703704|[46, 3, 0, 3]                                                              | 
       4|[-8.828827746502444, -15.457095540700248, -12.286442552573755, 0.9435236886888743, 5.269317415814749, 3.505872056335211, 2.9105668305664656, -13.993099730014801, -7.736834595177169, 8.279464360773563, 13.5961537817476, 1.4860736909136176, -0.4475028567884262, 8.664224090501666, 3.9156055370042395, -10.568046304881573, 9.25805326679498, 2.9693313357234, 9.136775831780655, 7.297461908757686, 4.689962362604319, -12.95820109128952, -4.6795290111029795, 10.73948803635314, 8.065765918762645, 4.965678628981113, 0.1533075067731273, -3.042482811510563, 12.112407697655598, -18.477124157845974, -5.821866207477756, -11.750277917385102, -4.356826209819115, -6.707340999990702, -8.0506799467336, 6.501286291033029, -20.495059377313048, 11.19440945468843, 5.949530050177126, -8.223005346506834, -4.555083448113594, 7.692442773357033, 4.840090113212556, -14.44809021383524, 3.5391600400241883, 11.696518067717552, 10.907059693020333, -15.27482901468873, 8.828291528934159, -5.467183451652527, -6.792543518063133, -0.8813793990015983, 1.791393788695349, -2.2521920842304826, -5.370371686210806, -9.073009233474732, 6.98589682888953, 1.9317113852407783, -5.1891546049636705, -14.186517562270165, 26.41064544121257, -11.63260796993971, 1.3333591900459443, -5.622881073057652, 17.887695189613694, 7.8054151055216785]|26186.0000000000000000|    123.45679012|[91, 6, 0, 6]                                                              | 
       5|[-8.94788806169419, -15.635686017213157, -12.524563182957246, 0.6458728746324778, 4.912136462788931, 3.0891609643399716, 2.4343255697994826, -14.528871159553528, -8.332136223289961, 7.624632593691349, 12.881791875695964, 0.7121815862879157, -1.2809250407789046, 7.771271767541766, 2.9631230154702735, -11.580059024989605, 8.186510407717526, 1.8382582184672356, 7.946172575555069, 6.047328513562679, 3.3802988284398907, -14.32739476442337, -6.108252823206251, 9.251233966071158, 6.517981709511242, 3.3583643999695774, -1.5135368612078297, -4.768857318460942, 10.326503051735799, -20.322559061944485, -7.726831250545688, -13.714773099422455, -6.380851650035179, -8.790896698385477, -10.193765664888508, 4.298670314699411, -22.757205611825377, 13.369004095420241, 3.568323537725954, -10.663741878718138, -7.055350238503609, 5.006576894298195, 2.2207630448836984, -17.12694730192423, 0.8007726937564881, 8.89860046327114, 8.04961206881379, 106.73669137105345, 5.851783388370194, -8.503221373558045, -9.888111936565942, -4.036477837264538, -1.4232346693277222, -5.526350800432265, -8.70406042217272, -12.466228227615357, 3.533147814988773, -1.5805681252572685, -8.76096389680327, -17.817857350707055, 22.719775633015548, -15.383007797896862, -2.47657089608992, -9.492341417372227, 13.958704825538987, 3.8168944832682605]|16001.6533203125000000|    411.52263374|[106, 7, 0, 7]                                                             | 
       6|[-8.94788806169419, -15.635686017213157, -12.524563182957246, 0.6458728746324778, 4.912136462788931, 3.0891609643399716, 2.4343255697994826, -14.528871159553528, -8.332136223289961, 7.624632593691349, 12.881791875695964, 0.7121815862879157, -1.2809250407789046, 7.771271767541766, 2.9631230154702735, -11.580059024989605, 8.186510407717526, 1.8382582184672356, 7.946172575555069, 6.047328513562679, 3.3802988284398907, -14.32739476442337, -6.108252823206251, 9.251233966071158, 6.517981709511242, 3.3583643999695774, -1.5135368612078297, -4.768857318460942, 10.326503051735799, -20.322559061944485, -7.726831250545688, -13.714773099422455, -6.380851650035179, -8.790896698385477, -10.193765664888508, 4.298670314699411, -22.757205611825377, 13.369004095420241, 3.568323537725954, -10.663741878718138, -7.055350238503609, 5.006576894298195, 2.2207630448836984, -17.12694730192423, 0.8007726937564881, 8.89860046327114, 8.04961206881379, 106.73669137105345, 5.851783388370194, -8.503221373558045, -9.888111936565942, -4.036477837264538, -1.4232346693277222, -5.526350800432265, -8.70406042217272, -12.466228227615357, 3.533147814988773, -1.5805681252572685, -8.76096389680327, -17.817857350707055, 22.719775633015548, -15.383007797896862, -2.47657089608992, -9.492341417372227, 13.958704825538987, 3.8168944832682605]|16001.6533203125000000|    123.45679012|[181, 12, 0, 12]                                                           | 
       7|[-8.993590992234036, -15.704240411160281, -12.61596904403694, 0.5316155464202166, 4.775027674894682, 2.9292007093131542, 2.251513847640097, -14.734534348845482, -8.560650879714483, 6.8952211108803745, 12.607574299907466, 0.4151125433668494, -1.6008455508325392, 7.428499790355563, 2.597499571151502, -11.968533936440945, 7.775184029133618, 125.07882065743208, 7.489143262706024, 5.567447733581066, 2.8775666111280316, -14.852978508472443, -6.656687974783247, 8.679947347361594, 5.923843623669109, 2.7413748469948764, -2.153377881315099, -5.431549805700779, 9.640959097363393, -21.03095448344946, -8.45807813918323, -14.468871455192566, -7.157801472937859, -9.590697988420725, -10.649727696968204, 3.4531660903990264, -23.62556130325833, 12.47779693685472, 2.6542649120278643, -11.600651971548796, -8.015111798466835, 4.023963867202401, 1.21529861025998, -18.155263322889805, -0.2503947943416565, 7.824581627249717, 6.952741765659798, 105.6169694815576, 4.7092101509510655, -9.668646078109742, -11.076388108250207, -5.247605595290661, -2.657213775277124, -6.7831813735142354, -9.983742462387259, -13.768761854171753, 2.2077628405090977, -2.928804566869512, -10.132051805548082, -19.211796845793724, 21.3029847900056, -16.82265010803938, -3.9390646733650057, -10.977686661779881, 12.450508113998765, 2.28584630459547]|14438.4804687500000000|    411.52263374|[226, 15, 0, 15]                                                           | 
       8|[-8.993590992234036, -15.704240411160281, -12.61596904403694, 0.5316155464202166, 4.775027674894682, 2.9292007093131542, 2.251513847640097, -14.734534348845482, -8.560650879714483, 6.8952211108803745, 12.607574299907466, 0.4151125433668494, -1.6008455508325392, 7.428499790355563, 2.597499571151502, -11.968533936440945, 7.775184029133618, 125.07882065743208, 7.489143262706024, 5.567447733581066, 2.8775666111280316, -14.852978508472443, -6.656687974783247, 8.679947347361594, 5.923843623669109, 2.7413748469948764, -2.153377881315099, -5.431549805700779, 9.640959097363393, -21.03095448344946, -8.45807813918323, -14.468871455192566, -7.157801472937859, -9.590697988420725, -10.649727696968204, 3.4531660903990264, -23.62556130325833, 12.47779693685472, 2.6542649120278643, -11.600651971548796, -8.015111798466835, 4.023963867202401, 1.21529861025998, -18.155263322889805, -0.2503947943416565, 7.824581627249717, 6.952741765659798, 105.6169694815576, 4.7092101509510655, -9.668646078109742, -11.076388108250207, -5.247605595290661, -2.657213775277124, -6.7831813735142354, -9.983742462387259, -13.768761854171753, 2.2077628405090977, -2.928804566869512, -10.132051805548082, -19.211796845793724, 21.3029847900056, -16.82265010803938, -3.9390646733650057, -10.977686661779881, 12.450508113998765, 2.28584630459547]|14438.4804687500000000|    123.45679012|[301, 20, 0, 20]                                                           | 
       9|[-8.993590992234036, -15.704240411160281, -12.61596904403694, 0.5316155464202166, 4.775027674894682, 2.9292007093131542, 2.251513847640097, -14.734534348845482, -8.560650879714483, 6.8952211108803745, 12.607574299907466, 0.4151125433668494, -1.6008455508325392, 7.428499790355563, 2.597499571151502, -11.968533936440945, 7.775184029133618, 125.07882065743208, 7.489143262706024, 5.567447733581066, 2.8775666111280316, -14.852978508472443, -6.656687974783247, 8.679947347361594, 5.923843623669109, 2.7413748469948764, -2.153377881315099, -5.431549805700779, 9.640959097363393, -21.03095448344946, -8.45807813918323, -14.468871455192566, -7.157801472937859, -9.590697988420725, -10.649727696968204, 3.4531660903990264, -23.62556130325833, 12.47779693685472, 2.6542649120278643, -11.600651971548796, -8.015111798466835, 4.023963867202401, 1.21529861025998, -18.155263322889805, -0.2503947943416565, 7.824581627249717, 6.952741765659798, 105.6169694815576, 4.7092101509510655, -9.668646078109742, -11.076388108250207, -5.247605595290661, -2.657213775277124, -6.7831813735142354, -9.983742462387259, -13.768761854171753, 2.2077628405090977, -2.928804566869512, -10.132051805548082, -19.211796845793724, 21.3029847900056, -16.82265010803938, -3.9390646733650057, -10.977686661779881, 12.450508113998765, 2.28584630459547]|14438.4804687500000000|     37.03703704|[376, 25, 0, 25]                                                           | 
