k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.10000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.2401000412794903, 0.3902713738960318, 0.4161400728407446, 0.3892142472026445]|  0.0042488644830883|      0.10000000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[0.2401000412794903, 0.3902713738960318, 0.4161400728407446, 0.3892142472026445]|  0.0042488644830883|      0.01000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.2401000412794903, 0.3902713738960318, 0.4161400728407446, 0.3892142472026445]|  0.0042488644830883|      0.00100000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.2391265405074733, 0.3903682644205729, 0.4161855527874605, 0.3890121579956512]|  0.0041715297847986|      0.01000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       7|[0.2391265405074733, 0.3903682644205729, 0.4161855527874605, 0.3890121579956512]|  0.0041715297847986|      0.00100000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.2381603089499405, 0.3904828312123799, 0.4162255052394738, 0.3887848370132915]|  0.0040991599671543|      0.01000000|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
       9|[0.2381603089499405, 0.3904828312123799, 0.4162255052394738, 0.3887848370132915]|  0.0040991599671543|      0.00100000|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.2372027075802293, 0.3906214230694924, 0.4162584299776113, 0.3885344216074398]|  0.0040316265076399|      0.01000000|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      11|[0.2372027075802293, 0.3906214230694924, 0.4162584299776113, 0.3885344216074398]|  0.0040316265076399|      0.00100000|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.2362538829935675, 0.3907781372540282, 0.4162909495966439, 0.3882621808270827]|  0.0039687966927886|      0.01000000|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[0.2362538829935675, 0.3907781372540282, 0.4162909495966439, 0.3882621808270827]|  0.0039687966927886|      0.00100000|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.2353262406391331, 0.3909803632277677, 0.4163247646965055, 0.3879500256464021]|  0.0039104651659727|      0.01000000|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      15|[0.2353262406391331, 0.3909803632277677, 0.4163247646965055, 0.3879500256464021]|  0.0039104651659727|      0.00100000|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.2344054374757049, 0.3911850482353897, 0.4163445605919746, 0.3876186139622416]|  0.0038564428687096|      0.01000000|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      17|[0.2344054374757049, 0.3911850482353897, 0.4163445605919746, 0.3876186139622416]|  0.0038564428687096|      0.00100000|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.2335041156964558, 0.3914157073800469, 0.4163581620263678, 0.3872522392766811]|  0.0038065148983151|      0.01000000|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      19|[0.2335041156964558, 0.3914157073800469, 0.4163581620263678, 0.3872522392766811]|  0.0038065148983151|      0.00100000|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.2326272003181292, 0.3916780308510161, 0.4163494053254026, 0.3868495866521754]|  0.0037603974342346|      0.01000000|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      21|[0.2326272003181292, 0.3916780308510161, 0.4163494053254026, 0.3868495866521754]|  0.0037603974342346|      0.00100000|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.2317975722141828, 0.392003170302462, 0.4163382401692158, 0.3863958500705082] |  0.0037176895420998|      0.01000000|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      23|[0.2317975722141828, 0.392003170302462, 0.4163382401692158, 0.3863958500705082] |  0.0037176895420998|      0.00100000|[304, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.2309740741567617, 0.3923262314721239, 0.4163424755860915, 0.3859295191887041]|  0.0036781691014767|      0.01000000|[317, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      25|[0.2309740741567617, 0.3923262314721239, 0.4163424755860915, 0.3859295191887041]|  0.0036781691014767|      0.00100000|[330, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.2302144053872376, 0.3926999968147205, 0.4163157895257037, 0.3853980206623991]|  0.0036412950139493|      0.01000000|[343, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      27|[0.2302144053872376, 0.3926999968147205, 0.4163157895257037, 0.3853980206623991]|  0.0036412950139493|      0.00100000|[356, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.2295122406985681, 0.3931022418135415, 0.4162701030388988, 0.3848122933744634]|  0.0036066386383027|      0.01000000|[369, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      29|[0.2295122406985681, 0.3931022418135415, 0.4162701030388988, 0.3848122933744634]|  0.0036066386383027|      0.00100000|[383, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.228864598219356, 0.3935402916599858, 0.4162206375855243, 0.3841908235682198] |  0.0035737806465477|      0.01000000|[396, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      31|[0.228864598219356, 0.3935402916599858, 0.4162206375855243, 0.3841908235682198] |  0.0035737806465477|      0.00100000|[409, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.2282820704447824, 0.3940139669235795, 0.4161642214030359, 0.3835327123687532]|  0.0035423100925982|      0.01000000|[422, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      33|[0.2282820704447824, 0.3940139669235795, 0.4161642214030359, 0.3835327123687532]|  0.0035423100925982|      0.00100000|[435, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.2277652685085865, 0.3945203823977484, 0.4160982392004067, 0.382845613049002] |  0.0035118719097227|      0.01000000|[449, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      35|[0.2277652685085865, 0.3945203823977484, 0.4160982392004067, 0.382845613049002] |  0.0035118719097227|      0.00100000|[463, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.2273068721198798, 0.3950404654682661, 0.4160233663212536, 0.3821288282817609]|  0.0034821871668100|      0.01000000|[477, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      37|[0.2273068721198798, 0.3950404654682661, 0.4160233663212536, 0.3821288282817609]|  0.0034821871668100|      0.00100000|[490, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.2268592456300085, 0.3955712197812663, 0.4159839174638704, 0.3814102364835553]|  0.0034531862474978|      0.01000000|[504, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      39|[0.2268592456300085, 0.3955712197812663, 0.4159839174638704, 0.3814102364835553]|  0.0034531862474978|      0.00100000|[517, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.2265123242284464, 0.3961228719858083, 0.4158972013410627, 0.3806567076517198]|  0.0034244800917804|      0.01000000|[530, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      41|[0.2265123242284464, 0.3961228719858083, 0.4158972013410627, 0.3806567076517198]|  0.0034244800917804|      0.00100000|[543, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
