k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      2.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.7756846101347052, -0.0509465138613051, -7.99137563491022]                    |  4.1547169685363770|      2.00000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.5480087250919363, -1.5442206368578475, -7.478594673023605]                   |  2.0054504871368408|      4.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.5480087250919363, -1.5442206368578475, -7.478594673023605]                   |  2.0054504871368408|      2.00000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.5480087250919363, -1.5442206368578475, -7.478594673023605]                   |  2.0054504871368408|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[-0.4064278084664229, -1.4148125997336258, -7.209699780292711]                  |  1.5081359148025513|      2.00000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[-0.4064278084664229, -1.4148125997336258, -7.209699780292711]                  |  1.5081359148025513|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[-0.4064278084664229, -1.4148125997336258, -7.209699780292711]                  |  1.5081359148025513|      0.50000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[-0.002349733113817, -1.198207022698994, -7.0101930560530805]                   |  1.0546040534973145|      1.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[-0.002349733113817, -1.198207022698994, -7.0101930560530805]                   |  1.0546040534973145|      0.50000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-0.002349733113817, -1.198207022698994, -7.0101930560530805]                   |  1.0546040534973145|      0.25000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[-0.1290804744982165, -0.9844677692227566, -7.0376676026659215]                 |  1.0151400566101074|      0.50000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[-0.1290804744982165, -0.9844677692227566, -7.0376676026659215]                 |  1.0151400566101074|      0.25000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[-0.1290804744982165, -0.9844677692227566, -7.0376676026659215]                 |  1.0151400566101074|      0.12500000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-0.0112411314249771, -1.0112240829253585, -7.005683404987765]                  |  0.9984425902366638|      0.25000000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[-0.0112411314249771, -1.0112240829253585, -7.005683404987765]                  |  0.9984425902366638|      0.12500000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.0112411314249771, -1.0112240829253585, -7.005683404987765]                  |  0.9984425902366638|      0.06250000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[-0.0112411314249771, -1.0112240829253585, -7.005683404987765]                  |  0.9984425902366638|      0.03125000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.0112411314249771, -1.0112240829253585, -7.005683404987765]                  |  0.9984425902366638|      0.01562500|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[-0.0011663902591869, -1.0081661669958053, -6.994138303619215]                  |  0.9982355237007141|      0.03125000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
