k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|      2.00000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[22.57685719967747, 37.556042842831175, 42.38261069889142, 39.51377423398433]   |655.6222534179687500|      4.00000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       3|[22.57685719967747, 37.556042842831175, 42.38261069889142, 39.51377423398433]   |655.6222534179687500|      2.00000000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       4|[22.57685719967747, 37.556042842831175, 42.38261069889142, 39.51377423398433]   |655.6222534179687500|      1.00000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[21.751733743368277, 37.08352886735977, 42.64849343146796, 39.6725451297751]    |587.1050415039062500|      2.00000000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       6|[21.751733743368277, 37.08352886735977, 42.64849343146796, 39.6725451297751]    |587.1050415039062500|      1.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[20.926487734781485, 36.6119358633904, 42.92068376534285, 39.82248340395416]    |524.0410766601562500|      2.00000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       8|[20.926487734781485, 36.6119358633904, 42.92068376534285, 39.82248340395416]    |524.0410766601562500|      1.00000000|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[20.08320998539119, 36.16221897577176, 43.17503883138048, 39.97060787443364]    |466.0560302734375000|      2.00000000|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      10|[20.08320998539119, 36.16221897577176, 43.17503883138048, 39.97060787443364]    |466.0560302734375000|      1.00000000|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      11|[19.235366251726017, 35.71437665610392, 43.42050043501636, 40.11325029848672]   |412.8449707031250000|      2.00000000|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      12|[19.235366251726017, 35.71437665610392, 43.42050043501636, 40.11325029848672]   |412.8449707031250000|      1.00000000|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      13|[18.375035844853663, 35.28693624373001, 43.65458661076819, 40.26268238072594]   |364.1031799316406250|      2.00000000|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      14|[18.375035844853663, 35.28693624373001, 43.65458661076819, 40.26268238072594]   |364.1031799316406250|      1.00000000|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[17.510582139411287, 34.86031231649483, 43.876609387952435, 40.409030261710825] |319.5506591796875000|      2.00000000|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      16|[17.510582139411287, 34.86031231649483, 43.876609387952435, 40.409030261710825] |319.5506591796875000|      1.00000000|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      17|[16.63454802675066, 34.44776039071702, 44.08969317773107, 40.53926251779783]    |278.9105529785156250|      2.00000000|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      18|[16.63454802675066, 34.44776039071702, 44.08969317773107, 40.53926251779783]    |278.9105529785156250|      1.00000000|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      19|[16.63454802675066, 34.44776039071702, 44.08969317773107, 40.53926251779783]    |278.9105529785156250|      0.50000000|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[16.192500505067045, 34.24792876281479, 44.194167398496816, 40.60047073831359]  |259.9797973632812500|      1.00000000|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      21|[16.192500505067045, 34.24792876281479, 44.194167398496816, 40.60047073831359]  |259.9797973632812500|      0.50000000|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
