k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.6754878791097403, -1.652524171362073, -0.7704547185058471]                  |613.1546020507812500|      5.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[-0.6754878791097403, -1.652524171362073, -0.7704547185058471]                  |613.1546020507812500|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.107146761036929, -0.8748788907154796, -0.5016496013748154]                  |482.2767333984375000|      5.00000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[-0.107146761036929, -0.8748788907154796, -0.5016496013748154]                  |482.2767333984375000|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.5259335529068354, -1.4609305982291216, -1.195307311687082]                  |375.9544982910156250|      5.00000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[-0.5259335529068354, -1.4609305982291216, -1.195307311687082]                  |375.9544982910156250|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.06510758490343, -1.6579722047887466, -1.977512514111835]                     | 68.5334854125976562|      5.00000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.06510758490343, -1.6579722047887466, -1.977512514111835]                     | 68.5334854125976562|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.06510758490343, -1.6579722047887466, -1.977512514111835]                     | 68.5334854125976562|      0.20000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.2537281733143673, -1.6003344318923276, -2.0106811855210522]                  | 48.2382392883300781|      1.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.2537281733143673, -1.6003344318923276, -2.0106811855210522]                  | 48.2382392883300781|      0.20000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.3109787701273569, -1.5284940226401136, -2.188336257959277]                   | 36.1334037780761719|      1.00000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.3109787701273569, -1.5284940226401136, -2.188336257959277]                   | 36.1334037780761719|      0.20000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.2586450738829495, -1.3387549870449376, -2.2238367172353293]                  | 18.2355327606201172|      1.00000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.2586450738829495, -1.3387549870449376, -2.2238367172353293]                  | 18.2355327606201172|      0.20000000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.1591424707428788, -1.2195673239980778, -2.097767161252222]                   | 13.5168514251708984|      1.00000000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.1591424707428788, -1.2195673239980778, -2.097767161252222]                   | 13.5168514251708984|      0.20000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.3349438012459067, -1.132586803784136, -2.1368603997555384]                   |  8.7378807067871094|      1.00000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[0.3349438012459067, -1.132586803784136, -2.1368603997555384]                   |  8.7378807067871094|      0.20000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.2050623375960577, -0.9810191727945425, -2.149432537058932]                   |  4.6716666221618652|      1.00000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.2050623375960577, -0.9810191727945425, -2.149432537058932]                   |  4.6716666221618652|      0.20000000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.2050623375960577, -0.9810191727945425, -2.149432537058932]                   |  4.6716666221618652|      0.04000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.2050623375960577, -0.9810191727945425, -2.149432537058932]                   |  4.6716666221618652|      0.00800000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.2118179317054141, -0.9786906531509539, -2.1530297504942246]                  |  4.6417155265808105|      0.04000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.2353249666335508, -0.9651112998011615, -2.123652540424362]                   |  4.5161185264587402|      0.20000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.2353249666335508, -0.9651112998011615, -2.123652540424362]                   |  4.5161185264587402|      0.04000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.2353249666335508, -0.9651112998011615, -2.123652540424362]                   |  4.5161185264587402|      0.00800000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.2328267061849317, -0.9726771010363029, -2.1229332724623347]                  |  4.5078330039978027|      0.04000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.2328267061849317, -0.9726771010363029, -2.1229332724623347]                  |  4.5078330039978027|      0.00800000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.2343203512166937, -0.9702138511599028, -2.115469933761357]                   |  4.4810032844543457|      0.04000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.2423514471764308, -0.9756129147164558, -2.0766581879825625]                  |  4.4436550140380859|      0.20000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.2423514471764308, -0.9756129147164558, -2.0766581879825625]                  |  4.4436550140380859|      0.04000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.2806843908444117, -0.9663639409944935, -2.0699468606296567]                  |  4.3280143737792969|      0.20000000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.2806843908444117, -0.9663639409944935, -2.0699468606296567]                  |  4.3280143737792969|      0.04000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.2806843908444117, -0.9663639409944935, -2.0699468606296567]                  |  4.3280143737792969|      0.00800000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.2829806852509971, -0.9654175939987719, -2.0623421608090213]                  |  4.2829542160034180|      0.04000000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
