k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6089246306237099, 0.0547627230148155, 0.1369095758715928, 0.7790905807788936, -0.0027062693678941, 0.0008228510716478, -0.0073877657276309, 0.0044154624338403, -0.0047443692281261, 0.0025997519153439, -0.0030349374239684, -0.0076431646152507, -0.0039602489175381, -0.0079572901180379, 0.002029310685563, 0.0022668858499807, 0.0063480730495962, 0.0019722217699703, -0.0002234826966085, 0.0079065081748448, -0.0010089908116513, 0.0105106115877916]| 13.1515474319458008|     10.00000000|[106, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       2|[0.6089246306237099, 0.0547627230148155, 0.1369095758715928, 0.7790905807788936, -0.0027062693678941, 0.0008228510716478, -0.0073877657276309, 0.0044154624338403, -0.0047443692281261, 0.0025997519153439, -0.0030349374239684, -0.0076431646152507, -0.0039602489175381, -0.0079572901180379, 0.002029310685563, 0.0022668858499807, 0.0063480730495962, 0.0019722217699703, -0.0002234826966085, 0.0079065081748448, -0.0010089908116513, 0.0105106115877916]| 13.1515474319458008|      1.00000000|[210, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       3|[0.6089246306237099, 0.0547627230148155, 0.1369095758715928, 0.7790905807788936, -0.0027062693678941, 0.0008228510716478, -0.0073877657276309, 0.0044154624338403, -0.0047443692281261, 0.0025997519153439, -0.0030349374239684, -0.0076431646152507, -0.0039602489175381, -0.0079572901180379, 0.002029310685563, 0.0022668858499807, 0.0063480730495962, 0.0019722217699703, -0.0002234826966085, 0.0079065081748448, -0.0010089908116513, 0.0105106115877916]| 13.1515474319458008|      0.10000000|[315, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       4|[0.6698988573747446, 0.0599672896951465, 0.1504063551489182, 0.8570186027315634, -0.0026659886704988, 0.0009244104518662, -0.0073107925004328, 0.0044225350541976, -0.0046969406477836, 0.0026003009317709, -0.0030750403019956, -0.0075673724439181, -0.0041348446827089, -0.0078594292546183, 0.0021210631759934, 0.0021571595492457, 0.0063270715465942, 0.0019332475540567, -0.0001614615098905, 0.0077644057749822, -0.0009832447060109, 0.0105531064638874]| 13.0184860229492188|      1.00000000|[421, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[0.6698988573747446, 0.0599672896951465, 0.1504063551489182, 0.8570186027315634, -0.0026659886704988, 0.0009244104518662, -0.0073107925004328, 0.0044225350541976, -0.0046969406477836, 0.0026003009317709, -0.0030750403019956, -0.0075673724439181, -0.0041348446827089, -0.0078594292546183, 0.0021210631759934, 0.0021571595492457, 0.0063270715465942, 0.0019332475540567, -0.0001614615098905, 0.0077644057749822, -0.0009832447060109, 0.0105531064638874]| 13.0184860229492188|      0.10000000|[526, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       6|[0.7308060494442562, 0.0651394194416335, 0.1639540632672959, 0.9349930839384941, -0.0026740043948999, 0.0009248166205516, -0.0072975919573351, 0.0044153652087812, -0.0046847417286267, 0.0026064462760665, -0.003077897533505, -0.0075666004594669, -0.0041237927404606, -0.0078470050480074, 0.0021420768054913, 0.0021662546303189, 0.0063071247443965, 0.0019371640833513, -0.000140422760474, 0.0077395836678769, -0.0009763327691728, 0.0105634684860768]| 12.8948488235473633|      1.00000000|[630, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[0.7308060494442562, 0.0651394194416335, 0.1639540632672959, 0.9349930839384941, -0.0026740043948999, 0.0009248166205516, -0.0072975919573351, 0.0044153652087812, -0.0046847417286267, 0.0026064462760665, -0.003077897533505, -0.0075666004594669, -0.0041237927404606, -0.0078470050480074, 0.0021420768054913, 0.0021662546303189, 0.0063071247443965, 0.0019371640833513, -0.000140422760474, 0.0077395836678769, -0.0009763327691728, 0.0105634684860768]| 12.8948488235473633|      0.10000000|[735, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       8|[0.791741257565219, 0.0703911946508006, 0.1779184031317412, 1.012863120278371, -0.0026691308542029, 0.0010727420386371, -0.0077798798106321, 0.0046177223836217, -0.0046000800454258, 0.0026170490572564, -0.0030049528046187, -0.0076317663713331, -0.0040875149030287, -0.0077025484135329, 0.0020446186369518, 0.0020184887117265, 0.0059455001464849, 0.0021084630737503, -0.0001509454300969, 0.0076712252036956, -0.0010662254929186, 0.0107508747036401]| 12.7806415557861328|      1.00000000|[839, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[0.791741257565219, 0.0703911946508006, 0.1779184031317412, 1.012863120278371, -0.0026691308542029, 0.0010727420386371, -0.0077798798106321, 0.0046177223836217, -0.0046000800454258, 0.0026170490572564, -0.0030049528046187, -0.0076317663713331, -0.0040875149030287, -0.0077025484135329, 0.0020446186369518, 0.0020184887117265, 0.0059455001464849, 0.0021084630737503, -0.0001509454300969, 0.0076712252036956, -0.0010662254929186, 0.0107508747036401]| 12.7806415557861328|      0.10000000|[943, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      10|[0.8526329216342122, 0.0755613023095379, 0.1913488062592064, 1.090869341180816, -0.0026650903933699, 0.0011629586849041, -0.0079152601856581, 0.0045871536299685, -0.0044957614353584, 0.0026384729848812, -0.0030448933699771, -0.0076167509502653, -0.0039346339167648, -0.0076984139816982, 0.0021454621702679, 0.0021652842489434, 0.0059508846068198, 0.002197180326261, -8.80568676019e-05, 0.0076416622284382, -0.0011261098175771, 0.0106204773383893]| 12.6758556365966797|      1.00000000|[1048, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      11|[0.8526329216342122, 0.0755613023095379, 0.1913488062592064, 1.090869341180816, -0.0026650903933699, 0.0011629586849041, -0.0079152601856581, 0.0045871536299685, -0.0044957614353584, 0.0026384729848812, -0.0030448933699771, -0.0076167509502653, -0.0039346339167648, -0.0076984139816982, 0.0021454621702679, 0.0021652842489434, 0.0059508846068198, 0.002197180326261, -8.80568676019e-05, 0.0076416622284382, -0.0011261098175771, 0.0106204773383893]| 12.6758556365966797|      0.10000000|[1152, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
