k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.20000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.001924988153568, 0.9723180621697871]                                        |3954.3686523437500000|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[-1.001924988153568, 0.9723180621697871]                                        |3954.3686523437500000|      0.20000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.8105156263912863, 0.9143313720611422]                                       |452.4665832519531250|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[-0.8105156263912863, 0.9143313720611422]                                       |452.4665832519531250|      0.20000000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.611436798101961, 0.9335047944721098]                                        | 38.0933227539062500|      1.00000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[-0.611436798101961, 0.9335047944721098]                                        | 38.0933227539062500|      0.20000000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.4128059685401553, 0.910142569672471]                                        |  1.6411554813385010|      1.00000000|[49, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[-0.4128059685401553, 0.910142569672471]                                        |  1.6411554813385010|      0.20000000|[56, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.2146606279469656, 0.882968611528526]                                        |  0.0248424038290977|      1.00000000|[61, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[-0.2146606279469656, 0.882968611528526]                                        |  0.0248424038290977|      0.20000000|[67, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[-0.2146606279469656, 0.882968611528526]                                        |  0.0248424038290977|      0.04000000|[73, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[-0.2146606279469656, 0.882968611528526]                                        |  0.0248424038290977|      0.00800000|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[-0.2066707428211254, 0.883370775271147]                                        |  0.0202118735760450|      0.04000000|[84, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[-0.2066707428211254, 0.883370775271147]                                        |  0.0202118735760450|      0.00800000|[91, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      16|[-0.1986709451826324, 0.8834276764412674]                                       |  0.0163719411939383|      0.04000000|[96, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[-0.1986709451826324, 0.8834276764412674]                                       |  0.0163719411939383|      0.00800000|[104, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      18|[-0.1906861163683496, 0.8839201282730232]                                       |  0.0131982164457440|      0.04000000|[109, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[-0.1906861163683496, 0.8839201282730232]                                       |  0.0131982164457440|      0.00800000|[117, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.1826988466274485, 0.8843712624948289]                                       |  0.0105852521955967|      0.04000000|[122, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      21|[-0.1826988466274485, 0.8843712624948289]                                       |  0.0105852521955967|      0.00800000|[128, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.1826988466274485, 0.8843712624948289]                                       |  0.0105852521955967|      0.00160000|[135, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      23|[-0.1811003106382052, 0.8844396926862224]                                       |  0.0101218558847904|      0.00800000|[141, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[-0.1811003106382052, 0.8844396926862224]                                       |  0.0101218558847904|      0.00160000|[148, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      25|[-0.1795017438404124, 0.8845073993549806]                                       |  0.0096766240894794|      0.00800000|[153, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[-0.1795017438404124, 0.8845073993549806]                                       |  0.0096766240894794|      0.00160000|[160, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      27|[-0.1779044642481199, 0.8846006619093424]                                       |  0.0092488806694746|      0.00800000|[166, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[-0.1779044642481199, 0.8846006619093424]                                       |  0.0092488806694746|      0.00160000|[174, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      29|[-0.1763080833903172, 0.8847082172757399]                                       |  0.0088380519300699|      0.00800000|[180, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[-0.1763080833903172, 0.8847082172757399]                                       |  0.0088380519300699|      0.00160000|[186, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.1747102278674141, 0.8847910286754874]                                       |  0.0084435110911727|      0.00800000|[191, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[-0.1747102278674141, 0.8847910286754874]                                       |  0.0084435110911727|      0.00160000|[198, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[-0.1731132987956895, 0.884890112175025]                                        |  0.0080646881833673|      0.00800000|[203, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[-0.1731132987956895, 0.884890112175025]                                        |  0.0080646881833673|      0.00160000|[211, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[-0.171517137342849, 0.8850008759618246]                                        |  0.0077010383829474|      0.00800000|[216, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[-0.171517137342849, 0.8850008759618246]                                        |  0.0077010383829474|      0.00160000|[223, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[-0.1699203166289754, 0.8851016906817039]                                       |  0.0073519982397556|      0.00800000|[228, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[-0.1699203166289754, 0.8851016906817039]                                       |  0.0073519982397556|      0.00160000|[234, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[-0.1683234487416205, 0.885201755412427]                                        |  0.0070170578546822|      0.00800000|[240, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[-0.1683234487416205, 0.885201755412427]                                        |  0.0070170578546822|      0.00160000|[247, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      41|[-0.1667263432346531, 0.8852979531234929]                                       |  0.0066957152448595|      0.00800000|[252, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[-0.1667263432346531, 0.8852979531234929]                                       |  0.0066957152448595|      0.00160000|[260, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      43|[-0.1651292846377103, 0.8853949265112409]                                       |  0.0063874768093228|      0.00800000|[266, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[-0.1651292846377103, 0.8853949265112409]                                       |  0.0063874768093228|      0.00160000|[272, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.1635330538972774, 0.8855046872660528]                                       |  0.0060918568633497|      0.00800000|[277, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[-0.1635330538972774, 0.8855046872660528]                                       |  0.0060918568633497|      0.00160000|[284, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[-0.1619358641703378, 0.8855994763801887]                                       |  0.0058084195479751|      0.00800000|[290, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[-0.1619358641703378, 0.8855994763801887]                                       |  0.0058084195479751|      0.00160000|[296, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.1603396880132468, 0.8857100280673501]                                       |  0.0055366875603795|      0.00800000|[302, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[-0.1603396880132468, 0.8857100280673501]                                       |  0.0055366875603795|      0.00160000|[309, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
