k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      5.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      1.00000000|[42, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[9.887633049640707, -1.7337112618169233, 0.8063081126055558, -0.8298876424283411, -0.1127816090199212, 0.6153945154715939, -0.2768841578824741]|37461.7343750000000000|      5.00000000|[67, 26, 0, 13]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=2
       4|[9.887633049640707, -1.7337112618169233, 0.8063081126055558, -0.8298876424283411, -0.1127816090199212, 0.6153945154715939, -0.2768841578824741]|37461.7343750000000000|      1.00000000|[94, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[9.887633049640707, -1.7337112618169233, 0.8063081126055558, -0.8298876424283411, -0.1127816090199212, 0.6153945154715939, -0.2768841578824741]|37461.7343750000000000|      0.20000000|[123, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[9.978370052091138, -1.72854729813861, 0.8488825671052805, -0.825533885726202, -0.194306910468793, 0.6202093861390761, -0.1244406183795001]|21425.4218750000000000|      1.00000000|[134, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[9.978370052091138, -1.72854729813861, 0.8488825671052805, -0.825533885726202, -0.194306910468793, 0.6202093861390761, -0.1244406183795001]|21425.4218750000000000|      0.20000000|[164, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[9.978370052091138, -1.72854729813861, 0.8488825671052805, -0.825533885726202, -0.194306910468793, 0.6202093861390761, -0.1244406183795001]|21425.4218750000000000|      0.04000000|[192, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[9.975536845952197, -1.7461771931599392, 0.8582699465956146, -0.8097036810764621, -0.1729131017564135, 0.6106725892631975, -0.1045963263616594]|17999.7304687500000000|      0.20000000|[202, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[9.975536845952197, -1.7461771931599392, 0.8582699465956146, -0.8097036810764621, -0.1729131017564135, 0.6106725892631975, -0.1045963263616594]|17999.7304687500000000|      0.04000000|[229, 90, 0, 45]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
