k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.10000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.058775216178577, 9.976329116130763, 1.0773638366422624]                      |  1.3182405233383179|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.058775216178577, 9.976329116130763, 1.0773638366422624]                      |  1.3182405233383179|      0.10000000|[28, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.1303791783175695, 10.018850262512085, 1.132724695707272]                     |  0.8860869407653809|      1.00000000|[33, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.1303791783175695, 10.018850262512085, 1.132724695707272]                     |  0.8860869407653809|      0.10000000|[43, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.2247017242142833, 10.05139790501738, 1.1393510297548315]                     |  0.5959455966949463|      1.00000000|[48, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.2247017242142833, 10.05139790501738, 1.1393510297548315]                     |  0.5959455966949463|      0.10000000|[58, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.3219386816383303, 10.071060802867098, 1.1267675263052495]                    |  0.4036189913749695|      1.00000000|[64, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.3219386816383303, 10.071060802867098, 1.1267675263052495]                    |  0.4036189913749695|      0.10000000|[74, 29, 0, 29]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.3966049804335968, 10.072812565479815, 1.1932647078392413]                    |  0.1985491216182709|      1.00000000|[82, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      11|[0.3966049804335968, 10.072812565479815, 1.1932647078392413]                    |  0.1985491216182709|      0.10000000|[94, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.4749288617879285, 10.07398009224661, 1.255425841120749]                      |  0.0904131457209587|      1.00000000|[102, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      13|[0.4749288617879285, 10.07398009224661, 1.255425841120749]                      |  0.0904131457209587|      0.10000000|[113, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.4749288617879285, 10.07398009224661, 1.255425841120749]                      |  0.0904131457209587|      0.01000000|[123, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.4836499947329677, 10.076042798989288, 1.2598628537473548]                    |  0.0844551250338554|      0.10000000|[128, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.4836499947329677, 10.076042798989288, 1.2598628537473548]                    |  0.0844551250338554|      0.01000000|[139, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.4933327646849379, 10.076585141340802, 1.2623020812543693]                    |  0.0790636911988258|      0.10000000|[145, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.4933327646849379, 10.076585141340802, 1.2623020812543693]                    |  0.0790636911988258|      0.01000000|[156, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.5025691155195284, 10.075430904959187, 1.2659568810622543]                    |  0.0743987560272217|      0.10000000|[162, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.5025691155195284, 10.075430904959187, 1.2659568810622543]                    |  0.0743987560272217|      0.01000000|[174, 67, 0, 67]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.5115828900090325, 10.077804162191077, 1.2695789687977526]                    |  0.0704628303647041|      0.10000000|[179, 69, 0, 69]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.5115828900090325, 10.077804162191077, 1.2695789687977526]                    |  0.0704628303647041|      0.01000000|[189, 73, 0, 73]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.5175924790356585, 10.08561882794763, 1.2712570149366929]                     |  0.0681001693010330|      0.10000000|[194, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.5175924790356585, 10.08561882794763, 1.2712570149366929]                     |  0.0681001693010330|      0.01000000|[205, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.5270047733801215, 10.084394256927263, 1.2744048937445993]                    |  0.0651022866368294|      0.10000000|[211, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.5270047733801215, 10.084394256927263, 1.2744048937445993]                    |  0.0651022866368294|      0.01000000|[221, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.5302330001460401, 10.088383784356287, 1.2658222238312868]                    |  0.0636074915528297|      0.10000000|[226, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.5302330001460401, 10.088383784356287, 1.2658222238312868]                    |  0.0636074915528297|      0.01000000|[236, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.5399195283581577, 10.08606886235445, 1.2667235047648835]                     |  0.0606750808656216|      0.10000000|[242, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.5399195283581577, 10.08606886235445, 1.2667235047648835]                     |  0.0606750808656216|      0.01000000|[254, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.54947845276326, 10.086297279836183, 1.2637952305851698]                      |  0.0577723495662212|      0.10000000|[260, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.54947845276326, 10.086297279836183, 1.2637952305851698]                      |  0.0577723495662212|      0.01000000|[270, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.5593560309532117, 10.086764794628724, 1.2652834775472517]                    |  0.0554985478520393|      0.10000000|[276, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
