k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4302400558277515, 0.5957219409080996, 5.185411680712916, 5.69782871212489, 6.189048765337053, 7.710940605031658]|169.8375091552734375|      1.11111111|[26, 10, 0, 5]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=2
       2|[0.4302400558277515, 0.5957219409080996, 5.185411680712916, 5.69782871212489, 6.189048765337053, 7.710940605031658]|169.8375091552734375|      1.00000000|[52, 22, 0, 11]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.3033843240199231, 0.607193947387223, 4.724220661395705, 5.834540248105269, 5.72996670799622, 7.850655051740666]|102.3983230590820312|      1.11111111|[69, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | iterate success | actual_k=2
       4|[-0.3033843240199231, 0.607193947387223, 4.724220661395705, 5.834540248105269, 5.72996670799622, 7.850655051740666]|102.3983230590820312|      1.00000000|[93, 38, 0, 19]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-0.3033843240199231, 0.607193947387223, 4.724220661395705, 5.834540248105269, 5.72996670799622, 7.850655051740666]|102.3983230590820312|      0.90000000|[118, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.3033843240199231, 0.607193947387223, 4.724220661395705, 5.834540248105269, 5.72996670799622, 7.850655051740666]|102.3983230590820312|      0.81000000|[141, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-0.7892620914154367, 0.6149665954278515, 4.260832811464633, 5.903550949281815, 5.286142026005305, 7.909741906524376]| 67.2390975952148438|      0.90000000|[165, 66, 0, 33]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=2
       8|[-0.7892620914154367, 0.6149665954278515, 4.260832811464633, 5.903550949281815, 5.286142026005305, 7.909741906524376]| 67.2390975952148438|      0.81000000|[191, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
       9|[-0.7892620914154367, 0.6149665954278515, 4.260832811464633, 5.903550949281815, 5.286142026005305, 7.909741906524376]| 67.2390975952148438|      0.72900000|[217, 86, 0, 43]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      10|[-1.0613518273666604, 0.7511817938333808, 3.7847105148534306, 5.933092925728093, 4.830895553060545, 7.973295619885693]| 46.0507850646972656|      0.81000000|[241, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=2
