k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1]                                                                    | 41.0311021275976984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.10000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.01000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[-4.0003066497631385, -0.1099952971903174]                                      | 35.1030006408691406|      0.10000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[-4.0003066497631385, -0.1099952971903174]                                      | 35.1030006408691406|      0.01000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[-4.0003066497631385, -0.1099952971903174]                                      | 35.1030006408691406|      0.00100000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[-4.000172140188453, -0.109004384896359]                                        | 34.9078292846679688|      0.01000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[-4.000172140188453, -0.109004384896359]                                        | 34.9078292846679688|      0.00100000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-3.9999111637088354, -0.1080390397367987]                                      | 34.8821182250976562|      0.01000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[-3.9999111637088354, -0.1080390397367987]                                      | 34.8821182250976562|      0.00100000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[-3.9999111637088354, -0.1080390397367987]                                      | 34.8821182250976562|      0.00010000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[-3.9998826161180245, -0.1081348783253677]                                      | 34.8760948181152344|      0.00100000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[-3.9998826161180245, -0.1081348783253677]                                      | 34.8760948181152344|      0.00010000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[-3.999844191693273, -0.1082272014729664]                                       | 34.8715324401855469|      0.00100000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[-3.999844191693273, -0.1082272014729664]                                       | 34.8715324401855469|      0.00010000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[-3.99979027827999, -0.108311423464561]                                         | 34.8681945800781250|      0.00100000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[-3.99979027827999, -0.108311423464561]                                         | 34.8681945800781250|      0.00010000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[-3.999714447846125, -0.1083766135351228]                                       | 34.8656387329101562|      0.00100000|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      18|[-3.998774192846263, -0.1087170845841626]                                       | 34.8491668701171875|      0.01000000|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      19|[-3.998774192846263, -0.1087170845841626]                                       | 34.8491668701171875|      0.00100000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[-3.998774192846263, -0.1087170845841626]                                       | 34.8491668701171875|      0.00010000|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[-3.998723370918343, -0.1086309618134077]                                       | 34.8449249267578125|      0.00100000|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      22|[-3.998723370918343, -0.1086309618134077]                                       | 34.8449249267578125|      0.00010000|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[-3.9986565647005534, -0.1085565512680217]                                      | 34.8418273925781250|      0.00100000|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      24|[-3.9986565647005534, -0.1085565512680217]                                      | 34.8418273925781250|      0.00010000|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[-3.9985697211740723, -0.1085069710107781]                                      | 34.8393745422363281|      0.00100000|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      26|[-3.9975842316883266, -0.1083372345282989]                                      | 34.8203392028808594|      0.01000000|[209, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      27|[-3.9975842316883266, -0.1083372345282989]                                      | 34.8203392028808594|      0.00100000|[217, 0, 0, 54]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      28|[-3.9975842316883266, -0.1083372345282989]                                      | 34.8203392028808594|      0.00010000|[225, 0, 0, 56]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      29|[-3.997532540040535, -0.1084228381120358]                                       | 34.8168907165527344|      0.00100000|[233, 0, 0, 58]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      30|[-3.997532540040535, -0.1084228381120358]                                       | 34.8168907165527344|      0.00010000|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      31|[-3.9974593938004674, -0.1084910262896324]                                      | 34.8142852783203125|      0.00100000|[249, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      32|[-3.9965327154522767, -0.1088668816328089]                                      | 34.7995414733886719|      0.01000000|[257, 0, 0, 64]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      33|[-3.9965327154522767, -0.1088668816328089]                                      | 34.7995414733886719|      0.00100000|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      34|[-3.9965327154522767, -0.1088668816328089]                                      | 34.7995414733886719|      0.00010000|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      35|[-3.996485914170581, -0.1087785094650658]                                       | 34.7948608398437500|      0.00100000|[281, 0, 0, 70]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      36|[-3.996485914170581, -0.1087785094650658]                                       | 34.7948608398437500|      0.00010000|[289, 0, 0, 72]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      37|[-3.996425169065169, -0.1086990737541514]                                       | 34.7914390563964844|      0.00100000|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      38|[-3.996425169065169, -0.1086990737541514]                                       | 34.7914390563964844|      0.00010000|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      39|[-3.9963448900098086, -0.1086394476418306]                                      | 34.7888488769531250|      0.00100000|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      40|[-3.9953820077856936, -0.1083695257596439]                                      | 34.7738761901855469|      0.01000000|[321, 0, 0, 80]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
