k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.20000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, 5.0]                                                                      |149.7192190771219771|      0.04000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.960002699670848, 5.0004647218303635]                                         | 65.8866348266601562|      0.20000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.960002699670848, 5.0004647218303635]                                         | 65.8866348266601562|      0.04000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.9205965717802538, 4.993597620209582]                                         | 21.6067771911621094|      0.20000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.9205965717802538, 4.993597620209582]                                         | 21.6067771911621094|      0.04000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.8807159620071456, 4.99050942265679]                                          |  3.2180788516998291|      0.20000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.8807159620071456, 4.99050942265679]                                          |  3.2180788516998291|      0.04000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.8807159620071456, 4.99050942265679]                                          |  3.2180788516998291|      0.00800000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.8727176577829766, 4.990344712190697]                                         |  1.7529187202453613|      0.04000000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.8727176577829766, 4.990344712190697]                                         |  1.7529187202453613|      0.00800000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.8647496390935288, 4.989630094695382]                                         |  0.8656253814697266|      0.04000000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.8647496390935288, 4.989630094695382]                                         |  0.8656253814697266|      0.00800000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.8567840611597548, 4.988888766036168]                                         |  0.4987613856792450|      0.04000000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.8567840611597548, 4.988888766036168]                                         |  0.4987613856792450|      0.00800000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.8567840611597548, 4.988888766036168]                                         |  0.4987613856792450|      0.00160000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
