k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5062031185027275, 0.2238640057256579, -0.0071564875691577, 0.6117622147452328, 0.2545308748802036, 0.0724196160428194, -0.0416723907671665, -0.0941146262181341, -0.0882423117798146, -0.0538856697245944, -0.0572223412920609, 0.2014973951431998, 0.1371269445502976, -0.0389007635977238, -0.1145832354189745, -0.0803984297843836, 0.0637336627801475, 0.2947172897883802, 0.123998145364176, 0.0976225885573971, -0.1559417661123896, 0.0639867390566559]| 13.4518623352050781|     10.00000000|[59, 4, 0, 2]                                                              |  | trying linear partial model with 31 points | iterate success | actual_k=2
       2|[0.5062031185027275, 0.2238640057256579, -0.0071564875691577, 0.6117622147452328, 0.2545308748802036, 0.0724196160428194, -0.0416723907671665, -0.0941146262181341, -0.0882423117798146, -0.0538856697245944, -0.0572223412920609, 0.2014973951431998, 0.1371269445502976, -0.0389007635977238, -0.1145832354189745, -0.0803984297843836, 0.0637336627801475, 0.2947172897883802, 0.123998145364176, 0.0976225885573971, -0.1559417661123896, 0.0639867390566559]| 13.4518623352050781|      1.00000000|[118, 8, 0, 4]                                                             |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.8916181579204677, 0.03982509545212, 0.0567262287363072, 1.3798519061237018, 0.0573289799727613, -0.0260933877622724, 0.0778456003381982, -0.0346693799128953, -0.1226610013318297, -0.0627379352407971, -0.264492341086305, 0.2798677369444459, 0.2073320302522671, -0.2423894544614878, -0.1686435990225165, -0.070038140140018, 0.1516410132459448, 0.1603898277142284, 0.1228407717711671, 0.1583164967650147, -0.2825645235593782, -0.0451391087586897]| 12.4712982177734375|     10.00000000|[176, 12, 0, 6]                                                            |  | trying linear partial model with 31 points | iterate success | actual_k=2
       4|[0.8916181579204677, 0.03982509545212, 0.0567262287363072, 1.3798519061237018, 0.0573289799727613, -0.0260933877622724, 0.0778456003381982, -0.0346693799128953, -0.1226610013318297, -0.0627379352407971, -0.264492341086305, 0.2798677369444459, 0.2073320302522671, -0.2423894544614878, -0.1686435990225165, -0.070038140140018, 0.1516410132459448, 0.1603898277142284, 0.1228407717711671, 0.1583164967650147, -0.2825645235593782, -0.0451391087586897]| 12.4712982177734375|      1.00000000|[234, 16, 0, 8]                                                            |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       5|[1.3440656388615777, 0.1242577174443167, 0.0926280784227655, 2.1074417486081902, 0.0378584240049938, 0.1971797155019508, 0.2303209800763102, -0.1366355034905491, -0.2470693137696445, -0.107544962069513, -0.3574223475551185, -0.0035174856262123, 0.2162588608424348, -0.3192290763760816, -0.1928622012585453, -0.1632263296309789, 0.0721392318104488, 0.3059981916955933, 0.1470835039622036, 0.1917733892692293, -0.4332058008709289, -0.0427696968781784]| 12.1444187164306641|     10.00000000|[292, 20, 0, 10]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
       6|[1.3440656388615777, 0.1242577174443167, 0.0926280784227655, 2.1074417486081902, 0.0378584240049938, 0.1971797155019508, 0.2303209800763102, -0.1366355034905491, -0.2470693137696445, -0.107544962069513, -0.3574223475551185, -0.0035174856262123, 0.2162588608424348, -0.3192290763760816, -0.1928622012585453, -0.1632263296309789, 0.0721392318104488, 0.3059981916955933, 0.1470835039622036, 0.1917733892692293, -0.4332058008709289, -0.0427696968781784]| 12.1444187164306641|      1.00000000|[350, 24, 0, 12]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       7|[1.3440656388615777, 0.1242577174443167, 0.0926280784227655, 2.1074417486081902, 0.0378584240049938, 0.1971797155019508, 0.2303209800763102, -0.1366355034905491, -0.2470693137696445, -0.107544962069513, -0.3574223475551185, -0.0035174856262123, 0.2162588608424348, -0.3192290763760816, -0.1928622012585453, -0.1632263296309789, 0.0721392318104488, 0.3059981916955933, 0.1470835039622036, 0.1917733892692293, -0.4332058008709289, -0.0427696968781784]| 12.1444187164306641|      0.10000000|[408, 28, 0, 14]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       8|[1.3440656388615777, 0.1242577174443167, 0.0926280784227655, 2.1074417486081902, 0.0378584240049938, 0.1971797155019508, 0.2303209800763102, -0.1366355034905491, -0.2470693137696445, -0.107544962069513, -0.3574223475551185, -0.0035174856262123, 0.2162588608424348, -0.3192290763760816, -0.1928622012585453, -0.1632263296309789, 0.0721392318104488, 0.3059981916955933, 0.1470835039622036, 0.1917733892692293, -0.4332058008709289, -0.0427696968781784]| 12.1444187164306641|      0.01000000|[467, 32, 0, 16]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       9|[1.3382346767255533, 0.1214957107372179, 0.0937321898888422, 2.1033238542186057, 0.0384968369786742, 0.1975441243538068, 0.22915040416544, -0.1397711176801859, -0.2475809441012514, -0.1063026556671222, -0.3580549051991117, -0.0056085457961405, 0.2174787688546782, -0.3209348120212915, -0.1939225477425532, -0.1619788849356188, 0.0718965329905448, 0.3042072808284677, 0.1474991667203245, 0.1893525489963968, -0.4344544586862723, -0.0447540922038468]| 12.1443119049072266|      0.10000000|[526, 36, 0, 18]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
      10|[1.3382346767255533, 0.1214957107372179, 0.0937321898888422, 2.1033238542186057, 0.0384968369786742, 0.1975441243538068, 0.22915040416544, -0.1397711176801859, -0.2475809441012514, -0.1063026556671222, -0.3580549051991117, -0.0056085457961405, 0.2174787688546782, -0.3209348120212915, -0.1939225477425532, -0.1619788849356188, 0.0718965329905448, 0.3042072808284677, 0.1474991667203245, 0.1893525489963968, -0.4344544586862723, -0.0447540922038468]| 12.1443119049072266|      0.01000000|[585, 40, 0, 20]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      11|[1.332737650572745, 0.1232867099750515, 0.092291813428222, 2.097786426484201, 0.037417088759453, 0.198283361173621, 0.2269831388932911, -0.1406772660961618, -0.2473952836081464, -0.1067668372986208, -0.3583908602542605, -0.006838469781635, 0.2178051443928797, -0.3177146679058026, -0.1918816282608017, -0.1600025536066911, 0.0723780282082013, 0.3036920300427793, 0.1492233422248917, 0.189916730353228, -0.4342750237406054, -0.0432167034876967]| 12.1442499160766602|      0.10000000|[643, 44, 0, 22]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
      12|[1.332737650572745, 0.1232867099750515, 0.092291813428222, 2.097786426484201, 0.037417088759453, 0.198283361173621, 0.2269831388932911, -0.1406772660961618, -0.2473952836081464, -0.1067668372986208, -0.3583908602542605, -0.006838469781635, 0.2178051443928797, -0.3177146679058026, -0.1918816282608017, -0.1600025536066911, 0.0723780282082013, 0.3036920300427793, 0.1492233422248917, 0.189916730353228, -0.4342750237406054, -0.0432167034876967]| 12.1442499160766602|      0.01000000|[701, 48, 0, 24]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      13|[1.332737650572745, 0.1232867099750515, 0.092291813428222, 2.097786426484201, 0.037417088759453, 0.198283361173621, 0.2269831388932911, -0.1406772660961618, -0.2473952836081464, -0.1067668372986208, -0.3583908602542605, -0.006838469781635, 0.2178051443928797, -0.3177146679058026, -0.1918816282608017, -0.1600025536066911, 0.0723780282082013, 0.3036920300427793, 0.1492233422248917, 0.189916730353228, -0.4342750237406054, -0.0432167034876967]| 12.1442499160766602|      0.00100000|[759, 52, 0, 26]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      14|[1.331900449088653, 0.1231701500487676, 0.092333385599243, 2.097541696742599, 0.0373802435720336, 0.1983267076273005, 0.226952355213951, -0.1405212039637626, -0.2474797112647282, -0.1068289934011611, -0.3585242156860978, -0.0067509120144058, 0.2176845340010255, -0.3179337794301446, -0.1919359445842679, -0.1601572505975534, 0.0724147847868752, 0.3036697696748412, 0.1493006501414964, 0.1898913143573321, -0.4341282960102889, -0.0430180344580853]| 12.1442461013793945|      0.01000000|[817, 56, 0, 28]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
      15|[1.331900449088653, 0.1231701500487676, 0.092333385599243, 2.097541696742599, 0.0373802435720336, 0.1983267076273005, 0.226952355213951, -0.1405212039637626, -0.2474797112647282, -0.1068289934011611, -0.3585242156860978, -0.0067509120144058, 0.2176845340010255, -0.3179337794301446, -0.1919359445842679, -0.1601572505975534, 0.0724147847868752, 0.3036697696748412, 0.1493006501414964, 0.1898913143573321, -0.4341282960102889, -0.0430180344580853]| 12.1442461013793945|      0.00100000|[876, 60, 0, 30]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      16|[1.3311525151967905, 0.1229409492680119, 0.0921781570010994, 2.0973207625036725, 0.0374255113085023, 0.1986078908948201, 0.2266827890921481, -0.1404870661028619, -0.2475271245250166, -0.1069856225804542, -0.3585374296729579, -0.0067655348746486, 0.2176637009574797, -0.3179198063163883, -0.1921659688464676, -0.1601024147894977, 0.0724507704259947, 0.3036553036251975, 0.1493849250289684, 0.1900773152835316, -0.4339459795787661, -0.0430109004553143]| 12.1442422866821289|      0.01000000|[934, 64, 0, 32]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
      17|[1.3311525151967905, 0.1229409492680119, 0.0921781570010994, 2.0973207625036725, 0.0374255113085023, 0.1986078908948201, 0.2266827890921481, -0.1404870661028619, -0.2475271245250166, -0.1069856225804542, -0.3585374296729579, -0.0067655348746486, 0.2176637009574797, -0.3179198063163883, -0.1921659688464676, -0.1601024147894977, 0.0724507704259947, 0.3036553036251975, 0.1493849250289684, 0.1900773152835316, -0.4339459795787661, -0.0430109004553143]| 12.1442422866821289|      0.00100000|[993, 68, 0, 34]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      18|[1.3303141478555947, 0.1228009609107144, 0.0921461613618616, 2.097170380546343, 0.0373804024648137, 0.1985161879762289, 0.2266964221926183, -0.1405275958182833, -0.2475179765101317, -0.1070004715649598, -0.3586465265965005, -0.0065994143764761, 0.2177580985299564, -0.3180148337003215, -0.1919759008465648, -0.159979546719166, 0.0726276657621185, 0.3034179289696708, 0.1494835731009022, 0.1900235068239538, -0.4337660345108312, -0.0430154499542727]| 12.1442394256591797|      0.01000000|[1051, 72, 0, 36]                                                          |  | trying linear partial model with 31 points | iterate success | actual_k=2
      19|[1.3303141478555947, 0.1228009609107144, 0.0921461613618616, 2.097170380546343, 0.0373804024648137, 0.1985161879762289, 0.2266964221926183, -0.1405275958182833, -0.2475179765101317, -0.1070004715649598, -0.3586465265965005, -0.0065994143764761, 0.2177580985299564, -0.3180148337003215, -0.1919759008465648, -0.159979546719166, 0.0726276657621185, 0.3034179289696708, 0.1494835731009022, 0.1900235068239538, -0.4337660345108312, -0.0430154499542727]| 12.1442394256591797|      0.00100000|[1109, 76, 0, 38]                                                          |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      20|[1.3294886393909848, 0.122770343870223, 0.0920681368942734, 2.09716511450202, 0.0374745767079815, 0.1987141656212653, 0.2266781525123695, -0.1402543433417624, -0.2474280161406369, -0.106817135488913, -0.3585393285637388, -0.0065872158866541, 0.2177818271351315, -0.3179304521234276, -0.1920967385634655, -0.1600956792638801, 0.0726517232753194, 0.3034458590583061, 0.1495902127343088, 0.1899299166580485, -0.4335011291044208, -0.0431028359132993]| 12.1442375183105469|      0.01000000|[1167, 80, 0, 40]                                                          |  | trying linear partial model with 31 points | iterate success | actual_k=2
      21|[1.3294886393909848, 0.122770343870223, 0.0920681368942734, 2.09716511450202, 0.0374745767079815, 0.1987141656212653, 0.2266781525123695, -0.1402543433417624, -0.2474280161406369, -0.106817135488913, -0.3585393285637388, -0.0065872158866541, 0.2177818271351315, -0.3179304521234276, -0.1920967385634655, -0.1600956792638801, 0.0726517232753194, 0.3034458590583061, 0.1495902127343088, 0.1899299166580485, -0.4335011291044208, -0.0431028359132993]| 12.1442375183105469|      0.00100000|[1225, 84, 0, 42]                                                          |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      22|[1.3288882639039739, 0.1224953734710188, 0.0922124536976138, 2.0970759635430696, 0.0375423897750844, 0.1985704753576242, 0.2265532483126865, -0.1399848120936402, -0.247335188827246, -0.106734922405557, -0.3583864944689319, -0.0068844202790121, 0.2180282121001297, -0.3177591817288566, -0.1919438195310345, -0.160002692140583, 0.0727095368802915, 0.3031914284709331, 0.1493883154142095, 0.1900767658514325, -0.433298905802815, -0.043138025445078]| 12.1442356109619141|      0.01000000|[1283, 88, 0, 44]                                                          |  | trying linear partial model with 31 points | iterate success | actual_k=2
      23|[1.3288882639039739, 0.1224953734710188, 0.0922124536976138, 2.0970759635430696, 0.0375423897750844, 0.1985704753576242, 0.2265532483126865, -0.1399848120936402, -0.247335188827246, -0.106734922405557, -0.3583864944689319, -0.0068844202790121, 0.2180282121001297, -0.3177591817288566, -0.1919438195310345, -0.160002692140583, 0.0727095368802915, 0.3031914284709331, 0.1493883154142095, 0.1900767658514325, -0.433298905802815, -0.043138025445078]| 12.1442356109619141|      0.00100000|[1341, 92, 0, 46]                                                          |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      24|[1.328045070246678, 0.1223910231365112, 0.0921929716627941, 2.097110965143329, 0.0376287845966209, 0.198380128393931, 0.2265305765595671, -0.1401437817710937, -0.2473347607021534, -0.1066301979685389, -0.3584472505702757, -0.0068470357525376, 0.2181084819648215, -0.3175025050976085, -0.191845479132713, -0.160080619397577, 0.072665045766844, 0.3032314286185248, 0.1492118921543701, 0.1902373603528063, -0.4333092218208733, -0.0429323027704133]| 12.1442337036132812|      0.01000000|[1400, 96, 0, 48]                                                          |  | trying linear partial model with 31 points | iterate success | actual_k=2
      25|[1.328045070246678, 0.1223910231365112, 0.0921929716627941, 2.097110965143329, 0.0376287845966209, 0.198380128393931, 0.2265305765595671, -0.1401437817710937, -0.2473347607021534, -0.1066301979685389, -0.3584472505702757, -0.0068470357525376, 0.2181084819648215, -0.3175025050976085, -0.191845479132713, -0.160080619397577, 0.072665045766844, 0.3032314286185248, 0.1492118921543701, 0.1902373603528063, -0.4333092218208733, -0.0429323027704133]| 12.1442337036132812|      0.00100000|[1458, 100, 0, 50]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      26|[1.3275587542267726, 0.1221186063111302, 0.0923879101485862, 2.097002182442364, 0.0375211967280795, 0.1981673851038361, 0.2264030882955146, -0.1403556189265458, -0.2473068070808446, -0.1069155945792507, -0.3588333947165421, -0.0068338542655263, 0.2182988530081735, -0.317180106211183, -0.1920930190375476, -0.160026806186537, 0.072487997970732, 0.3032359024379197, 0.1490900871338515, 0.1903823738887784, -0.4334144872319497, -0.0428468149969198]| 12.1442317962646484|      0.01000000|[1516, 104, 0, 52]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      27|[1.3275587542267726, 0.1221186063111302, 0.0923879101485862, 2.097002182442364, 0.0375211967280795, 0.1981673851038361, 0.2264030882955146, -0.1403556189265458, -0.2473068070808446, -0.1069155945792507, -0.3588333947165421, -0.0068338542655263, 0.2182988530081735, -0.317180106211183, -0.1920930190375476, -0.160026806186537, 0.072487997970732, 0.3032359024379197, 0.1490900871338515, 0.1903823738887784, -0.4334144872319497, -0.0428468149969198]| 12.1442317962646484|      0.00100000|[1574, 108, 0, 54]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      28|[1.3268382908720593, 0.1219832232589644, 0.0923847883300684, 2.0972656568806247, 0.0375831807128268, 0.1980690957104814, 0.2262684707904464, -0.1402859897577957, -0.2472066806327999, -0.1067342387100008, -0.3588356983963567, -0.006907034259267, 0.2182683759841205, -0.3171120219528456, -0.1920397673574779, -0.1601239250271344, 0.0723695160520387, 0.3029159679141133, 0.1492886958607704, 0.1904359223043657, -0.4337776476914363, -0.0428464972170423]| 12.1442308425903320|      0.01000000|[1632, 112, 0, 56]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      29|[1.3268382908720593, 0.1219832232589644, 0.0923847883300684, 2.0972656568806247, 0.0375831807128268, 0.1980690957104814, 0.2262684707904464, -0.1402859897577957, -0.2472066806327999, -0.1067342387100008, -0.3588356983963567, -0.006907034259267, 0.2182683759841205, -0.3171120219528456, -0.1920397673574779, -0.1601239250271344, 0.0723695160520387, 0.3029159679141133, 0.1492886958607704, 0.1904359223043657, -0.4337776476914363, -0.0428464972170423]| 12.1442308425903320|      0.00100000|[1692, 116, 0, 58]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      30|[1.3260031089767257, 0.1216085869162066, 0.0924085361946436, 2.0972781663446822, 0.0374725773181525, 0.1980062241806504, 0.226438025808236, -0.1401525402018383, -0.2469771548116712, -0.1066707056904561, -0.3588779824591855, -0.0067931910112671, 0.2181819951676376, -0.3170592273116065, -0.1921602203712324, -0.160137834808409, 0.0724014035961185, 0.3029212132050871, 0.1492661066223239, 0.1904314963864766, -0.4337789997716905, -0.0428207948252933]| 12.1442289352416992|      0.01000000|[1750, 120, 0, 60]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      31|[1.3260031089767257, 0.1216085869162066, 0.0924085361946436, 2.0972781663446822, 0.0374725773181525, 0.1980062241806504, 0.226438025808236, -0.1401525402018383, -0.2469771548116712, -0.1066707056904561, -0.3588779824591855, -0.0067931910112671, 0.2181819951676376, -0.3170592273116065, -0.1921602203712324, -0.160137834808409, 0.0724014035961185, 0.3029212132050871, 0.1492661066223239, 0.1904314963864766, -0.4337789997716905, -0.0428207948252933]| 12.1442289352416992|      0.00100000|[1808, 124, 0, 62]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      32|[1.3253984354132953, 0.1213295599018414, 0.0926318959456283, 2.09772803100183, 0.0373960932386752, 0.197890479352223, 0.2264273042497742, -0.1401880640992166, -0.2467637123085293, -0.106635549323594, -0.3586850578529373, -0.0068075453956485, 0.2181436334553495, -0.3168247941219013, -0.1922906235832962, -0.1601257910503758, 0.0723730695933373, 0.3026827811761687, 0.149040895248261, 0.1903128909010521, -0.4337698213583073, -0.0428782222479734]| 12.1442270278930664|      0.01000000|[1866, 128, 0, 64]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      33|[1.3253984354132953, 0.1213295599018414, 0.0926318959456283, 2.09772803100183, 0.0373960932386752, 0.197890479352223, 0.2264273042497742, -0.1401880640992166, -0.2467637123085293, -0.106635549323594, -0.3586850578529373, -0.0068075453956485, 0.2181436334553495, -0.3168247941219013, -0.1922906235832962, -0.1601257910503758, 0.0723730695933373, 0.3026827811761687, 0.149040895248261, 0.1903128909010521, -0.4337698213583073, -0.0428782222479734]| 12.1442270278930664|      0.00100000|[1924, 132, 0, 66]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      34|[1.3249887052746652, 0.1210291705227768, 0.0926941668540757, 2.0979279156170576, 0.0376973767459316, 0.1977629677488077, 0.2266115127223887, -0.1403878090865272, -0.2471922291310424, -0.1066754614457629, -0.358454933543997, -0.0070141147839524, 0.2181256554302949, -0.3166911502282927, -0.19223091828786, -0.1601704148728507, 0.0726479509828989, 0.3026850108672948, 0.1491000029199349, 0.190200139318852, -0.433845823358066, -0.0432174253950888]| 12.1442260742187500|      0.01000000|[1982, 136, 0, 68]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      35|[1.3249887052746652, 0.1210291705227768, 0.0926941668540757, 2.0979279156170576, 0.0376973767459316, 0.1977629677488077, 0.2266115127223887, -0.1403878090865272, -0.2471922291310424, -0.1066754614457629, -0.358454933543997, -0.0070141147839524, 0.2181256554302949, -0.3166911502282927, -0.19223091828786, -0.1601704148728507, 0.0726479509828989, 0.3026850108672948, 0.1491000029199349, 0.190200139318852, -0.433845823358066, -0.0432174253950888]| 12.1442260742187500|      0.00100000|[2040, 140, 0, 70]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      36|[1.3245067544420857, 0.1210114464405222, 0.0924443123629969, 2.098338972731216, 0.0379514168770121, 0.1981646015703864, 0.2266364836707922, -0.1402471595190801, -0.247158668833819, -0.1065765552955002, -0.3585411003800287, -0.0068641320666348, 0.2183347425670041, -0.3169410128237666, -0.1925113021867484, -0.1600870597814776, 0.0727314078019928, 0.3025229740936913, 0.149101368788125, 0.1902260735452708, -0.4337262956249508, -0.0431223487091273]| 12.1442251205444336|      0.01000000|[2098, 144, 0, 72]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      37|[1.3245067544420857, 0.1210114464405222, 0.0924443123629969, 2.098338972731216, 0.0379514168770121, 0.1981646015703864, 0.2266364836707922, -0.1402471595190801, -0.247158668833819, -0.1065765552955002, -0.3585411003800287, -0.0068641320666348, 0.2183347425670041, -0.3169410128237666, -0.1925113021867484, -0.1600870597814776, 0.0727314078019928, 0.3025229740936913, 0.149101368788125, 0.1902260735452708, -0.4337262956249508, -0.0431223487091273]| 12.1442251205444336|      0.00100000|[2156, 148, 0, 74]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
