k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|     10.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      0.10000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[2.5646290690792295, 1.1874778605278282, -8.117205608807524]                    | 14.3241558074951172|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[2.5646290690792295, 1.1874778605278282, -8.117205608807524]                    | 14.3241558074951172|      0.10000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[2.5209636336729417, 1.0987145005080932, -8.102563352533773]                    | 12.6717720031738281|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[1.7925139842836135, 1.0291034818071445, -8.784117029348726]                    |  8.5732021331787109|     10.00000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[1.7925139842836135, 1.0291034818071445, -8.784117029348726]                    |  8.5732021331787109|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.7925139842836135, 1.0291034818071445, -8.784117029348726]                    |  8.5732021331787109|      0.10000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[1.7100351376002245, 0.9862215903440197, -8.820973280301892]                    |  7.7610363960266113|      1.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[1.7100351376002245, 0.9862215903440197, -8.820973280301892]                    |  7.7610363960266113|      0.10000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.698334140972264, 0.9449372952029665, -8.73064779302051]                      |  7.2616853713989258|      1.00000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[1.698334140972264, 0.9449372952029665, -8.73064779302051]                      |  7.2616853713989258|      0.10000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[1.668769789423263, 0.849684119864049, -8.737912894901454]                      |  6.2545466423034668|      1.00000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[1.7174916380416532, 0.4069902306057726, -7.842564749272846]                    |  4.2768988609313965|     10.00000000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[1.7174916380416532, 0.4069902306057726, -7.842564749272846]                    |  4.2768988609313965|      1.00000000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[1.7174916380416532, 0.4069902306057726, -7.842564749272846]                    |  4.2768988609313965|      0.10000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[1.6316029354091204, 0.3558758973904189, -7.839331221779511]                    |  3.8941693305969238|      1.00000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[1.6316029354091204, 0.3558758973904189, -7.839331221779511]                    |  3.8941693305969238|      0.10000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[1.566276171128894, 0.4307559936338411, -7.8281336749387265]                    |  3.8322584629058838|      1.00000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[1.566276171128894, 0.4307559936338411, -7.8281336749387265]                    |  3.8322584629058838|      0.10000000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[1.477742581574227, 0.3892081459761257, -7.849004225376534]                     |  3.4752898216247559|      1.00000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[1.477742581574227, 0.3892081459761257, -7.849004225376534]                     |  3.4752898216247559|      0.10000000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[1.3977293917916296, 0.3504699980326962, -7.803208533933703]                    |  3.1768429279327393|      1.00000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.5161429532351577, -0.0746113183052419, -7.5979983347385325]                  |  1.2701680660247803|     10.00000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.5161429532351577, -0.0746113183052419, -7.5979983347385325]                  |  1.2701680660247803|      1.00000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.5161429532351577, -0.0746113183052419, -7.5979983347385325]                  |  1.2701680660247803|      0.10000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.4186495566108453, -0.0616779781681863, -7.616102652664202]                   |  1.1776322126388550|      1.00000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.4186495566108453, -0.0616779781681863, -7.616102652664202]                   |  1.1776322126388550|      0.10000000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.3410823895743409, -0.123462588549659, -7.603218689068296]                    |  1.1270512342453003|      1.00000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.3410823895743409, -0.123462588549659, -7.603218689068296]                    |  1.1270512342453003|      0.10000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.2957147637931283, -0.166407164058778, -7.68130544828724]                     |  1.1057667732238770|      1.00000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.2957147637931283, -0.166407164058778, -7.68130544828724]                     |  1.1057667732238770|      0.10000000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.1978059688296789, -0.1494536586567762, -7.670060603984649]                   |  1.0543529987335205|      1.00000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.1978059688296789, -0.1494536586567762, -7.670060603984649]                   |  1.0543529987335205|      0.10000000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.1748285601083213, -0.0645792353682941, -7.717688022137424]                   |  1.0333247184753418|      1.00000000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.1748285601083213, -0.0645792353682941, -7.717688022137424]                   |  1.0333247184753418|      0.10000000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.0982354457788534, -0.0612586781943763, -7.653481568120964]                   |  1.0120085477828979|      1.00000000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.0982354457788534, -0.0612586781943763, -7.653481568120964]                   |  1.0120085477828979|      0.10000000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.0982354457788534, -0.0612586781943763, -7.653481568120964]                   |  1.0120085477828979|      0.01000000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.0894898482850654, -0.0565866627252236, -7.654780335202718]                   |  1.0099110603332520|      0.10000000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.0894898482850654, -0.0565866627252236, -7.654780335202718]                   |  1.0099110603332520|      0.01000000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.0892474169197471, -0.0513547906629049, -7.64626160632121]                    |  1.0093830823898315|      0.10000000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.0892474169197471, -0.0513547906629049, -7.64626160632121]                    |  1.0093830823898315|      0.01000000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.0798134709691993, -0.048112357869343, -7.645563542297372]                    |  1.0075114965438843|      0.10000000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.0798134709691993, -0.048112357869343, -7.645563542297372]                    |  1.0075114965438843|      0.01000000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.0774439003278437, -0.0384184280182197, -7.644921001234772]                   |  1.0064055919647217|      0.10000000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
