k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       2|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.25000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       3|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.12500000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       4|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.06250000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       5|[0.9749726648556964, 0.9873758970295436, 0.9867024223939311, 0.9853605279803873, 0.9948367685998529, 0.9835021081859726, 0.9873225463536545, 1.007599322973825, 0.9882149458027598, 1.0064573458892614, 1.0120888256714748, 0.9739940514564914, 0.9866418938957521, 0.9890909265101822, 0.9854373204524549, 0.9908217251090619, 0.9927526851649282, 0.997459069665045, 1.001055131585758, 0.9909982056982537, 1.0129802003746062, 0.9825167612274199]|  1.5144647359848022|      0.12500000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[0.9749726648556964, 0.9873758970295436, 0.9867024223939311, 0.9853605279803873, 0.9948367685998529, 0.9835021081859726, 0.9873225463536545, 1.007599322973825, 0.9882149458027598, 1.0064573458892614, 1.0120888256714748, 0.9739940514564914, 0.9866418938957521, 0.9890909265101822, 0.9854373204524549, 0.9908217251090619, 0.9927526851649282, 0.997459069665045, 1.001055131585758, 0.9909982056982537, 1.0129802003746062, 0.9825167612274199]|  1.5144647359848022|      0.06250000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.9725681959060077, 0.9877859408949758, 0.9739544171499516, 0.9843027645715305, 0.9928622206893072, 0.9809529292181172, 0.9660869918934921, 0.9796423057077797, 0.987506747326627, 1.0027605639246973, 1.0099758460266723, 0.9503909883163164, 0.9857415710847162, 0.9767754717382324, 0.9729141666216853, 0.9736864541883005, 0.981420988631402, 0.9680860041178458, 0.9970969326127765, 0.975804072903294, 1.0176999398078626, 0.9750955105698759]|  1.5028151273727417|      0.12500000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       8|[0.9725681959060077, 0.9877859408949758, 0.9739544171499516, 0.9843027645715305, 0.9928622206893072, 0.9809529292181172, 0.9660869918934921, 0.9796423057077797, 0.987506747326627, 1.0027605639246973, 1.0099758460266723, 0.9503909883163164, 0.9857415710847162, 0.9767754717382324, 0.9729141666216853, 0.9736864541883005, 0.981420988631402, 0.9680860041178458, 0.9970969326127765, 0.975804072903294, 1.0176999398078626, 0.9750955105698759]|  1.5028151273727417|      0.06250000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.965364973937908, 0.9846460253245158, 0.9634218420237625, 0.9773036062232627, 0.9903172692735636, 0.9791750080928976, 0.945913263319959, 0.9707964601452435, 0.9902756230524441, 0.9968723030902317, 1.0354277904736227, 0.9338292487696269, 0.9868929690374598, 0.9623305587843284, 0.9837497682740716, 0.9742356364983359, 1.0006771419689138, 0.9423379157190911, 0.9758357286205028, 0.9932403443889763, 1.0268540769704435, 0.9799911127891296]|  1.4936085939407349|      0.12500000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[0.965364973937908, 0.9846460253245158, 0.9634218420237625, 0.9773036062232627, 0.9903172692735636, 0.9791750080928976, 0.945913263319959, 0.9707964601452435, 0.9902756230524441, 0.9968723030902317, 1.0354277904736227, 0.9338292487696269, 0.9868929690374598, 0.9623305587843284, 0.9837497682740716, 0.9742356364983359, 1.0006771419689138, 0.9423379157190911, 0.9758357286205028, 0.9932403443889763, 1.0268540769704435, 0.9799911127891296]|  1.4936085939407349|      0.06250000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.9730908784194057, 0.981976272252205, 0.9599380821383524, 0.9635505667272882, 0.9716275110879244, 0.9682106914953875, 0.9276106477225174, 0.9587207376860005, 0.9845872736394967, 0.9849652029539013, 1.0267914338432187, 0.8928265231440007, 1.0002614688195952, 0.9610720777351112, 0.9847970147651023, 0.9748391758571536, 0.994459620739638, 0.9286274598612099, 0.9781850224622146, 0.9805617014373498, 1.0403557940318864, 0.9790359874042401]|  1.4783160686492920|      0.12500000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
