k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|328350.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.055718689531483, 0.953496090489812, 1.1118676561471599, 0.9235818231643007, 0.9203370440099604, 1.0281853553146407, 1.030873101387761, 0.857622392658699, 1.060828081746965, 1.0507220098706314, 0.9345399272561048, 0.9270268003225582, 0.919350053426558, 0.9292926413701424, 0.9874745766018682, 1.0254052151033548, 0.8917556424972427, 0.9776885341216732, 0.9494383743296919, 0.948351947940428, 1.1053416222878742, 1.0528476945776903, 0.8661709762028188, 1.2345714540762134, 1.1087192014915777, 0.9903027345803159, 1.0717056716351028, 1.1270210888009864, 1.005888917414214, 1.025772812724507, 1.2484625801764269, 1.0411476743543013, 1.0031187049933465, 0.9237401472567595, 0.9288608366175971, 1.0531577246540635, 1.0096219894244212, 0.9822955269904106, 0.9632763875790206, 0.9887666501493925, 1.025234784697405, 1.0114541145081497, 1.0162681560936484, 1.013843339437825, 1.0712432281189999, 1.0602581211014646, 0.9952441031105529, 1.083744590135204, 1.0876385138227829, 1.1532429450476966, 1.014294603866927, 1.0153138818873522, 0.9769782218205677, 0.9558047287343117, 1.0509381965417695, 0.9878135392662847, 1.119823952116709, 1.0972853659766972, 1.1192881131186259, 1.2237516103024224, 1.106415627791796, 1.1237725994383307, 1.0057335099556655, 1.0825623228489796, 0.9301279069729419, 1.1193469714857767, 1.130519910056754, 1.0492633372309643, 1.0950725209094965, 1.0024619872428668, 1.1310818915481613, 1.1512807325487153, 0.9764647861596402, 1.0401945742075585, 0.9840558474635519, 1.018695371879677, 1.0575658584850882, 1.209033372699241, 1.1894437057640639, 1.1725404900625498, 1.0596415271757404, 1.038426547684353, 1.2242822480961861, 1.144544247654319, 0.9298021916763674, 1.0065984983081426, 1.107114565149568, 1.0702300745698572, 0.9375188696717958, 1.3007208168369582, 1.1316226891833656, 1.1094193874096983, 1.054433593334228, 1.162172712930752, 1.0242698393887233, 1.1447060993398577, 1.1506524685481607, 1.1049212739847367, 1.0408091618932522, 1.129240471700664]|326845.0312500000000000|      2.00000000|[105, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       2|[1.0914998700805214, 1.058758686140646, 0.8434287601890369, 0.880773285030077, 0.495602477274648, 0.7691493181591993, 0.7928491499851695, 1.232845564576577, 1.1747302754750104, 0.9713780260873833, 1.0177722330643193, 0.6937994806426697, 1.0250447287233526, 0.7679693263491117, 1.16391026508844, 1.1172051584173264, 1.110040513358323, 0.8589297193452682, 0.9807912263909743, 0.8414264221692941, 1.4118006462659631, 1.1759868201130788, 0.879395542024579, 1.312197314386528, 0.9818843538909017, 1.089167473743848, 1.2301818385664258, 1.144724242904004, 1.3295874268443715, 1.3047995259887868, 1.5958583351636941, 1.1809482184626545, 1.167537923280146, 0.6375436541513533, 0.8639364633130084, 1.148770538506588, 0.9306696741647691, 0.9305196135317574, 0.9571341631704628, 1.3509942395607926, 1.0120247543372436, 1.0625513367618558, 1.1097761748293222, 0.9664580992788857, 1.298037113257026, 1.1773583111367185, 0.9831702074168204, 1.340444643069849, 1.1059902096099992, 1.206391005427382, 1.0356463459878296, 0.9257928148752953, 1.245170549076117, 1.3154722430960404, 1.135646039270576, 1.2843936403534078, 1.0394039362180316, 1.300340969845648, 1.0931974218836444, 1.2347915556279565, 1.0783399753838037, 1.2236128915315585, 1.2964522136423893, 1.0210576820019055, 1.0923411612746552, 1.4561603159863739, 1.1243820992403184, 1.2334035017814429, 1.2652037162305199, 1.1490981115173386, 1.1639317267797011, 1.2982690948688227, 1.286567453580123, 1.1195673624988633, 0.9201675272496499, 1.1824837838006936, 1.2656467856443028, 1.5988948588835192, 1.0989334305447078, 1.1377482686449845, 1.1506241019954162, 0.8982316013626226, 1.2873413208129945, 1.82247187711097, 1.0035564033744246, 1.146861972787891, 1.3617139830291114, 1.283937013304155, 0.7533417661434861, 1.6411829820936203, 1.2089327915553858, 1.1189317799662533, 1.191702706751429, 1.291317566388452, 1.1938728148420894, 1.1850729212415703, 1.6752904290073736, 1.4729315801812632, 1.092476514731406, 0.9351926862466777]|323963.0937500000000000|      4.00000000|[212, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[0.3829653483325761, 0.5797647625282929, 0.3975713355210552, 0.5720815170644316, 0.472675131679597, 0.4388939126904631, 0.8230255611936143, 1.0964082289865829, 0.5717550377167389, 1.0299475494073076, 1.1283382093436007, 0.1491380060907599, 1.5919018263126725, 1.0024737641817634, 1.2816355078715118, 1.182280400723932, 1.1071291409237873, 0.7743913078306182, 1.5257246552287036, 1.3868352437437101, 0.9835649999794659, 1.3975115456186131, 0.6670288651823393, 0.8069314876747877, 1.2118682736634812, 1.4875687285648904, 1.614115120032721, 1.0801806806602348, 1.9437615845693865, 1.1178201985050857, 1.4769439575437835, 1.2327923673809058, 0.9898740138332209, 0.9091948638999119, 0.7271385318619223, 1.4245308338465987, 1.4111803551801316, 1.0333489648105343, 0.8500243733980235, 1.2200830918422354, 1.0431891892669332, 1.0292126505489703, 1.1342314993921483, 1.1207494193769185, 1.4169480621073598, 1.0669430269230469, 0.8798394665681128, 1.9097940186471387, 0.7148835292676696, 1.5803063633087078, 0.9908563947369035, 0.6361748073822521, 0.8339364673174033, 1.2336922066649834, 0.8949174147801304, 0.9972867026422858, 0.6137864809394457, 0.9497113396826884, 1.730371302532912, 1.397456973892444, 1.5449400858783675, 1.1053556692013615, 2.1340791849340777, 1.0752244018744914, 1.1209176662228129, 0.8738332864568071, 1.2906622042929616, 1.5345913109488762, 1.4732280254325096, 1.3821534148593229, 2.0726301895939203, 1.3059585886925265, 1.8559599845841235, 1.6620635505471963, 1.5550240582575023, 1.5012111280884426, 1.422997233688352, 1.915614196751676, 1.2566188295157312, 1.013649239835404, 1.6000507163174196, 1.2848837967545945, 1.634077084462129, 1.944529299665649, 0.19254844474138, 1.417598959156222, 2.0964925469094524, 1.5587665678433331, 1.0198682383161504, 2.1676342046712582, 2.135995707992352, 1.1958584752207062, 1.167171026790297, 1.988734200970925, 1.7262965854390169, 2.037389175088527, 2.4441836731861843, 1.7384258935993757, 1.317444626821906, 1.7700411992430145]|316949.1875000000000000|      8.00000000|[318, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       4|[-1.5910762509396696, 0.9443307890624799, 0.8473410436861226, 0.0294042781076848, 1.4386379658800834, 0.7443657767626282, 1.2577410207900097, 1.7889596982561708, -0.2406060654022805, 2.268637707570715, 2.741117488892693, -0.0978682009035338, 2.1678699413686475, 0.3163543816025506, -0.1765450642180264, 1.5879426888595052, 2.196737039450321, 1.8477362259961192, 2.4846244817716547, 1.080740210225577, 1.8580625579856633, -0.2004691769797358, 0.1336271256798126, 0.2298802634869966, 1.5634586115900273, 1.571913822712524, 1.8620385327519324, 0.5176609462375894, 3.828858657939306, 1.095750639676782, 1.805605969994212, 1.072915765465677, 1.5934460086923306, 1.0783450500991811, -0.3451082042071383, 0.5232318057773242, 0.9853467882099542, 0.7434093038588203, 2.2465631319874846, 1.6400293726044426, 1.2795636351557245, 1.8399994404325257, 0.195234151623787, 0.6088351344535803, 1.8811767003453312, 2.298265410538761, -0.1629688776290026, 1.9601211792179096, 1.0538466206163242, 1.9922353596585458, 1.7333068088513466, 1.4504098041493345, 0.9082166416432149, 1.6772814814684622, 0.4771217670587343, 1.5423204446216487, 1.0091154588703204, 0.6091792815168882, 3.559299093430842, 1.8201505946571541, 1.202498329581601, 1.6438884584188114, 1.8678484914465958, 1.237595939057831, 2.0985211740521796, 1.496641480477701, 1.6981089250739871, 1.32940237853005, 1.2299111443713153, 2.4734046206755043, 3.101408646387827, 2.184133047857824, 1.4577706010204714, 1.8168198325107543, 0.9732856082122604, 1.6399259306757958, 0.6560350998892351, 1.9472610997825779, 2.3461037043071746, 1.2105257595419925, 1.0802400148022238, 1.348837335274967, 1.474969069710252, 2.343670013618004, -0.1099558084939543, 2.182994769498649, 3.988633491317315, 2.019979777774101, 0.395216840854465, 3.933539751054374, 3.3288101758066677, 2.3082446399018126, 0.7610531249654053, 1.5718371371542639, 2.5062086435208637, 3.1571036500392555, 3.1096831985674203, 2.9773004787410633, 1.4929894871480867, 1.3806455978253889]|302259.1875000000000000|     16.00000000|[422, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[-2.116336529426719, 1.2886926533274732, 2.2450004872541123, 1.6880756422352423, 4.193504862410851, -2.593440928014031, -0.3476277859016179, 1.571293655649911, 0.1182238366199974, 3.66119566780338, 2.922444124909093, 1.5242382784159054, -1.9972308920337118, 1.3838662572537008, 2.2577853602729427, -1.0681302669924866, 4.0911556236528765, -0.9915301414471462, 2.643504020480421, 0.8075331162012014, 2.4215370966213055, -1.4792599591901454, -0.8056055551285219, -0.8834889536858251, 3.009214184509851, 2.2583905903306456, 2.5160639941867586, 0.216999850607383, 4.34881414101377, 2.238359326916809, 2.95073640258903, 1.3015951614578147, 3.2215667918889572, 0.3883895203932383, 1.028433707325816, -0.4827523630599, -1.4374998569328137, 0.2236983958766889, 4.309178687604586, 0.3295091854450167, 0.9555915691621875, 2.005254984739701, -0.4523702326674752, 0.6422926313243971, 3.2369283746624866, 1.1949589169071089, -1.4059269335068818, 2.421788935875863, 1.2086862641784037, 4.173156031843943, 4.00231766386865, 4.231434566458008, 4.321048980845326, 1.5865695637880053, 0.1368981269317101, -1.549186759017932, 1.126084336096374, 0.456404786504967, 1.9337171149155423, 1.1780811030983749, -0.1420554342891831, 2.653646904071052, 3.4021328623208666, 3.9281736950786286, 3.352082606105312, 2.607378644845481, 4.030032703141444, 2.9479847327558986, 1.293528976738238, 4.261094191989376, 5.04237947634535, 4.317183033067813, 1.6950712260254783, 1.683393261598051, 2.083531962971103, 3.4868640855674515, 3.7600797986984005, 2.538766092092587, 3.5950090282568885, 1.458265373713818, 1.8395765131164494, 5.157753591333357, 1.5067095920745779, 1.1721689852470962, 0.9124265288886726, 1.393984284422792, 5.226111674987398, 0.8401314724349653, 1.6594060444071355, 4.286909137307154, 3.8897896412748714, 1.5429276719698302, 2.5007327128971033, 3.0093427110811275, 1.6521262327132331, 6.422909013767692, 3.7274233080411148, 5.724042666376498, 3.7540220691039146, 2.641983073270519]|260721.7031250000000000|     32.00000000|[527, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       6|[-5.45212552734126, 1.7131037346338247, 2.3709648135600925, -1.8837778734087398, -1.5606716390565039, 2.127161037532616, 1.9600373387693335, 1.3289448869254763, -0.2125115228079066, -1.8621040234638784, 1.9343554951543187, 2.397851871115618, -0.7602113115051143, 2.2818715365727162, -1.439912470511179, 1.0244801678030793, 5.2667485101344464, -4.3719676242378975, 5.8061659677409185, -5.890362641471141, 5.201514478351559, -0.2057351747714298, -0.9003326452772855, -8.456104372694565, 4.572353042957572, 3.0481604541862932, 2.4547169594490983, 2.90007369906976, -0.149284482922698, 2.34254437947575, 9.397705094090348, 1.0496729639042242, 4.741729821046759, 1.219015605685572, -2.2595801471831294, -0.1386620049146259, 2.8915508840929114, 1.2243452317736667, 3.174712045135762, 3.6378048031341947, -0.3109953051219552, 6.452217356782098, 4.726093833576741, 1.7987742762254788, 3.9178830341918967, 1.0705448579096257, -3.2565440316097574, 2.9132992632317736, -4.632541139387148, 5.102621743206684, 5.984188543437874, 1.4100127841233085, 0.2657818276900388, 1.4760425659093963, 2.3480828996050516, -3.3867131513951234, 8.706963992767221, 4.566488773798214, 1.8077089931450945, 6.640892961829769, 0.9221044234100344, 0.0396938691555424, 8.729438354471997, -1.3868268486318014, 0.8903330212149227, 6.42554655074742, 9.678887551770305, 5.875236349442114, -6.59731265033464, 6.110755913944297, 8.465798358709787, 2.3816893212672356, -1.3695252617179117, 1.5943102321117277, 5.934085859828889, 0.7312337733417329, 2.7077517547073313, 3.483025321940861, 3.495202398768098, -1.0756762125117953, 7.206748363993402, 2.5604892842750933, 2.477574463193999, -0.6284235856135238, -0.6744725695533784, 4.9218333670289525, 8.929917821789486, -0.2288740403805061, 2.2513041901415907, 4.283486670352052, 3.853632196303945, 7.127810704594209, 1.3289085572788737, 8.773165837304816, 2.7534844752522813, 7.855012239960437, 2.618450675564006, 6.040869021984429, 5.069032227740714, 6.558834276532412]|205324.9062500000000000|     64.00000000|[632, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[-5.45212552734126, 1.7131037346338247, 2.3709648135600925, -1.8837778734087398, -1.5606716390565039, 2.127161037532616, 1.9600373387693335, 1.3289448869254763, -0.2125115228079066, -1.8621040234638784, 1.9343554951543187, 2.397851871115618, -0.7602113115051143, 2.2818715365727162, -1.439912470511179, 1.0244801678030793, 5.2667485101344464, -4.3719676242378975, 5.8061659677409185, -5.890362641471141, 5.201514478351559, -0.2057351747714298, -0.9003326452772855, -8.456104372694565, 4.572353042957572, 3.0481604541862932, 2.4547169594490983, 2.90007369906976, -0.149284482922698, 2.34254437947575, 9.397705094090348, 1.0496729639042242, 4.741729821046759, 1.219015605685572, -2.2595801471831294, -0.1386620049146259, 2.8915508840929114, 1.2243452317736667, 3.174712045135762, 3.6378048031341947, -0.3109953051219552, 6.452217356782098, 4.726093833576741, 1.7987742762254788, 3.9178830341918967, 1.0705448579096257, -3.2565440316097574, 2.9132992632317736, -4.632541139387148, 5.102621743206684, 5.984188543437874, 1.4100127841233085, 0.2657818276900388, 1.4760425659093963, 2.3480828996050516, -3.3867131513951234, 8.706963992767221, 4.566488773798214, 1.8077089931450945, 6.640892961829769, 0.9221044234100344, 0.0396938691555424, 8.729438354471997, -1.3868268486318014, 0.8903330212149227, 6.42554655074742, 9.678887551770305, 5.875236349442114, -6.59731265033464, 6.110755913944297, 8.465798358709787, 2.3816893212672356, -1.3695252617179117, 1.5943102321117277, 5.934085859828889, 0.7312337733417329, 2.7077517547073313, 3.483025321940861, 3.495202398768098, -1.0756762125117953, 7.206748363993402, 2.5604892842750933, 2.477574463193999, -0.6284235856135238, -0.6744725695533784, 4.9218333670289525, 8.929917821789486, -0.2288740403805061, 2.2513041901415907, 4.283486670352052, 3.853632196303945, 7.127810704594209, 1.3289085572788737, 8.773165837304816, 2.7534844752522813, 7.855012239960437, 2.618450675564006, 6.040869021984429, 5.069032227740714, 6.558834276532412]|205324.9062500000000000|     32.00000000|[784, 120, 0, 15]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 105 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       8|[-5.45212552734126, 1.7131037346338247, 2.3709648135600925, -1.8837778734087398, -1.5606716390565039, 2.127161037532616, 1.9600373387693335, 1.3289448869254763, -0.2125115228079066, -1.8621040234638784, 1.9343554951543187, 2.397851871115618, -0.7602113115051143, 2.2818715365727162, -1.439912470511179, 1.0244801678030793, 5.2667485101344464, -4.3719676242378975, 5.8061659677409185, -5.890362641471141, 5.201514478351559, -0.2057351747714298, -0.9003326452772855, -8.456104372694565, 4.572353042957572, 3.0481604541862932, 2.4547169594490983, 2.90007369906976, -0.149284482922698, 2.34254437947575, 9.397705094090348, 1.0496729639042242, 4.741729821046759, 1.219015605685572, -2.2595801471831294, -0.1386620049146259, 2.8915508840929114, 1.2243452317736667, 3.174712045135762, 3.6378048031341947, -0.3109953051219552, 6.452217356782098, 4.726093833576741, 1.7987742762254788, 3.9178830341918967, 1.0705448579096257, -3.2565440316097574, 2.9132992632317736, -4.632541139387148, 5.102621743206684, 5.984188543437874, 1.4100127841233085, 0.2657818276900388, 1.4760425659093963, 2.3480828996050516, -3.3867131513951234, 8.706963992767221, 4.566488773798214, 1.8077089931450945, 6.640892961829769, 0.9221044234100344, 0.0396938691555424, 8.729438354471997, -1.3868268486318014, 0.8903330212149227, 6.42554655074742, 9.678887551770305, 5.875236349442114, -6.59731265033464, 6.110755913944297, 8.465798358709787, 2.3816893212672356, -1.3695252617179117, 1.5943102321117277, 5.934085859828889, 0.7312337733417329, 2.7077517547073313, 3.483025321940861, 3.495202398768098, -1.0756762125117953, 7.206748363993402, 2.5604892842750933, 2.477574463193999, -0.6284235856135238, -0.6744725695533784, 4.9218333670289525, 8.929917821789486, -0.2288740403805061, 2.2513041901415907, 4.283486670352052, 3.853632196303945, 7.127810704594209, 1.3289085572788737, 8.773165837304816, 2.7534844752522813, 7.855012239960437, 2.618450675564006, 6.040869021984429, 5.069032227740714, 6.558834276532412]|205324.9062500000000000|     16.00000000|[940, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       9|[-4.042127470325893, -0.4571541909408707, 3.0525060338281076, -0.7027336377535016, -2.1546756089065764, 2.3379344288976505, 1.0679027646313668, 0.7580499093206116, 1.033691113637281, -5.335984303421602, -0.9711942029942444, 2.64351471785101, 0.0692558022568697, 0.4600239330855351, -1.7715497206361754, 2.339888312909653, 4.404661810473941, -3.340397093627417, 5.478021786144188, -5.1883149096973415, 5.577648750544653, -1.033560079256215, -0.7761687561412048, -3.7067356672810643, 4.085119435039851, 1.7212435649284357, 2.147797214904448, 2.3362677445606534, -1.3224561865759907, 1.1460106893442334, 7.435274816484548, 0.9403852154824164, 4.0836507490363925, 1.9066079529862154, -6.107530200781038, 0.6374530116057713, 1.7547549486411436, 2.7707763106471006, 2.262791350387298, 4.049696293050089, -1.240009682761928, 5.826248917220026, 4.734439582168015, 1.8968203785138917, 4.965444823485763, 2.746551663743604, -2.7639334145971377, 2.4060105987842597, -5.400844885038423, 6.756802081898028, 7.711565804653498, 0.0522115914275088, 4.0372653264574305, 0.1984053621189619, 2.396180468330747, -5.939738852149297, 5.761442114424786, 6.569307915102362, 2.217712579945504, 7.656417066176872, 1.9054820180196055, 0.4179194304251622, 6.508431322249473, -0.6257673900054328, 0.0755266413744125, 7.504280420050137, 6.924767755423709, 9.875022693046407, -7.017842390370508, 6.236060494570951, 7.1592653396235555, 2.4676215939495805, -0.482476925003322, 1.5242804652175557, 5.731157243010856, 1.9481830393448294, 2.584046283004347, 5.521541604871241, 5.316811605781021, -1.2966986654698254, 8.11605449346289, 3.904597429375041, 4.859773499972336, 0.2186587500360244, 2.3464011734724584, 5.748879954860236, 9.224732263012527, 0.5196753746438009, 4.186708155963592, 5.677134209308075, 7.497859942071441, 9.423675448488696, 1.020029702830801, 9.788216862413293, 2.5166281816541907, 6.565150877050124, 0.3831506035018308, 8.684366363735961, 7.561709734562658, 8.407705050428525]|166705.8750000000000000|     32.00000000|[1044, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      10|[-4.042127470325893, -0.4571541909408707, 3.0525060338281076, -0.7027336377535016, -2.1546756089065764, 2.3379344288976505, 1.0679027646313668, 0.7580499093206116, 1.033691113637281, -5.335984303421602, -0.9711942029942444, 2.64351471785101, 0.0692558022568697, 0.4600239330855351, -1.7715497206361754, 2.339888312909653, 4.404661810473941, -3.340397093627417, 5.478021786144188, -5.1883149096973415, 5.577648750544653, -1.033560079256215, -0.7761687561412048, -3.7067356672810643, 4.085119435039851, 1.7212435649284357, 2.147797214904448, 2.3362677445606534, -1.3224561865759907, 1.1460106893442334, 7.435274816484548, 0.9403852154824164, 4.0836507490363925, 1.9066079529862154, -6.107530200781038, 0.6374530116057713, 1.7547549486411436, 2.7707763106471006, 2.262791350387298, 4.049696293050089, -1.240009682761928, 5.826248917220026, 4.734439582168015, 1.8968203785138917, 4.965444823485763, 2.746551663743604, -2.7639334145971377, 2.4060105987842597, -5.400844885038423, 6.756802081898028, 7.711565804653498, 0.0522115914275088, 4.0372653264574305, 0.1984053621189619, 2.396180468330747, -5.939738852149297, 5.761442114424786, 6.569307915102362, 2.217712579945504, 7.656417066176872, 1.9054820180196055, 0.4179194304251622, 6.508431322249473, -0.6257673900054328, 0.0755266413744125, 7.504280420050137, 6.924767755423709, 9.875022693046407, -7.017842390370508, 6.236060494570951, 7.1592653396235555, 2.4676215939495805, -0.482476925003322, 1.5242804652175557, 5.731157243010856, 1.9481830393448294, 2.584046283004347, 5.521541604871241, 5.316811605781021, -1.2966986654698254, 8.11605449346289, 3.904597429375041, 4.859773499972336, 0.2186587500360244, 2.3464011734724584, 5.748879954860236, 9.224732263012527, 0.5196753746438009, 4.186708155963592, 5.677134209308075, 7.497859942071441, 9.423675448488696, 1.020029702830801, 9.788216862413293, 2.5166281816541907, 6.565150877050124, 0.3831506035018308, 8.684366363735961, 7.561709734562658, 8.407705050428525]|166705.8750000000000000|     16.00000000|[1199, 184, 0, 23]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
