k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.23456790|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[1.8699838503382642, -0.1427458883974493, -7.91773103651568]                    |  4.5110855102539062|      1.37174211|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | iterate success | actual_k=1
       4|[0.6794132053094784, -0.372480451929549, -8.559166920040585]                    |  1.5158525705337524|      1.52415790|[26, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.6794132053094784, -0.372480451929549, -8.559166920040585]                    |  1.5158525705337524|      1.37174211|[38, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.6794132053094784, -0.372480451929549, -8.559166920040585]                    |  1.5158525705337524|      1.23456790|[50, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.6794132053094784, -0.372480451929549, -8.559166920040585]                    |  1.5158525705337524|      1.11111111|[60, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.6794132053094784, -0.372480451929549, -8.559166920040585]                    |  1.5158525705337524|      1.00000000|[70, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.6794132053094784, -0.372480451929549, -8.559166920040585]                    |  1.5158525705337524|      0.90000000|[81, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.3656120672287253, -1.0570508059939734, -9.05200794519508]                    |  1.1370747089385986|      1.00000000|[90, 35, 0, 35]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      11|[0.3656120672287253, -1.0570508059939734, -9.05200794519508]                    |  1.1370747089385986|      0.90000000|[101, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.3656120672287253, -1.0570508059939734, -9.05200794519508]                    |  1.1370747089385986|      0.81000000|[112, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.3656120672287253, -1.0570508059939734, -9.05200794519508]                    |  1.1370747089385986|      0.72900000|[122, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.3656120672287253, -1.0570508059939734, -9.05200794519508]                    |  1.1370747089385986|      0.65610000|[133, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.3656120672287253, -1.0570508059939734, -9.05200794519508]                    |  1.1370747089385986|      0.59049000|[144, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.3656120672287253, -1.0570508059939734, -9.05200794519508]                    |  1.1370747089385986|      0.53144100|[155, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.3656120672287253, -1.0570508059939734, -9.05200794519508]                    |  1.1370747089385986|      0.47829690|[166, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.3656120672287253, -1.0570508059939734, -9.05200794519508]                    |  1.1370747089385986|      0.43046721|[177, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.3656120672287253, -1.0570508059939734, -9.05200794519508]                    |  1.1370747089385986|      0.38742049|[187, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.0494303979295456, -1.1167696492054924, -9.267779692793464]                   |  1.0192599296569824|      0.43046721|[195, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      21|[0.0494303979295456, -1.1167696492054924, -9.267779692793464]                   |  1.0192599296569824|      0.38742049|[206, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.0494303979295456, -1.1167696492054924, -9.267779692793464]                   |  1.0192599296569824|      0.34867844|[217, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.0494303979295456, -1.1167696492054924, -9.267779692793464]                   |  1.0192599296569824|      0.31381060|[227, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.0494303979295456, -1.1167696492054924, -9.267779692793464]                   |  1.0192599296569824|      0.28242954|[237, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.0494303979295456, -1.1167696492054924, -9.267779692793464]                   |  1.0192599296569824|      0.25418658|[248, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.0494303979295456, -1.1167696492054924, -9.267779692793464]                   |  1.0192599296569824|      0.22876792|[259, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.0494303979295456, -1.1167696492054924, -9.267779692793464]                   |  1.0192599296569824|      0.20589113|[269, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.0946427793161158, -0.9718779502361138, -9.293087269590215]                  |  1.0095201730728149|      0.22876792|[275, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[-0.0946427793161158, -0.9718779502361138, -9.293087269590215]                  |  1.0095201730728149|      0.20589113|[287, 111, 0, 111]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
