k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.90000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.81000000|[17, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.72900000|[25, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.65610000|[33, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.59049000|[41, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.53144100|[49, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.47829690|[57, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.43046721|[65, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.38742049|[73, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.6125803682696682, 0.0991849865444907]                                        |  0.4301219284534454|      0.43046721|[81, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      11|[0.6125803682696682, 0.0991849865444907]                                        |  0.4301219284534454|      0.38742049|[89, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.6125803682696682, 0.0991849865444907]                                        |  0.4301219284534454|      0.34867844|[97, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.6125803682696682, 0.0991849865444907]                                        |  0.4301219284534454|      0.31381060|[105, 0, 0, 26]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.6125803682696682, 0.0991849865444907]                                        |  0.4301219284534454|      0.28242954|[113, 0, 0, 28]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.6125803682696682, 0.0991849865444907]                                        |  0.4301219284534454|      0.25418658|[121, 0, 0, 30]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[0.6125803682696682, 0.0991849865444907]                                        |  0.4301219284534454|      0.22876792|[129, 0, 0, 32]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[0.3839876799567814, 0.0902325481825978]                                        |  0.0678213164210320|      0.25418658|[137, 0, 0, 34]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      18|[0.3839876799567814, 0.0902325481825978]                                        |  0.0678213164210320|      0.22876792|[145, 0, 0, 36]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[0.3839876799567814, 0.0902325481825978]                                        |  0.0678213164210320|      0.20589113|[153, 0, 0, 38]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[0.3839876799567814, 0.0902325481825978]                                        |  0.0678213164210320|      0.18530202|[161, 0, 0, 40]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[0.3839876799567814, 0.0902325481825978]                                        |  0.0678213164210320|      0.16677182|[169, 0, 0, 42]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      22|[0.3839876799567814, 0.0902325481825978]                                        |  0.0678213164210320|      0.15009464|[177, 0, 0, 44]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[0.2349996405419001, 0.0720401416279663]                                        |  0.0098033575341105|      0.16677182|[185, 0, 0, 46]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      24|[0.2349996405419001, 0.0720401416279663]                                        |  0.0098033575341105|      0.15009464|[193, 0, 0, 48]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[0.2349996405419001, 0.0720401416279663]                                        |  0.0098033575341105|      0.13508517|[201, 0, 0, 50]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      26|[0.2349996405419001, 0.0720401416279663]                                        |  0.0098033575341105|      0.12157665|[209, 0, 0, 52]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      27|[0.2349996405419001, 0.0720401416279663]                                        |  0.0098033575341105|      0.10941899|[217, 0, 0, 54]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      28|[0.2349996405419001, 0.0720401416279663]                                        |  0.0098033575341105|      0.09847709|[225, 0, 0, 56]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      29|[0.2349996405419001, 0.0720401416279663]                                        |  0.0098033575341105|      0.08862938|[233, 0, 0, 58]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      30|[0.147241872587839, 0.05964089265877]                                           |  0.0016022811178118|      0.09847709|[241, 0, 0, 60]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      31|[0.147241872587839, 0.05964089265877]                                           |  0.0016022811178118|      0.08862938|[249, 0, 0, 62]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      32|[0.147241872587839, 0.05964089265877]                                           |  0.0016022811178118|      0.07976644|[257, 0, 0, 64]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[0.147241872587839, 0.05964089265877]                                           |  0.0016022811178118|      0.07178980|[265, 0, 0, 66]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      34|[0.147241872587839, 0.05964089265877]                                           |  0.0016022811178118|      0.06461082|[273, 0, 0, 68]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      35|[0.0838185145903431, 0.0473106218486554]                                        |  0.0001945551630342|      0.07178980|[281, 0, 0, 70]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      36|[0.0838185145903431, 0.0473106218486554]                                        |  0.0001945551630342|      0.06461082|[289, 0, 0, 72]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[0.0838185145903431, 0.0473106218486554]                                        |  0.0001945551630342|      0.05814974|[297, 0, 0, 74]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      38|[0.0838185145903431, 0.0473106218486554]                                        |  0.0001945551630342|      0.05233476|[305, 0, 0, 76]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[0.0838185145903431, 0.0473106218486554]                                        |  0.0001945551630342|      0.04710129|[313, 0, 0, 78]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      40|[0.0838185145903431, 0.0473106218486554]                                        |  0.0001945551630342|      0.04239116|[321, 0, 0, 80]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
