k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6086585916488357, 0.0505992677921722, 0.1384813989461593, 0.7794992559302371, -0.0047328177995176, 0.0009225121810408, -0.0040463374032924, 0.0039738724421261, 0.0032374911823596, 0.0004216686889395, -0.0012149530103179, -0.0014572357961419, -0.001080912962843, -0.0027840416150861, 0.00103171614351, 0.003164626559806, 0.0079070976958251, 0.0011439820497373, -0.0003495454572224, 0.0036036976647497, 0.0029763042734688, 0.0016656842165277]| 13.1513357162475586|      2.00000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[1.8267009523138853, 0.1715293047715575, 0.4132854376698988, 2.3353859489826547, -0.0207137523244701, 0.0152530804819072, 0.0454612626883677, -0.0105560137294931, -0.0025139094357953, -0.0010251338904758, -0.0005895275160305, -0.0148312005018245, 0.011355988655704, -0.0086018440751869, -0.0079735529003168, -0.0027935515798365, 0.0257908158362728, 0.0163928336573506, -0.011840131239546, -0.022932150480911, 0.0113201698383948, 0.0203068528715147]| 12.2805366516113281|      4.00000000|[234, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[1.8267009523138853, 0.1715293047715575, 0.4132854376698988, 2.3353859489826547, -0.0207137523244701, 0.0152530804819072, 0.0454612626883677, -0.0105560137294931, -0.0025139094357953, -0.0010251338904758, -0.0005895275160305, -0.0148312005018245, 0.011355988655704, -0.0086018440751869, -0.0079735529003168, -0.0027935515798365, 0.0257908158362728, 0.0163928336573506, -0.011840131239546, -0.022932150480911, 0.0113201698383948, 0.0203068528715147]| 12.2805366516113281|      2.00000000|[351, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       4|[1.8267009523138853, 0.1715293047715575, 0.4132854376698988, 2.3353859489826547, -0.0207137523244701, 0.0152530804819072, 0.0454612626883677, -0.0105560137294931, -0.0025139094357953, -0.0010251338904758, -0.0005895275160305, -0.0148312005018245, 0.011355988655704, -0.0086018440751869, -0.0079735529003168, -0.0027935515798365, 0.0257908158362728, 0.0163928336573506, -0.011840131239546, -0.022932150480911, 0.0113201698383948, 0.0203068528715147]| 12.2805366516113281|      1.00000000|[468, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       5|[1.8267009523138853, 0.1715293047715575, 0.4132854376698988, 2.3353859489826547, -0.0207137523244701, 0.0152530804819072, 0.0454612626883677, -0.0105560137294931, -0.0025139094357953, -0.0010251338904758, -0.0005895275160305, -0.0148312005018245, 0.011355988655704, -0.0086018440751869, -0.0079735529003168, -0.0027935515798365, 0.0257908158362728, 0.0163928336573506, -0.011840131239546, -0.022932150480911, 0.0113201698383948, 0.0203068528715147]| 12.2805366516113281|      0.50000000|[585, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       6|[1.5198522800193528, 0.1444437526024059, 0.3465159810500866, 1.947252202746263, -0.0203829939728787, 0.0158212321282379, 0.045523584539831, -0.0109122251407726, -0.001613617764921, -0.0009478981704143, -0.0006286651606514, -0.0147425558653126, 0.0117344297811132, -0.0088415272321078, -0.0072886927785381, -0.0024217762940249, 0.0249671624510637, 0.0162751430773056, -0.0110725561738946, -0.023578349453494, 0.0118758204644004, 0.0206156534565083]| 12.1452627182006836|      1.00000000|[701, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[1.5198522800193528, 0.1444437526024059, 0.3465159810500866, 1.947252202746263, -0.0203829939728787, 0.0158212321282379, 0.045523584539831, -0.0109122251407726, -0.001613617764921, -0.0009478981704143, -0.0006286651606514, -0.0147425558653126, 0.0117344297811132, -0.0088415272321078, -0.0072886927785381, -0.0024217762940249, 0.0249671624510637, 0.0162751430773056, -0.0110725561738946, -0.023578349453494, 0.0118758204644004, 0.0206156534565083]| 12.1452627182006836|      0.50000000|[818, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       8|[1.5198522800193528, 0.1444437526024059, 0.3465159810500866, 1.947252202746263, -0.0203829939728787, 0.0158212321282379, 0.045523584539831, -0.0109122251407726, -0.001613617764921, -0.0009478981704143, -0.0006286651606514, -0.0147425558653126, 0.0117344297811132, -0.0088415272321078, -0.0072886927785381, -0.0024217762940249, 0.0249671624510637, 0.0162751430773056, -0.0110725561738946, -0.023578349453494, 0.0118758204644004, 0.0206156534565083]| 12.1452627182006836|      0.25000000|[934, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       9|[1.5198522800193528, 0.1444437526024059, 0.3465159810500866, 1.947252202746263, -0.0203829939728787, 0.0158212321282379, 0.045523584539831, -0.0109122251407726, -0.001613617764921, -0.0009478981704143, -0.0006286651606514, -0.0147425558653126, 0.0117344297811132, -0.0088415272321078, -0.0072886927785381, -0.0024217762940249, 0.0249671624510637, 0.0162751430773056, -0.0110725561738946, -0.023578349453494, 0.0118758204644004, 0.0206156534565083]| 12.1452627182006836|      0.12500000|[1050, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      10|[1.5198522800193528, 0.1444437526024059, 0.3465159810500866, 1.947252202746263, -0.0203829939728787, 0.0158212321282379, 0.045523584539831, -0.0109122251407726, -0.001613617764921, -0.0009478981704143, -0.0006286651606514, -0.0147425558653126, 0.0117344297811132, -0.0088415272321078, -0.0072886927785381, -0.0024217762940249, 0.0249671624510637, 0.0162751430773056, -0.0110725561738946, -0.023578349453494, 0.0118758204644004, 0.0206156534565083]| 12.1452627182006836|      0.06250000|[1166, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      11|[1.5198522800193528, 0.1444437526024059, 0.3465159810500866, 1.947252202746263, -0.0203829939728787, 0.0158212321282379, 0.045523584539831, -0.0109122251407726, -0.001613617764921, -0.0009478981704143, -0.0006286651606514, -0.0147425558653126, 0.0117344297811132, -0.0088415272321078, -0.0072886927785381, -0.0024217762940249, 0.0249671624510637, 0.0162751430773056, -0.0110725561738946, -0.023578349453494, 0.0118758204644004, 0.0206156534565083]| 12.1452627182006836|      0.03125000|[1282, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      12|[1.4994849230152545, 0.142219837585769, 0.3425927339509043, 1.9239846144826298, -0.0203372187813136, 0.0158414904130314, 0.045547474223121, -0.01089683095999, -0.0016076598180201, -0.000923431406636, -0.0006296099815488, -0.0147304697157863, 0.0117606915216338, -0.0089072795876478, -0.0073181943823687, -0.0024522231460645, 0.0249295124579335, 0.0163049998170405, -0.0110614690952783, -0.0235810408737459, 0.0119155487381077, 0.0206197585030038]| 12.1446294784545898|      0.06250000|[1399, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      13|[1.4994849230152545, 0.142219837585769, 0.3425927339509043, 1.9239846144826298, -0.0203372187813136, 0.0158414904130314, 0.045547474223121, -0.01089683095999, -0.0016076598180201, -0.000923431406636, -0.0006296099815488, -0.0147304697157863, 0.0117606915216338, -0.0089072795876478, -0.0073181943823687, -0.0024522231460645, 0.0249295124579335, 0.0163049998170405, -0.0110614690952783, -0.0235810408737459, 0.0119155487381077, 0.0206197585030038]| 12.1446294784545898|      0.03125000|[1515, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
