k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.554448037949173, -1.0132943423015919, 0.6081551689875485, 0.1428982192504011, -0.1686250974195233, 0.2065920144863121, 0.5514613212168805]|53761.4453125000000000|     10.00000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[10.554448037949173, -1.0132943423015919, 0.6081551689875485, 0.1428982192504011, -0.1686250974195233, 0.2065920144863121, 0.5514613212168805]|53761.4453125000000000|      1.00000000|[27, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[10.323501881563029, -1.0086783958161611, 0.2027674821550912, 0.492987840773495, 0.1034655695047091, -0.5321236297686007, 0.3514450417276037]|46504.1289062500000000|     10.00000000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[10.323501881563029, -1.0086783958161611, 0.2027674821550912, 0.492987840773495, 0.1034655695047091, -0.5321236297686007, 0.3514450417276037]|46504.1289062500000000|      1.00000000|[54, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[10.323501881563029, -1.0086783958161611, 0.2027674821550912, 0.492987840773495, 0.1034655695047091, -0.5321236297686007, 0.3514450417276037]|46504.1289062500000000|      0.10000000|[67, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[10.320431014378874, -0.9943065098281988, 0.1954158024715111, 0.5529276938518299, 0.105180197765361, -0.5240506922880538, 0.2735407849952087]|42823.5195312500000000|      1.00000000|[80, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       7|[10.320431014378874, -0.9943065098281988, 0.1954158024715111, 0.5529276938518299, 0.105180197765361, -0.5240506922880538, 0.2735407849952087]|42823.5195312500000000|      0.10000000|[93, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[10.302102107308224, -0.9887047308517161, 0.2035245729208867, 0.5958172425597208, 0.0967250019659285, -0.5259604860102874, 0.1860635419930503]|36298.7421875000000000|      1.00000000|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
       9|[10.302102107308224, -0.9887047308517161, 0.2035245729208867, 0.5958172425597208, 0.0967250019659285, -0.5259604860102874, 0.1860635419930503]|36298.7421875000000000|      0.10000000|[121, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[10.310550799145185, -1.0184800894346955, 0.2094454255548162, 0.6196577056693479, 0.0731119923896258, -0.5983706935022977, 0.1347039169942409]|29470.2460937500000000|      1.00000000|[134, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
