k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.10000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.4622547828441396, 10.015794079839223, 1.3719588443900437]                    |  0.1056593507528305|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.4622547828441396, 10.015794079839223, 1.3719588443900437]                    |  0.1056593507528305|      0.10000000|[28, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.4622547828441396, 10.015794079839223, 1.3719588443900437]                    |  0.1056593507528305|      0.10000000|[35, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | DECALRED SUCCESS
       3|[0.4622547828441396, 10.015794079839223, 1.3719588443900437]                    |  0.1056593507528305|      0.10000000|[41, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | DECALRED SUCCESS
       4|[0.4622547828441396, 10.015794079839223, 1.3719588443900437]                    |  0.1056593507528305|      0.01000000|[53, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.4622547828441396, 10.015794079839223, 1.3719588443900437]                    |  0.1056593507528305|      0.01000000|[56, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | DECALRED SUCCESS
       4|[0.4622547828441396, 10.015794079839223, 1.3719588443900437]                    |  0.1056593507528305|      0.01000000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | DECALRED SUCCESS
       4|[0.4622547828441396, 10.015794079839223, 1.3719588443900437]                    |  0.1056593507528305|      0.01000000|[65, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | DECALRED SUCCESS
       5|[0.4655047072915606, 10.014907121101905, 1.3643508245911096]                    |  0.1020613759756088|      0.10000000|[70, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.4655047072915606, 10.014907121101905, 1.3643508245911096]                    |  0.1020613759756088|      0.10000000|[78, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | DECALRED SUCCESS
       5|[0.4655047072915606, 10.014907121101905, 1.3643508245911096]                    |  0.1020613759756088|      0.10000000|[86, 31, 0, 31]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | DECALRED SUCCESS
       5|[0.4655047072915606, 10.014907121101905, 1.3643508245911096]                    |  0.1020613759756088|      0.10000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | DECALRED SUCCESS
       5|[0.4655047072915606, 10.014907121101905, 1.3643508245911096]                    |  0.1020613759756088|      0.10000000|[104, 37, 0, 37]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | DECALRED SUCCESS
       5|[0.4655047072915606, 10.014907121101905, 1.3643508245911096]                    |  0.1020613759756088|      0.10000000|[107, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       5|[0.4655047072915606, 10.014907121101905, 1.3643508245911096]                    |  0.1020613759756088|      0.10000000|[114, 41, 0, 41]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | DECALRED SUCCESS
       6|[0.5175111171084376, 10.03879185066114, 1.2823456233424007]                     |  0.0693770721554756|      1.00000000|[122, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
