k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1722934189199238, 10.054747894290985, 1.9835230784621105]                    |  0.9748522043228149|      1.11111111|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[0.5981613953005531, 10.564820391792827, 1.0930005266868796]                    |  0.0931195542216301|      1.23456790|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[0.5981613953005531, 10.564820391792827, 1.0930005266868796]                    |  0.0931195542216301|      1.11111111|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.5981613953005531, 10.564820391792827, 1.0930005266868796]                    |  0.0931195542216301|      1.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[0.5981613953005531, 10.564820391792827, 1.0930005266868796]                    |  0.0931195542216301|      0.90000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.5981613953005531, 10.564820391792827, 1.0930005266868796]                    |  0.0931195542216301|      0.81000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.5981613953005531, 10.564820391792827, 1.0930005266868796]                    |  0.0931195542216301|      0.72900000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.5981613953005531, 10.564820391792827, 1.0930005266868796]                    |  0.0931195542216301|      0.65610000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.5981613953005531, 10.564820391792827, 1.0930005266868796]                    |  0.0931195542216301|      0.59049000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.5981613953005531, 10.564820391792827, 1.0930005266868796]                    |  0.0931195542216301|      0.53144100|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.5981613953005531, 10.564820391792827, 1.0930005266868796]                    |  0.0931195542216301|      0.47829690|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.5981613953005531, 10.564820391792827, 1.0930005266868796]                    |  0.0931195542216301|      0.43046721|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.9989243871701705, 10.43352220921112, 1.0066765411229714]                     |  0.0002340447681490|      0.47829690|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.9989243871701705, 10.43352220921112, 1.0066765411229714]                     |  0.0002340447681490|      0.43046721|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[0.9989243871701705, 10.43352220921112, 1.0066765411229714]                     |  0.0002340447681490|      0.38742049|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
