k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 24.0625000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0]                                                                      | 24.0625000000000000|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.4631567839315937, 0.1883767329001728]                                        |  9.9708127975463867|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[0.4631567839315937, 0.1883767329001728]                                        |  9.9708127975463867|      0.50000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.4631567839315937, 0.1883767329001728]                                        |  9.9708127975463867|      0.25000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.6649655487385316, 0.335934255402748]                                         |  2.9483115673065186|      0.50000000|[29, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[0.6649655487385316, 0.335934255402748]                                         |  2.9483115673065186|      0.25000000|[37, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.6649655487385316, 0.335934255402748]                                         |  2.9483115673065186|      0.12500000|[43, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.737248613840419, 0.4379154227792608]                                         |  0.8476268649101257|      0.25000000|[48, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[0.737248613840419, 0.4379154227792608]                                         |  0.8476268649101257|      0.12500000|[55, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.737248613840419, 0.4379154227792608]                                         |  0.8476268649101257|      0.06250000|[63, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.737248613840419, 0.4379154227792608]                                         |  0.8476268649101257|      0.03125000|[71, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.7437844179351983, 0.4684743128905633]                                        |  0.7120245099067688|      0.06250000|[77, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[0.7437844179351983, 0.4684743128905633]                                        |  0.7120245099067688|      0.03125000|[84, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.7174166647816077, 0.4852464354047626]                                        |  0.6337245702743530|      0.06250000|[91, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      15|[0.7174166647816077, 0.4852464354047626]                                        |  0.6337245702743530|      0.03125000|[98, 37, 0, 37]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.6893867829261155, 0.4990626658301411]                                        |  0.5688325762748718|      0.06250000|[105, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      17|[0.6893867829261155, 0.4990626658301411]                                        |  0.5688325762748718|      0.03125000|[113, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.6683923054267221, 0.5222098992399345]                                        |  0.4981724023818970|      0.06250000|[120, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      19|[0.6683923054267221, 0.5222098992399345]                                        |  0.4981724023818970|      0.03125000|[127, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.6683923054267221, 0.5222098992399345]                                        |  0.4981724023818970|      0.01562500|[133, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.6611366053830882, 0.5360480870503672]                                        |  0.4754625260829926|      0.03125000|[139, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[0.6611366053830882, 0.5360480870503672]                                        |  0.4754625260829926|      0.01562500|[146, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.646081967005142, 0.5402312064975346]                                         |  0.4440475404262543|      0.03125000|[152, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.6196054984733264, 0.5568311798132896]                                        |  0.3943348824977875|      0.06250000|[160, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      25|[0.6196054984733264, 0.5568311798132896]                                        |  0.3943348824977875|      0.03125000|[166, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.6196054984733264, 0.5568311798132896]                                        |  0.3943348824977875|      0.01562500|[172, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.6196054984733264, 0.5568311798132896]                                        |  0.3943348824977875|      0.00781250|[178, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.6196054984733264, 0.5568311798132896]                                        |  0.3943348824977875|      0.00390625|[184, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.6185039064557127, 0.5605788836555415]                                        |  0.3877356648445129|      0.00781250|[189, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.6142614997546123, 0.567139153591486]                                         |  0.3765179216861725|      0.01562500|[194, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[0.6023628247506164, 0.5772664512640778]                                        |  0.3546057343482971|      0.03125000|[199, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.6023628247506164, 0.5772664512640778]                                        |  0.3546057343482971|      0.01562500|[205, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.6023628247506164, 0.5772664512640778]                                        |  0.3546057343482971|      0.00781250|[211, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.6000019600921116, 0.5847136973533529]                                        |  0.3506005406379700|      0.01562500|[218, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      35|[0.6000019600921116, 0.5847136973533529]                                        |  0.3506005406379700|      0.00781250|[225, 85, 0, 85]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.5922183307611416, 0.5840426752314647]                                        |  0.3385221958160400|      0.01562500|[230, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[0.5796670464495773, 0.5933489036366931]                                        |  0.3200637102127075|      0.03125000|[238, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      38|[0.5796670464495773, 0.5933489036366931]                                        |  0.3200637102127075|      0.01562500|[245, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.5731422656527454, 0.6075463632880989]                                        |  0.3097375631332397|      0.03125000|[252, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      40|[0.5731422656527454, 0.6075463632880989]                                        |  0.3097375631332397|      0.01562500|[258, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.5731422656527454, 0.6075463632880989]                                        |  0.3097375631332397|      0.00781250|[264, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.5653953450931269, 0.6065362256276978]                                        |  0.2994156479835510|      0.01562500|[270, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
