k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5302179733351008, 0.7952687000298018, 5.253291112116963, 5.197971077703213, 6.362115555216128, 7.875064189914358]|189.0649566650390625|      1.11111111|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[0.4010910244651149, 1.0960948718648487, 4.686129715546851, 5.887393573804818, 5.79183936295521, 7.9472263912335315]|131.4521179199218750|      1.23456790|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       3|[-0.4465836818347749, 0.7489544116186002, 4.197013156910772, 6.222664110654423, 5.222906051918206, 7.848370219452547]| 70.1548995971679688|      1.37174211|[42, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[-0.4465836818347749, 0.7489544116186002, 4.197013156910772, 6.222664110654423, 5.222906051918206, 7.848370219452547]| 70.1548995971679688|      1.23456790|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[-0.4465836818347749, 0.7489544116186002, 4.197013156910772, 6.222664110654423, 5.222906051918206, 7.848370219452547]| 70.1548995971679688|      1.11111111|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       6|[-0.4465836818347749, 0.7489544116186002, 4.197013156910772, 6.222664110654423, 5.222906051918206, 7.848370219452547]| 70.1548995971679688|      1.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[-0.4465836818347749, 0.7489544116186002, 4.197013156910772, 6.222664110654423, 5.222906051918206, 7.848370219452547]| 70.1548995971679688|      0.90000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[-0.4465836818347749, 0.7489544116186002, 4.197013156910772, 6.222664110654423, 5.222906051918206, 7.848370219452547]| 70.1548995971679688|      0.81000000|[108, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[-0.7842218062159685, 1.0153101285190436, 3.677710894777024, 6.4341118834978905, 4.826985203171165, 7.844270162314759]| 44.9602622985839844|      0.90000000|[121, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      10|[-0.7842218062159685, 1.0153101285190436, 3.677710894777024, 6.4341118834978905, 4.826985203171165, 7.844270162314759]| 44.9602622985839844|      0.81000000|[134, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      11|[-0.7842218062159685, 1.0153101285190436, 3.677710894777024, 6.4341118834978905, 4.826985203171165, 7.844270162314759]| 44.9602622985839844|      0.72900000|[148, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
