k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1805584147079606, 10.263336864655974, 1.9476562428387783]                    |  0.8684932589530945|     10.00000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[0.1805584147079606, 10.263336864655974, 1.9476562428387783]                    |  0.8684932589530945|      1.00000000|[21, 0, 0, 5]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.6123388112766678, 10.46312894910628, 1.068083157683274]                      |  0.1033399328589439|     10.00000000|[33, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=0
       4|[0.6123388112766678, 10.46312894910628, 1.068083157683274]                      |  0.1033399328589439|      1.00000000|[45, 0, 0, 11]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.6123388112766678, 10.46312894910628, 1.068083157683274]                      |  0.1033399328589439|      0.10000000|[57, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.6753267454730789, 10.461646632255414, 1.145738311294752]                     |  0.0258607771247625|      1.00000000|[65, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       7|[0.6753267454730789, 10.461646632255414, 1.145738311294752]                     |  0.0258607771247625|      0.10000000|[77, 0, 0, 19]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.6753267454730789, 10.461646632255414, 1.145738311294752]                     |  0.0258607771247625|      0.01000000|[89, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.6828221428825203, 10.466082088868063, 1.1506521430289336]                    |  0.0228747949004173|      0.10000000|[97, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      10|[0.7779727827953339, 10.445595960820128, 1.1277027578130792]                    |  0.0086609348654747|      1.00000000|[105, 0, 0, 26]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      11|[0.7779727827953339, 10.445595960820128, 1.1277027578130792]                    |  0.0086609348654747|      0.10000000|[117, 0, 0, 29]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.8550545751956398, 10.461318955309139, 1.0659679643441229]                    |  0.0034919227473438|      1.00000000|[125, 0, 0, 31]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
