k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.10000000|[34, 12, 0, 3]                                                             |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.01000000|[65, 24, 0, 6]                                                             |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00100000|[103, 40, 0, 10]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00010000|[134, 52, 0, 13]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00001000|[173, 68, 0, 17]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[96.99999958537956, 0.0090099549368453, 99.99999973160641, 65.00000030915174, 20.00000069565611, 69.99999982633611, 178.000000092939, 16.500000192296994]|7370.3569335937500000|      0.00010000|[194, 76, 0, 19]                                                           |  | trying quadratic partial model with 13 points | iterate success | actual_k=4
       7|[96.99999958537956, 0.0090099549368453, 99.99999973160641, 65.00000030915174, 20.00000069565611, 69.99999982633611, 178.000000092939, 16.500000192296994]|7370.3569335937500000|      0.00001000|[234, 92, 0, 23]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[96.99999980078205, 0.009019890938205, 99.99999940668043, 65.00000038054453, 20.00000041033377, 70.00000003154103, 178.00000074817262, 16.500000944597392]|7369.5380859375000000|      0.00010000|[254, 100, 0, 25]                                                          |  | trying quadratic partial model with 13 points | iterate success | actual_k=4
       9|[96.99999980078205, 0.009019890938205, 99.99999940668043, 65.00000038054453, 20.00000041033377, 70.00000003154103, 178.00000074817262, 16.500000944597392]|7369.5380859375000000|      0.00001000|[285, 112, 0, 28]                                                          |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[97.00000098228747, 0.0090294541515979, 99.99999824368773, 65.00000207615615, 20.000000846594066, 69.99999941150043, 178.00000117988003, 16.500002414358967]|7369.2529296875000000|      0.00010000|[306, 120, 0, 30]                                                          |  | trying quadratic partial model with 13 points | iterate success | actual_k=4
      11|[97.00000098228747, 0.0090294541515979, 99.99999824368773, 65.00000207615615, 20.000000846594066, 69.99999941150043, 178.00000117988003, 16.500002414358967]|7369.2529296875000000|      0.00001000|[338, 132, 0, 33]                                                          |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[97.00000372561685, 0.0090285263130158, 99.9999965871302, 65.0000088710656, 20.00000617879582, 70.00000300983223, 178.0000000553949, 16.500002183170533]|7369.2329101562500000|      0.00010000|[369, 144, 0, 36]                                                          |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | iterate success | actual_k=4
      13|[97.00000372561685, 0.0090285263130158, 99.9999965871302, 65.0000088710656, 20.00000617879582, 70.00000300983223, 178.0000000553949, 16.500002183170533]|7369.2329101562500000|      0.00001000|[401, 156, 0, 39]                                                          |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[97.00000372561685, 0.0090285263130158, 99.9999965871302, 65.0000088710656, 20.00000617879582, 70.00000300983223, 178.0000000553949, 16.500002183170533]|7369.2329101562500000|      0.00000100|[432, 168, 0, 42]                                                          |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[97.00000372316384, 0.009029438712757, 99.9999966880716, 65.00000915153755, 20.00000644057116, 70.00000309469209, 178.00000000733422, 16.500002158077486]|7369.2265625000000000|      0.00001000|[454, 176, 0, 44]                                                          |  | trying quadratic partial model with 13 points | iterate success | actual_k=4
      16|[97.00000491294114, 0.0090307315000798, 99.99999862305792, 65.00001359971753, 20.000012515026814, 70.00000531311555, 178.00000219233056, 16.500007333792947]|7369.2026367187500000|      0.00010000|[484, 188, 0, 47]                                                          |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | iterate success | actual_k=4
