k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.20000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.04000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00800000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       4|[0.242026261111393, 0.3902248874684793, 0.4150883962621532, 0.3893990841459287] |  0.0044168736785650|      0.04000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       5|[0.242026261111393, 0.3902248874684793, 0.4150883962621532, 0.3893990841459287] |  0.0044168736785650|      0.00800000|[55, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       6|[0.242026261111393, 0.3902248874684793, 0.4150883962621532, 0.3893990841459287] |  0.0044168736785650|      0.00160000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.2404552159435231, 0.3903260098189067, 0.4151792207512306, 0.3891282663788959]|  0.0042785461992025|      0.00800000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[0.2404552159435231, 0.3903260098189067, 0.4151792207512306, 0.3891282663788959]|  0.0042785461992025|      0.00160000|[85, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[0.2389006442031122, 0.3905114852774505, 0.4152765438841127, 0.38881293517841]  |  0.0041533103212714|      0.00800000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[0.2389006442031122, 0.3905114852774505, 0.4152765438841127, 0.38881293517841]  |  0.0041533103212714|      0.00160000|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[0.2373551815348388, 0.3907235003788588, 0.4153444891879526, 0.3884636814405144]|  0.0040407795459032|      0.00800000|[116, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      12|[0.2373551815348388, 0.3907235003788588, 0.4153444891879526, 0.3884636814405144]|  0.0040407795459032|      0.00160000|[126, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[0.2358198648084994, 0.3909681897929521, 0.415395160114382, 0.3880890321409447] |  0.0039406409487128|      0.00800000|[136, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      14|[0.2358198648084994, 0.3909681897929521, 0.415395160114382, 0.3880890321409447] |  0.0039406409487128|      0.00160000|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[0.2343419688257658, 0.3913194396027326, 0.4154003311581145, 0.3875866176749352]|  0.0038518619257957|      0.00800000|[158, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      16|[0.2343419688257658, 0.3913194396027326, 0.4154003311581145, 0.3875866176749352]|  0.0038518619257957|      0.00160000|[168, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[0.2328975761401817, 0.3916929837392116, 0.4154191555080463, 0.3870088286201903]|  0.0037736317608505|      0.00800000|[178, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      18|[0.2328975761401817, 0.3916929837392116, 0.4154191555080463, 0.3870088286201903]|  0.0037736317608505|      0.00160000|[189, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[0.2315266166337092, 0.3921242844175122, 0.4153977608137014, 0.3863059829589218]|  0.0037047897931188|      0.00800000|[199, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      20|[0.2315266166337092, 0.3921242844175122, 0.4153977608137014, 0.3863059829589218]|  0.0037047897931188|      0.00160000|[211, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[0.2302166691479947, 0.3926277328068274, 0.4153174519508634, 0.385541700425747] |  0.0036441311240196|      0.00800000|[222, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      22|[0.2302166691479947, 0.3926277328068274, 0.4153174519508634, 0.385541700425747] |  0.0036441311240196|      0.00160000|[233, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[0.2295010342780806, 0.3934862174253502, 0.4145652270971267, 0.3846785499972912]|  0.0035953510086983|      0.00800000|[245, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      24|[0.2295010342780806, 0.3934862174253502, 0.4145652270971267, 0.3846785499972912]|  0.0035953510086983|      0.00160000|[256, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      25|[0.2284654223755133, 0.394136916550076, 0.414597625511977, 0.383647507331318]   |  0.0035429026465863|      0.00800000|[266, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      26|[0.2284654223755133, 0.394136916550076, 0.414597625511977, 0.383647507331318]   |  0.0035429026465863|      0.00160000|[276, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
