k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.554448037949173, -1.0132943423015919, 0.6081551689875485, 0.1428982192504011, -0.1686250974195233, 0.2065920144863121, 0.5514613212168805]|53761.4453125000000000|      5.00000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[10.554448037949173, -1.0132943423015919, 0.6081551689875485, 0.1428982192504011, -0.1686250974195233, 0.2065920144863121, 0.5514613212168805]|53761.4453125000000000|      1.00000000|[47, 7, 0, 7]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[10.80394201005742, -0.8264857741751457, 0.1316042710398477, 0.798422778743014, -0.005279908222002, -0.2479490328481548, 0.4385326013199319]|44049.6406250000000000|      5.00000000|[60, 9, 0, 9]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[10.80394201005742, -0.8264857741751457, 0.1316042710398477, 0.798422778743014, -0.005279908222002, -0.2479490328481548, 0.4385326013199319]|44049.6406250000000000|      1.00000000|[91, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[11.010877364686218, -0.9548051268442358, -0.0726602037343128, 1.3985959851650343, -0.5319847232526261, 0.2556169661535058, 0.5267560213772122]|39383.2226562500000000|      5.00000000|[105, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
       6|[11.010877364686218, -0.9548051268442358, -0.0726602037343128, 1.3985959851650343, -0.5319847232526261, 0.2556169661535058, 0.5267560213772122]|39383.2226562500000000|      1.00000000|[132, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[10.93315567798599, -1.36180285046797, -0.7625748589333572, 1.9562822900653067, -0.5552045068958988, 0.0765476902604208, 0.4334233779531669]|30060.1914062500000000|      5.00000000|[158, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=1
       8|[10.93315567798599, -1.36180285046797, -0.7625748589333572, 1.9562822900653067, -0.5552045068958988, 0.0765476902604208, 0.4334233779531669]|30060.1914062500000000|      1.00000000|[186, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[10.93315567798599, -1.36180285046797, -0.7625748589333572, 1.9562822900653067, -0.5552045068958988, 0.0765476902604208, 0.4334233779531669]|30060.1914062500000000|      0.20000000|[217, 33, 0, 33]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[10.966028061658102, -1.3628116855888257, -0.7364206203894135, 1.9866217770894126, -0.5601370446416394, 0.0647979780948638, 0.2406762007698773]|16194.0458984375000000|      1.00000000|[230, 35, 0, 35]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      11|[10.966028061658102, -1.3628116855888257, -0.7364206203894135, 1.9866217770894126, -0.5601370446416394, 0.0647979780948638, 0.2406762007698773]|16194.0458984375000000|      0.20000000|[262, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[10.96745652438104, -1.3057993723555852, -0.6015342177453934, 2.015671417825091, -0.5811686975507431, 0.1268671811192627, 0.1248555808408065]|8098.0615234375000000|      1.00000000|[287, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | iterate success | actual_k=1
      13|[10.96745652438104, -1.3057993723555852, -0.6015342177453934, 2.015671417825091, -0.5811686975507431, 0.1268671811192627, 0.1248555808408065]|8098.0615234375000000|      0.20000000|[319, 49, 0, 49]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[10.96745652438104, -1.3057993723555852, -0.6015342177453934, 2.015671417825091, -0.5811686975507431, 0.1268671811192627, 0.1248555808408065]|8098.0615234375000000|      0.04000000|[351, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[10.974783098120664, -1.3131550025618837, -0.6218825201066611, 1.9976487777938277, -0.6049538138176717, 0.1399838128898339, 0.1288013727749959]|7647.7133789062500000|      0.20000000|[365, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      16|[10.974783098120664, -1.3131550025618837, -0.6218825201066611, 1.9976487777938277, -0.6049538138176717, 0.1399838128898339, 0.1288013727749959]|7647.7133789062500000|      0.04000000|[397, 61, 0, 61]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
