k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.20000000|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.04000000|[59, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00800000|[88, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00160000|[117, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00032000|[146, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00006400|[175, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00001280|[204, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00000256|[233, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[94.89999999947517, 0.0090025593420788, 90.09999999799874, 112.9999999596754, 20.00000000602573, 73.8000000019536, 140.000000040865, 19.99999999473717]|18904.5175781250000000|      0.00001280|[262, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[94.89999999947517, 0.0090025593420788, 90.09999999799874, 112.9999999596754, 20.00000000602573, 73.8000000019536, 140.000000040865, 19.99999999473717]|18904.5175781250000000|      0.00000256|[291, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[94.90000000334832, 0.0090051186729769, 90.099999994783, 112.99999991508524, 20.000000002683677, 73.79999999908638, 140.0000000779774, 19.999999998611177]|18903.9335937500000000|      0.00001280|[320, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[94.90000000334832, 0.0090051186729769, 90.099999994783, 112.99999991508524, 20.000000002683677, 73.79999999908638, 140.0000000779774, 19.999999998611177]|18903.9335937500000000|      0.00000256|[349, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[94.90000000586325, 0.0090076778726604, 90.09999999167904, 112.999999867248, 20.00000000198234, 73.79999999722965, 140.00000012001814, 20.000000003221537]|18903.3847656250000000|      0.00001280|[378, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      14|[94.90000000586325, 0.0090076778726604, 90.09999999167904, 112.999999867248, 20.00000000198234, 73.79999999722965, 140.00000012001814, 20.000000003221537]|18903.3847656250000000|      0.00000256|[407, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[94.90000001224043, 0.0090102369514111, 90.09999999048787, 112.99999982160617, 19.999999998864027, 73.79999999603567, 140.0000001685553, 20.000000018177456]|18902.8691406250000000|      0.00001280|[437, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      16|[94.90000001224043, 0.0090102369514111, 90.09999999048787, 112.99999982160617, 19.999999998864027, 73.79999999603567, 140.0000001685553, 20.000000018177456]|18902.8691406250000000|      0.00000256|[466, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[94.90000001187362, 0.009012795889446, 90.09999998264577, 112.99999976894858, 19.99999999976253, 73.79999999188945, 140.00000021906598, 20.00000002386531]|18902.3867187500000000|      0.00001280|[495, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      18|[94.90000001187362, 0.009012795889446, 90.09999998264577, 112.99999976894858, 19.99999999976253, 73.79999999188945, 140.00000021906598, 20.00000002386531]|18902.3867187500000000|      0.00000256|[524, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[94.9000000093562, 0.0090153545992027, 90.0999999781242, 112.99999970785238, 19.999999999620883, 73.79999998674842, 140.00000027191672, 20.00000002888556]|18901.9394531250000000|      0.00001280|[553, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      20|[94.9000000093562, 0.0090153545992027, 90.0999999781242, 112.99999970785238, 19.999999999620883, 73.79999998674842, 140.00000027191672, 20.00000002888556]|18901.9394531250000000|      0.00000256|[583, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[94.89999999540046, 0.009017912805572, 90.09999998520959, 112.99999963497143, 20.0000000185642, 73.79999999000685, 140.00000031886515, 20.0000000612885]|18901.5273437500000000|      0.00001280|[612, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[94.89999999540046, 0.009017912805572, 90.09999998520959, 112.99999963497143, 20.0000000185642, 73.79999999000685, 140.00000031886515, 20.0000000612885]|18901.5273437500000000|      0.00000256|[641, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[94.89999999542844, 0.0090204707703065, 90.09999998012185, 112.99999957715698, 20.00000001866005, 73.79999998671236, 140.00000040164375, 20.000000074884937]|18901.1484375000000000|      0.00001280|[670, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      24|[94.89999999542844, 0.0090204707703065, 90.09999998012185, 112.99999957715698, 20.00000001866005, 73.79999998671236, 140.00000040164375, 20.000000074884937]|18901.1484375000000000|      0.00000256|[699, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[94.89999999534912, 0.0090230287761241, 90.09999998250572, 112.99999950305225, 20.000000016668633, 73.79999998464965, 140.00000046923972, 20.000000086356643]|18900.8046875000000000|      0.00001280|[728, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      26|[94.89999999534912, 0.0090230287761241, 90.09999998250572, 112.99999950305225, 20.000000016668633, 73.79999998464965, 140.00000046923972, 20.000000086356643]|18900.8046875000000000|      0.00000256|[757, 52, 0, 52]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[94.89999999701116, 0.0090255861020353, 90.09999997652388, 112.9999994126519, 20.000000022958755, 73.79999998033819, 140.00000054170204, 20.0000000991815]|18900.4921875000000000|      0.00001280|[786, 54, 0, 54]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
