k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      2.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.7756846101347052, -0.0509465138613051, -7.99137563491022]                    |  4.1547169685363770|      2.00000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[1.7756846101347052, -0.0509465138613051, -7.99137563491022]                    |  4.1547169685363770|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[1.7756846101347052, -0.0509465138613051, -7.99137563491022]                    |  4.1547169685363770|      0.50000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.424087151504275, -0.3403506749943807, -8.197832551974008]                    |  3.0778794288635254|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.4273665954256526, -0.2631072102004593, -8.221948526699322]                   |  1.2196950912475586|      2.00000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.4273665954256526, -0.2631072102004593, -8.221948526699322]                   |  1.2196950912475586|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.4273665954256526, -0.2631072102004593, -8.221948526699322]                   |  1.2196950912475586|      0.50000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.4273665954256526, -0.2631072102004593, -8.221948526699322]                   |  1.2196950912475586|      0.25000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.1872975722698576, -0.2327047334397436, -8.159158770147505]                   |  1.0663895606994629|      0.50000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.1872975722698576, -0.2327047334397436, -8.159158770147505]                   |  1.0663895606994629|      0.25000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.1872975722698576, -0.2327047334397436, -8.159158770147505]                   |  1.0663895606994629|      0.12500000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.0828462394354326, -0.1855448868475879, -8.209067365985462]                   |  1.0291558504104614|      0.25000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.0828462394354326, -0.1855448868475879, -8.209067365985462]                   |  1.0291558504104614|      0.12500000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.0828462394354326, -0.1855448868475879, -8.209067365985462]                   |  1.0291558504104614|      0.06250000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.0828462394354326, -0.1855448868475879, -8.209067365985462]                   |  1.0291558504104614|      0.03125000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.067094001660616, -0.1808064941309686, -8.182497135659988]                    |  1.0258809328079224|      0.06250000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[0.0275302108090129, -0.1345589669014326, -8.168280150093281]                   |  1.0137522220611572|      0.12500000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.0275302108090129, -0.1345589669014326, -8.168280150093281]                   |  1.0137522220611572|      0.06250000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.0068710284111141, -0.0755901694976194, -8.169739298954221]                   |  1.0043637752532959|      0.12500000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.0068710284111141, -0.0755901694976194, -8.169739298954221]                   |  1.0043637752532959|      0.06250000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
