k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.767024898648716, -0.9980683169216027, 0.8206669610465777, 0.1550610846419782, -0.1802774252509697, 0.1543032425508757, 0.5359749070176589]|53551.6171875000000000|      2.00000000|[129, 0, 0, 2]                                                             |  | trying quadratic partial model with 65 points | iterate success | actual_k=0
       2|[9.767024898648716, -0.9980683169216027, 0.8206669610465777, 0.1550610846419782, -0.1802774252509697, 0.1543032425508757, 0.5359749070176589]|53551.6171875000000000|      1.00000000|[257, 0, 0, 4]                                                             |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[9.767024898648716, -0.9980683169216027, 0.8206669610465777, 0.1550610846419782, -0.1802774252509697, 0.1543032425508757, 0.5359749070176589]|53551.6171875000000000|      0.50000000|[385, 0, 0, 6]                                                             |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[9.776288511147358, -0.9696669280151746, 0.865625301374242, 0.6225013819142844, -0.0668323882862373, 0.1947245821189389, 0.4173064545620269]|45997.1562500000000000|      1.00000000|[513, 0, 0, 8]                                                             |  | trying quadratic partial model with 65 points | iterate success | actual_k=0
       5|[9.780178834397578, -1.3474200727369292, 0.3333107541751141, 1.2972445464543558, -0.0870970421458074, -0.0400311427931418, 0.6685621116315292]|43367.4570312500000000|      2.00000000|[641, 0, 0, 10]                                                            |  | trying quadratic partial model with 65 points | iterate success | actual_k=0
       6|[9.780178834397578, -1.3474200727369292, 0.3333107541751141, 1.2972445464543558, -0.0870970421458074, -0.0400311427931418, 0.6685621116315292]|43367.4570312500000000|      1.00000000|[769, 0, 0, 12]                                                            |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[9.780178834397578, -1.3474200727369292, 0.3333107541751141, 1.2972445464543558, -0.0870970421458074, -0.0400311427931418, 0.6685621116315292]|43367.4570312500000000|      0.50000000|[897, 0, 0, 14]                                                            |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[9.788339697306045, -1.3408792500096374, 0.1558688530807376, 1.4918596956950023, 0.0359731319264634, -0.0062035573596543, 0.2632975559469064]|25063.9121093750000000|      1.00000000|[1025, 0, 0, 16]                                                           |  | trying quadratic partial model with 65 points | iterate success | actual_k=0
       9|[9.788339697306045, -1.3408792500096374, 0.1558688530807376, 1.4918596956950023, 0.0359731319264634, -0.0062035573596543, 0.2632975559469064]|25063.9121093750000000|      0.50000000|[1153, 0, 0, 18]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[9.788339697306045, -1.3408792500096374, 0.1558688530807376, 1.4918596956950023, 0.0359731319264634, -0.0062035573596543, 0.2632975559469064]|25063.9121093750000000|      0.25000000|[1281, 0, 0, 20]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[9.788339697306045, -1.3408792500096374, 0.1558688530807376, 1.4918596956950023, 0.0359731319264634, -0.0062035573596543, 0.2632975559469064]|25063.9121093750000000|      0.12500000|[1409, 0, 0, 22]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[9.789069461939219, -1.3496486588823737, 0.1270817310792429, 1.5149245875421686, 0.0521426850793846, 0.0265225248135814, 0.1499201932196935]|11790.3037109375000000|      0.25000000|[1537, 0, 0, 24]                                                           |  | trying quadratic partial model with 65 points | iterate success | actual_k=0
      13|[9.789069461939219, -1.3496486588823737, 0.1270817310792429, 1.5149245875421686, 0.0521426850793846, 0.0265225248135814, 0.1499201932196935]|11790.3037109375000000|      0.12500000|[1665, 0, 0, 26]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[9.789069461939219, -1.3496486588823737, 0.1270817310792429, 1.5149245875421686, 0.0521426850793846, 0.0265225248135814, 0.1499201932196935]|11790.3037109375000000|      0.06250000|[1793, 0, 0, 28]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[9.792371276558153, -1.3471758814180435, 0.1276143642783361, 1.516204140306934, 0.0549565576452101, 0.0282527326332245, 0.087659443621607]|9875.5957031250000000|      0.12500000|[1921, 0, 0, 30]                                                           |  | trying quadratic partial model with 65 points | iterate success | actual_k=0
      16|[9.792371276558153, -1.3471758814180435, 0.1276143642783361, 1.516204140306934, 0.0549565576452101, 0.0282527326332245, 0.087659443621607]|9875.5957031250000000|      0.06250000|[2049, 0, 0, 32]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[9.792371276558153, -1.3471758814180435, 0.1276143642783361, 1.516204140306934, 0.0549565576452101, 0.0282527326332245, 0.087659443621607]|9875.5957031250000000|      0.03125000|[2177, 0, 0, 34]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[9.796785705408757, -1.35220589617061, 0.1377388008516695, 1.5182142555280727, 0.0557127460131197, 0.0414089526457846, 0.113185343106553]|7872.6220703125000000|      0.06250000|[2305, 0, 0, 36]                                                           |  | trying quadratic partial model with 65 points | iterate success | actual_k=0
      19|[9.796785705408757, -1.35220589617061, 0.1377388008516695, 1.5182142555280727, 0.0557127460131197, 0.0414089526457846, 0.113185343106553]|7872.6220703125000000|      0.03125000|[2433, 0, 0, 38]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[9.796785705408757, -1.35220589617061, 0.1377388008516695, 1.5182142555280727, 0.0557127460131197, 0.0414089526457846, 0.113185343106553]|7872.6220703125000000|      0.01562500|[2561, 0, 0, 40]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[9.792230271055804, -1.3506552487975982, 0.1345993418405267, 1.5220726746643143, 0.0611252637900365, 0.0468982848217175, 0.1014886590446587]|7784.1396484375000000|      0.03125000|[2689, 0, 0, 42]                                                           |  | trying quadratic partial model with 65 points | iterate success | actual_k=0
      22|[9.792230271055804, -1.3506552487975982, 0.1345993418405267, 1.5220726746643143, 0.0611252637900365, 0.0468982848217175, 0.1014886590446587]|7784.1396484375000000|      0.01562500|[2817, 0, 0, 44]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[9.792230271055804, -1.3506552487975982, 0.1345993418405267, 1.5220726746643143, 0.0611252637900365, 0.0468982848217175, 0.1014886590446587]|7784.1396484375000000|      0.00781250|[2945, 0, 0, 46]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      24|[9.792780252930774, -1.350530401322896, 0.134542777366127, 1.5225560206369884, 0.0604946701753526, 0.0468819012669232, 0.1092399395645763]|7704.4404296875000000|      0.01562500|[3073, 0, 0, 48]                                                           |  | trying quadratic partial model with 65 points | iterate success | actual_k=0
      25|[9.792780252930774, -1.350530401322896, 0.134542777366127, 1.5225560206369884, 0.0604946701753526, 0.0468819012669232, 0.1092399395645763]|7704.4404296875000000|      0.00781250|[3201, 0, 0, 50]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      26|[9.792780252930774, -1.350530401322896, 0.134542777366127, 1.5225560206369884, 0.0604946701753526, 0.0468819012669232, 0.1092399395645763]|7704.4404296875000000|      0.00390625|[3329, 0, 0, 52]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      27|[9.792645940127924, -1.3505788892498856, 0.1350395491222008, 1.522797296736174, 0.0607135259005675, 0.0482950771691433, 0.1056498925228676]|7671.0854492187500000|      0.00781250|[3457, 0, 0, 54]                                                           |  | trying quadratic partial model with 65 points | iterate success | actual_k=0
      28|[9.792645940127924, -1.3505788892498856, 0.1350395491222008, 1.522797296736174, 0.0607135259005675, 0.0482950771691433, 0.1056498925228676]|7671.0854492187500000|      0.00390625|[3585, 0, 0, 56]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      29|[9.792645940127924, -1.3505788892498856, 0.1350395491222008, 1.522797296736174, 0.0607135259005675, 0.0482950771691433, 0.1056498925228676]|7671.0854492187500000|      0.00195312|[3713, 0, 0, 58]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      30|[9.793284220096774, -1.350919458239363, 0.1354875051374616, 1.5221701957452052, 0.0605022417012497, 0.049160343242317, 0.1070297700810759]|7667.4541015625000000|      0.00390625|[3841, 0, 0, 60]                                                           |  | trying quadratic partial model with 65 points | iterate success | actual_k=0
      31|[9.793284220096774, -1.350919458239363, 0.1354875051374616, 1.5221701957452052, 0.0605022417012497, 0.049160343242317, 0.1070297700810759]|7667.4541015625000000|      0.00195312|[3969, 0, 0, 62]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      32|[9.793381136240885, -1.3508417970024125, 0.1356300593781313, 1.522762859205073, 0.0608978534802274, 0.0505728451618647, 0.1059001545631567]|7662.0336914062500000|      0.00390625|[4097, 0, 0, 64]                                                           |  | trying quadratic partial model with 65 points | iterate success | actual_k=0
      33|[9.793381136240885, -1.3508417970024125, 0.1356300593781313, 1.522762859205073, 0.0608978534802274, 0.0505728451618647, 0.1059001545631567]|7662.0336914062500000|      0.00195312|[4225, 0, 0, 66]                                                           |  | trying quadratic partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
