k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3747608920950057, 0.0797095312778555, -0.004230393703097, 0.3412320516556853, 0.2813863685060732, 0.2369410940818939, 0.1407433950978369, -0.1597388580050057, -0.3424089535477906, 0.0291293031903155, 0.099735241409874, -0.0846681391623341, 0.0930650738771747, -0.2868813583100472, 0.1484125021073299, 0.0725495723862729, -0.0584381798738602, 0.1477149775037801, -0.1459984815515477, 0.3529909438652921, -0.1685676998119672, 0.3210466598085497]| 13.9616107940673828|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[1.448393822918014, -0.3256764685754965, -0.5001996414831061, 1.0691491357040181, 0.7491343372659003, 0.0494484282352549, 0.5372709607617839, -0.1969092887338129, -0.4400389484070609, 0.0355969734318698, -0.0466453881998893, -0.2037100635290249, 0.7122023530976661, -0.3192665462561836, -0.1463538739074099, -0.2884301103384482, -0.2024033364246837, 0.2898633138412323, -0.2644627261800332, 0.8694323110185675, -0.8889587625033195, 0.2362974067811865]| 12.4698038101196289|      4.00000000|[53, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[1.448393822918014, -0.3256764685754965, -0.5001996414831061, 1.0691491357040181, 0.7491343372659003, 0.0494484282352549, 0.5372709607617839, -0.1969092887338129, -0.4400389484070609, 0.0355969734318698, -0.0466453881998893, -0.2037100635290249, 0.7122023530976661, -0.3192665462561836, -0.1463538739074099, -0.2884301103384482, -0.2024033364246837, 0.2898633138412323, -0.2644627261800332, 0.8694323110185675, -0.8889587625033195, 0.2362974067811865]| 12.4698038101196289|      2.00000000|[79, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       4|[1.448393822918014, -0.3256764685754965, -0.5001996414831061, 1.0691491357040181, 0.7491343372659003, 0.0494484282352549, 0.5372709607617839, -0.1969092887338129, -0.4400389484070609, 0.0355969734318698, -0.0466453881998893, -0.2037100635290249, 0.7122023530976661, -0.3192665462561836, -0.1463538739074099, -0.2884301103384482, -0.2024033364246837, 0.2898633138412323, -0.2644627261800332, 0.8694323110185675, -0.8889587625033195, 0.2362974067811865]| 12.4698038101196289|      1.00000000|[105, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       5|[1.9968194686909064, -0.225303176987155, -0.4518321550871257, 1.5822215324759028, 0.586183289330103, 0.3022561895190299, 0.7086752584650217, -0.180964610830432, -0.5431898987065009, -0.012664497223556, 0.1043972917245188, -0.0279883613139899, 0.8742613792765004, -0.2889370752626793, 0.117549836776646, -0.092761916772221, -0.3201689100259158, 0.3953891895164804, -0.1614293650946433, 1.112425815479751, -0.8138145079665718, 0.273513176334502]| 12.1490859985351562|      2.00000000|[131, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[1.9968194686909064, -0.225303176987155, -0.4518321550871257, 1.5822215324759028, 0.586183289330103, 0.3022561895190299, 0.7086752584650217, -0.180964610830432, -0.5431898987065009, -0.012664497223556, 0.1043972917245188, -0.0279883613139899, 0.8742613792765004, -0.2889370752626793, 0.117549836776646, -0.092761916772221, -0.3201689100259158, 0.3953891895164804, -0.1614293650946433, 1.112425815479751, -0.8138145079665718, 0.273513176334502]| 12.1490859985351562|      1.00000000|[157, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       7|[1.9968194686909064, -0.225303176987155, -0.4518321550871257, 1.5822215324759028, 0.586183289330103, 0.3022561895190299, 0.7086752584650217, -0.180964610830432, -0.5431898987065009, -0.012664497223556, 0.1043972917245188, -0.0279883613139899, 0.8742613792765004, -0.2889370752626793, 0.117549836776646, -0.092761916772221, -0.3201689100259158, 0.3953891895164804, -0.1614293650946433, 1.112425815479751, -0.8138145079665718, 0.273513176334502]| 12.1490859985351562|      0.50000000|[184, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       8|[1.9968194686909064, -0.225303176987155, -0.4518321550871257, 1.5822215324759028, 0.586183289330103, 0.3022561895190299, 0.7086752584650217, -0.180964610830432, -0.5431898987065009, -0.012664497223556, 0.1043972917245188, -0.0279883613139899, 0.8742613792765004, -0.2889370752626793, 0.117549836776646, -0.092761916772221, -0.3201689100259158, 0.3953891895164804, -0.1614293650946433, 1.112425815479751, -0.8138145079665718, 0.273513176334502]| 12.1490859985351562|      0.25000000|[212, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       9|[1.9968194686909064, -0.225303176987155, -0.4518321550871257, 1.5822215324759028, 0.586183289330103, 0.3022561895190299, 0.7086752584650217, -0.180964610830432, -0.5431898987065009, -0.012664497223556, 0.1043972917245188, -0.0279883613139899, 0.8742613792765004, -0.2889370752626793, 0.117549836776646, -0.092761916772221, -0.3201689100259158, 0.3953891895164804, -0.1614293650946433, 1.112425815479751, -0.8138145079665718, 0.273513176334502]| 12.1490859985351562|      0.12500000|[238, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      10|[1.9968194686909064, -0.225303176987155, -0.4518321550871257, 1.5822215324759028, 0.586183289330103, 0.3022561895190299, 0.7086752584650217, -0.180964610830432, -0.5431898987065009, -0.012664497223556, 0.1043972917245188, -0.0279883613139899, 0.8742613792765004, -0.2889370752626793, 0.117549836776646, -0.092761916772221, -0.3201689100259158, 0.3953891895164804, -0.1614293650946433, 1.112425815479751, -0.8138145079665718, 0.273513176334502]| 12.1490859985351562|      0.06250000|[264, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      11|[2.005404928994538, -0.2370259713947954, -0.4416865701556899, 1.6173614300793062, 0.5713238726508942, 0.2957142806666553, 0.7232956783644497, -0.1670554845741478, -0.5430067710836632, -0.0067682084248959, 0.1048258577268917, -0.0331652707507871, 0.8672883384966309, -0.2898347433957083, 0.104016827175403, -0.1024154741241401, -0.3174739112072021, 0.4203762886766851, -0.1831150624551352, 1.1153969118836164, -0.8004630823251325, 0.2703462656172217]| 12.1469469070434570|      0.12500000|[290, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[2.005404928994538, -0.2370259713947954, -0.4416865701556899, 1.6173614300793062, 0.5713238726508942, 0.2957142806666553, 0.7232956783644497, -0.1670554845741478, -0.5430067710836632, -0.0067682084248959, 0.1048258577268917, -0.0331652707507871, 0.8672883384966309, -0.2898347433957083, 0.104016827175403, -0.1024154741241401, -0.3174739112072021, 0.4203762886766851, -0.1831150624551352, 1.1153969118836164, -0.8004630823251325, 0.2703462656172217]| 12.1469469070434570|      0.06250000|[316, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      13|[2.005404928994538, -0.2370259713947954, -0.4416865701556899, 1.6173614300793062, 0.5713238726508942, 0.2957142806666553, 0.7232956783644497, -0.1670554845741478, -0.5430067710836632, -0.0067682084248959, 0.1048258577268917, -0.0331652707507871, 0.8672883384966309, -0.2898347433957083, 0.104016827175403, -0.1024154741241401, -0.3174739112072021, 0.4203762886766851, -0.1831150624551352, 1.1153969118836164, -0.8004630823251325, 0.2703462656172217]| 12.1469469070434570|      0.03125000|[342, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      14|[2.020582801536134, -0.2356677200145052, -0.4422401104215887, 1.6258053661920857, 0.5659549488287913, 0.295015081299777, 0.7107805688433881, -0.1630275515751217, -0.5295181433929095, -0.0040017081128156, 0.1018118878827935, -0.0357813199816209, 0.8661788414813023, -0.284523088428042, 0.1078744531929958, -0.1044376021843461, -0.3208397690561853, 0.4110671668175251, -0.1891897670303315, 1.122400582343929, -0.8006887757164579, 0.2760598063631873]| 12.1463317871093750|      0.06250000|[369, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[2.020582801536134, -0.2356677200145052, -0.4422401104215887, 1.6258053661920857, 0.5659549488287913, 0.295015081299777, 0.7107805688433881, -0.1630275515751217, -0.5295181433929095, -0.0040017081128156, 0.1018118878827935, -0.0357813199816209, 0.8661788414813023, -0.284523088428042, 0.1078744531929958, -0.1044376021843461, -0.3208397690561853, 0.4110671668175251, -0.1891897670303315, 1.122400582343929, -0.8006887757164579, 0.2760598063631873]| 12.1463317871093750|      0.03125000|[396, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      16|[2.030963478654115, -0.2320112942023497, -0.4336969819903473, 1.6422982419781498, 0.5719994487462522, 0.2984664155081502, 0.7107557801614687, -0.1652546226427178, -0.5345483872328283, -0.0060308083474938, 0.0975185997258078, -0.0353599088378687, 0.8651063762169712, -0.2809979720217065, 0.104529221931734, -0.1094994030982291, -0.3205978578830168, 0.4165200959016277, -0.2005076163936538, 1.1093557671061964, -0.7978839835366741, 0.2808228071597619]| 12.1458644866943359|      0.06250000|[422, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      17|[2.030963478654115, -0.2320112942023497, -0.4336969819903473, 1.6422982419781498, 0.5719994487462522, 0.2984664155081502, 0.7107557801614687, -0.1652546226427178, -0.5345483872328283, -0.0060308083474938, 0.0975185997258078, -0.0353599088378687, 0.8651063762169712, -0.2809979720217065, 0.104529221931734, -0.1094994030982291, -0.3205978578830168, 0.4165200959016277, -0.2005076163936538, 1.1093557671061964, -0.7978839835366741, 0.2808228071597619]| 12.1458644866943359|      0.03125000|[448, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      18|[2.030963478654115, -0.2320112942023497, -0.4336969819903473, 1.6422982419781498, 0.5719994487462522, 0.2984664155081502, 0.7107557801614687, -0.1652546226427178, -0.5345483872328283, -0.0060308083474938, 0.0975185997258078, -0.0353599088378687, 0.8651063762169712, -0.2809979720217065, 0.104529221931734, -0.1094994030982291, -0.3205978578830168, 0.4165200959016277, -0.2005076163936538, 1.1093557671061964, -0.7978839835366741, 0.2808228071597619]| 12.1458644866943359|      0.01562500|[474, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      19|[2.034455793909847, -0.2299524776354293, -0.4351418187685158, 1.6500787317301098, 0.5722804721840554, 0.2977086307282458, 0.707101124016189, -0.1659623337382813, -0.5371711200956001, -0.0040634943676683, 0.0961756041086089, -0.0337457132488521, 0.8638063593537134, -0.2850848841111596, 0.1007289857385753, -0.1043655718036908, -0.3207003704235077, 0.4151016966126035, -0.2002004119395104, 1.1035414693325296, -0.8038770683873283, 0.2787293921017454]| 12.1457881927490234|      0.03125000|[500, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
