k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.23456790|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.11111111|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      1.23456790|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      1.11111111|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      0.90000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      0.81000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      0.72900000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      0.65610000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      0.59049000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      0.53144100|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      0.47829690|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      0.43046721|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      0.38742049|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.945004978317052, -0.1043251632136813, -7.4535292958039]                      |  4.7906169891357422|      0.43046721|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[1.945004978317052, -0.1043251632136813, -7.4535292958039]                      |  4.7906169891357422|      0.38742049|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.945004978317052, -0.1043251632136813, -7.4535292958039]                      |  4.7906169891357422|      0.34867844|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.945004978317052, -0.1043251632136813, -7.4535292958039]                      |  4.7906169891357422|      0.31381060|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.6691350092682726, -0.2305199304412661, -7.373231530456648]                   |  3.8162202835083008|      0.34867844|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[1.6691350092682726, -0.2305199304412661, -7.373231530456648]                   |  3.8162202835083008|      0.31381060|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.6691350092682726, -0.2305199304412661, -7.373231530456648]                   |  3.8162202835083008|      0.28242954|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.6691350092682726, -0.2305199304412661, -7.373231530456648]                   |  3.8162202835083008|      0.25418658|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.420182640123014, -0.2666972704506814, -7.3368345957083365]                   |  3.0538644790649414|      0.28242954|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[1.150782118546474, -0.3507632053003837, -7.347912530940426]                    |  2.3748722076416016|      0.31381060|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[1.150782118546474, -0.3507632053003837, -7.347912530940426]                    |  2.3748722076416016|      0.28242954|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.150782118546474, -0.3507632053003837, -7.347912530940426]                    |  2.3748722076416016|      0.25418658|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.150782118546474, -0.3507632053003837, -7.347912530940426]                    |  2.3748722076416016|      0.22876792|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.150782118546474, -0.3507632053003837, -7.347912530940426]                    |  2.3748722076416016|      0.20589113|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.9478224044084627, -0.3462762435774362, -7.382240069254872]                   |  1.9483661651611328|      0.22876792|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.9478224044084627, -0.3462762435774362, -7.382240069254872]                   |  1.9483661651611328|      0.20589113|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.9478224044084627, -0.3462762435774362, -7.382240069254872]                   |  1.9483661651611328|      0.18530202|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.9478224044084627, -0.3462762435774362, -7.382240069254872]                   |  1.9483661651611328|      0.16677182|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.9478224044084627, -0.3462762435774362, -7.382240069254872]                   |  1.9483661651611328|      0.15009464|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.798716217791732, -0.3294889627708822, -7.385972610035329]                    |  1.6855164766311646|      0.16677182|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.6323280112820262, -0.3247787385634867, -7.375695574141211]                   |  1.4466779232025146|      0.18530202|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.6323280112820262, -0.3247787385634867, -7.375695574141211]                   |  1.4466779232025146|      0.16677182|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.6323280112820262, -0.3247787385634867, -7.375695574141211]                   |  1.4466779232025146|      0.15009464|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.6323280112820262, -0.3247787385634867, -7.375695574141211]                   |  1.4466779232025146|      0.13508517|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.6323280112820262, -0.3247787385634867, -7.375695574141211]                   |  1.4466779232025146|      0.12157665|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.5185685055743807, -0.2953792674274022, -7.406925830296186]                   |  1.3110178709030151|      0.13508517|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.5185685055743807, -0.2953792674274022, -7.406925830296186]                   |  1.3110178709030151|      0.12157665|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.5185685055743807, -0.2953792674274022, -7.406925830296186]                   |  1.3110178709030151|      0.10941899|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.5185685055743807, -0.2953792674274022, -7.406925830296186]                   |  1.3110178709030151|      0.09847709|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.5185685055743807, -0.2953792674274022, -7.406925830296186]                   |  1.3110178709030151|      0.08862938|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.4353367112156674, -0.2708676759969472, -7.388847735688229]                   |  1.2272877693176270|      0.09847709|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.4353367112156674, -0.2708676759969472, -7.388847735688229]                   |  1.2272877693176270|      0.08862938|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.3477199688002434, -0.2839559677286074, -7.386169997961127]                   |  1.1610110998153687|      0.09847709|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.3477199688002434, -0.2839559677286074, -7.386169997961127]                   |  1.1610110998153687|      0.08862938|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.3477199688002434, -0.2839559677286074, -7.386169997961127]                   |  1.1610110998153687|      0.07976644|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.3477199688002434, -0.2839559677286074, -7.386169997961127]                   |  1.1610110998153687|      0.07178980|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.3477199688002434, -0.2839559677286074, -7.386169997961127]                   |  1.1610110998153687|      0.06461082|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.2851977632981947, -0.270936581771787, -7.3959693513273566]                   |  1.1191288232803345|      0.07178980|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.2851977632981947, -0.270936581771787, -7.3959693513273566]                   |  1.1191288232803345|      0.06461082|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.2851977632981947, -0.270936581771787, -7.3959693513273566]                   |  1.1191288232803345|      0.05814974|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.2332253980843214, -0.2457247129061038, -7.389289019307307]                   |  1.0875111818313599|      0.06461082|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.2332253980843214, -0.2457247129061038, -7.389289019307307]                   |  1.0875111818313599|      0.05814974|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.2332253980843214, -0.2457247129061038, -7.389289019307307]                   |  1.0875111818313599|      0.05233476|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.2332253980843214, -0.2457247129061038, -7.389289019307307]                   |  1.0875111818313599|      0.04710129|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.2332253980843214, -0.2457247129061038, -7.389289019307307]                   |  1.0875111818313599|      0.04239116|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.2038025412394014, -0.2152661764436595, -7.39118199357119]                    |  1.0688387155532837|      0.04710129|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.2038025412394014, -0.2152661764436595, -7.39118199357119]                    |  1.0688387155532837|      0.04239116|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1639675380460045, -0.200771361577968, -7.391470372672068]                    |  1.0514008998870850|      0.04710129|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.1639675380460045, -0.200771361577968, -7.391470372672068]                    |  1.0514008998870850|      0.04239116|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1639675380460045, -0.200771361577968, -7.391470372672068]                    |  1.0514008998870850|      0.03815204|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.1639675380460045, -0.200771361577968, -7.391470372672068]                    |  1.0514008998870850|      0.03433684|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.1639675380460045, -0.200771361577968, -7.391470372672068]                    |  1.0514008998870850|      0.03090315|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.1639675380460045, -0.200771361577968, -7.391470372672068]                    |  1.0514008998870850|      0.02781284|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.1422121910149172, -0.1878563811799544, -7.403022955371245]                   |  1.0422823429107666|      0.03090315|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.1422121910149172, -0.1878563811799544, -7.403022955371245]                   |  1.0422823429107666|      0.02781284|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.1208320354756918, -0.1712287204833942, -7.3967012578916105]                  |  1.0335124731063843|      0.03090315|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.1208320354756918, -0.1712287204833942, -7.3967012578916105]                  |  1.0335124731063843|      0.02781284|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.1003194923893182, -0.1524491258511861, -7.3963600662665145]                  |  1.0255322456359863|      0.03090315|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.1003194923893182, -0.1524491258511861, -7.3963600662665145]                  |  1.0255322456359863|      0.02781284|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.1003194923893182, -0.1524491258511861, -7.3963600662665145]                  |  1.0255322456359863|      0.02503156|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.0804319423108023, -0.1372676644483823, -7.395593691836161]                   |  1.0192663669586182|      0.02781284|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.0804319423108023, -0.1372676644483823, -7.395593691836161]                   |  1.0192663669586182|      0.02503156|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.0804319423108023, -0.1372676644483823, -7.395593691836161]                   |  1.0192663669586182|      0.02252840|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.0804319423108023, -0.1372676644483823, -7.395593691836161]                   |  1.0192663669586182|      0.02027556|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.0627161542146265, -0.1307342514146086, -7.402980415261822]                   |  1.0156295299530029|      0.02252840|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
