k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.2650276812646949, -0.0434963686163323, -0.2394006852891959, -0.1542751639744334, 0.7380074454744687, 0.3378182889413326, 0.0076545940484071, 0.1188221899877573, 0.4168949366229379]|115959.3828125000000000|      2.00000000|[23, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[-0.2650276812646949, -0.0434963686163323, -0.2394006852891959, -0.1542751639744334, 0.7380074454744687, 0.3378182889413326, 0.0076545940484071, 0.1188221899877573, 0.4168949366229379]|115959.3828125000000000|      1.00000000|[80, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 32 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.0306214365475747, 0.4763042760044901, -0.2698961313230646, 0.0645915711263404, 1.0832638882659311, 0.0590484203936379, -0.2654632711477882, -0.3958508127074039, 0.1777925524139274]|9347.1064453125000000|      2.00000000|[102, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[0.0306214365475747, 0.4763042760044901, -0.2698961313230646, 0.0645915711263404, 1.0832638882659311, 0.0590484203936379, -0.2654632711477882, -0.3958508127074039, 0.1777925524139274]|9347.1064453125000000|      1.00000000|[161, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 50 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.0306214365475747, 0.4763042760044901, -0.2698961313230646, 0.0645915711263404, 1.0832638882659311, 0.0590484203936379, -0.2654632711477882, -0.3958508127074039, 0.1777925524139274]|9347.1064453125000000|      0.50000000|[219, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 48 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.0306214365475747, 0.4763042760044901, -0.2698961313230646, 0.0645915711263404, 1.0832638882659311, 0.0590484203936379, -0.2654632711477882, -0.3958508127074039, 0.1777925524139274]|9347.1064453125000000|      0.25000000|[276, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 48 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[0.0306214365475747, 0.4763042760044901, -0.2698961313230646, 0.0645915711263404, 1.0832638882659311, 0.0590484203936379, -0.2654632711477882, -0.3958508127074039, 0.1777925524139274]|9347.1064453125000000|      0.12500000|[338, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 32 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[0.0101993656333123, 0.5180470509744389, -0.3026019433038101, -0.0222117207672819, 1.0793771169953308, 0.0212397458372183, -0.2271148421045691, -0.3579769272588839, 0.1551792363188005]|128.5249023437500000|      0.25000000|[360, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[0.0101993656333123, 0.5180470509744389, -0.3026019433038101, -0.0222117207672819, 1.0793771169953308, 0.0212397458372183, -0.2271148421045691, -0.3579769272588839, 0.1551792363188005]|128.5249023437500000|      0.12500000|[417, 168, 0, 42]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.0101993656333123, 0.5180470509744389, -0.3026019433038101, -0.0222117207672819, 1.0793771169953308, 0.0212397458372183, -0.2271148421045691, -0.3579769272588839, 0.1551792363188005]|128.5249023437500000|      0.06250000|[475, 192, 0, 48]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 50 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[0.0101993656333123, 0.5180470509744389, -0.3026019433038101, -0.0222117207672819, 1.0793771169953308, 0.0212397458372183, -0.2271148421045691, -0.3579769272588839, 0.1551792363188005]|128.5249023437500000|      0.03125000|[532, 216, 0, 54]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 47 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[0.0101993656333123, 0.5180470509744389, -0.3026019433038101, -0.0222117207672819, 1.0793771169953308, 0.0212397458372183, -0.2271148421045691, -0.3579769272588839, 0.1551792363188005]|128.5249023437500000|      0.01562500|[591, 240, 0, 60]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 50 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
