k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.4073850150901479, -1.4579257167884014, -0.7067587561750711]                 |522.8057250976562500|     10.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[-0.4073850150901479, -1.4579257167884014, -0.7067587561750711]                 |522.8057250976562500|      1.00000000|[33, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.2275703175804534, -1.2678794224990597, -1.4555672307131569]                  | 68.4515914916992188|     10.00000000|[41, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
       6|[0.2275703175804534, -1.2678794224990597, -1.4555672307131569]                  | 68.4515914916992188|      1.00000000|[51, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.2275703175804534, -1.2678794224990597, -1.4555672307131569]                  | 68.4515914916992188|      0.10000000|[61, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.3092803097672495, -1.2215989329573673, -1.4899415447370763]                  | 46.8600082397460938|      1.00000000|[66, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.3092803097672495, -1.2215989329573673, -1.4899415447370763]                  | 46.8600082397460938|      0.10000000|[76, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.3677459705221141, -1.1433231139784923, -1.4686187241993645]                  | 34.9374046325683594|      1.00000000|[81, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.3677459705221141, -1.1433231139784923, -1.4686187241993645]                  | 34.9374046325683594|      0.10000000|[93, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.4220464370029847, -1.0873527418183178, -1.5312188582264687]                  | 19.5168819427490234|      1.00000000|[99, 38, 0, 38]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.4220464370029847, -1.0873527418183178, -1.5312188582264687]                  | 19.5168819427490234|      0.10000000|[110, 43, 0, 43]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.4340679316482829, -1.0137349410035983, -1.5978214337749965]                  | 10.2803325653076172|      1.00000000|[116, 45, 0, 45]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.4340679316482829, -1.0137349410035983, -1.5978214337749965]                  | 10.2803325653076172|      0.10000000|[126, 49, 0, 49]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.4953857809552561, -0.9364408349735265, -1.6141230450260153]                  |  4.2004127502441406|      1.00000000|[132, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.4953857809552561, -0.9364408349735265, -1.6141230450260153]                  |  4.2004127502441406|      0.10000000|[142, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.4953857809552561, -0.9364408349735265, -1.6141230450260153]                  |  4.2004127502441406|      0.01000000|[153, 59, 0, 59]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.5015306808966332, -0.9295661405703474, -1.6179932881157142]                  |  3.8281600475311279|      0.10000000|[159, 61, 0, 61]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.5015306808966332, -0.9295661405703474, -1.6179932881157142]                  |  3.8281600475311279|      0.01000000|[169, 65, 0, 65]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.4989768039814792, -0.9214870971785009, -1.6233042927829033]                  |  3.6186146736145020|      0.10000000|[175, 67, 0, 67]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.4989768039814792, -0.9214870971785009, -1.6233042927829033]                  |  3.6186146736145020|      0.01000000|[185, 71, 0, 71]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.5048880610058302, -0.9146845384266122, -1.6276381403597298]                  |  3.3347349166870117|      0.10000000|[194, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      24|[0.5048880610058302, -0.9146845384266122, -1.6276381403597298]                  |  3.3347349166870117|      0.01000000|[204, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.5112551827245533, -0.9074100793084687, -1.6301958748176872]                  |  3.1129562854766846|      0.10000000|[209, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.5112551827245533, -0.9074100793084687, -1.6301958748176872]                  |  3.1129562854766846|      0.01000000|[220, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.5162265243670805, -0.8987876824783324, -1.631165428930117]                   |  2.9465432167053223|      0.10000000|[225, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.5162265243670805, -0.8987876824783324, -1.631165428930117]                   |  2.9465432167053223|      0.01000000|[235, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.5194577898276668, -0.8906702755998887, -1.6360302649081346]                  |  2.8291180133819580|      0.10000000|[240, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.5194577898276668, -0.8906702755998887, -1.6360302649081346]                  |  2.8291180133819580|      0.01000000|[251, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.5173924887008534, -0.8812460705614461, -1.6386606433312856]                  |  2.7600867748260498|      0.10000000|[257, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
