k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5030594057490606, 0.219997737567423, -0.0094152003653158, 0.6147669212974969, 0.2551471439629958, 0.0755113011843253, -0.0397174401498189, -0.0875140319771813, -0.087682670845161, -0.049342991281034, -0.0527704140497509, 0.2056293546118058, 0.1387892504141755, -0.0368446891974513, -0.1160081765189298, -0.0860152118120509, 0.0669841982523529, 0.2944524409561752, 0.1258584609719112, 0.0947415116331383, -0.1530258483291285, 0.0661592318569267]| 13.4519863128662109|      1.11111111|[54, 8, 0, 2]                                                              |  | trying linear partial model with 29 points | iterate success | actual_k=4
       2|[1.0368402263367766, 0.1464504086011549, 0.2467008666954191, 1.2991343042474157, -0.1887488500530749, 0.0607208782208739, -0.0483296004813348, -0.215060027943235, -0.3186238221769459, -0.0286136349229775, 0.0579644506941687, 0.1165756414205507, 0.0709470742276284, 0.0783330731598705, -0.0467369308800604, -0.0404966306399329, -0.1153716479651301, 0.1860626739595077, -0.096644634510778, 0.1177228774455209, -0.1055437528480513, 0.0924361329804109]| 12.4284019470214844|      1.23456790|[107, 16, 0, 4]                                                            |  | trying linear partial model with 29 points | iterate success | actual_k=4
       3|[1.0368402263367766, 0.1464504086011549, 0.2467008666954191, 1.2991343042474157, -0.1887488500530749, 0.0607208782208739, -0.0483296004813348, -0.215060027943235, -0.3186238221769459, -0.0286136349229775, 0.0579644506941687, 0.1165756414205507, 0.0709470742276284, 0.0783330731598705, -0.0467369308800604, -0.0404966306399329, -0.1153716479651301, 0.1860626739595077, -0.096644634510778, 0.1177228774455209, -0.1055437528480513, 0.0924361329804109]| 12.4284019470214844|      1.11111111|[160, 24, 0, 6]                                                            |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       4|[1.0368402263367766, 0.1464504086011549, 0.2467008666954191, 1.2991343042474157, -0.1887488500530749, 0.0607208782208739, -0.0483296004813348, -0.215060027943235, -0.3186238221769459, -0.0286136349229775, 0.0579644506941687, 0.1165756414205507, 0.0709470742276284, 0.0783330731598705, -0.0467369308800604, -0.0404966306399329, -0.1153716479651301, 0.1860626739595077, -0.096644634510778, 0.1177228774455209, -0.1055437528480513, 0.0924361329804109]| 12.4284019470214844|      1.00000000|[212, 32, 0, 8]                                                            |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       5|[1.0368402263367766, 0.1464504086011549, 0.2467008666954191, 1.2991343042474157, -0.1887488500530749, 0.0607208782208739, -0.0483296004813348, -0.215060027943235, -0.3186238221769459, -0.0286136349229775, 0.0579644506941687, 0.1165756414205507, 0.0709470742276284, 0.0783330731598705, -0.0467369308800604, -0.0404966306399329, -0.1153716479651301, 0.1860626739595077, -0.096644634510778, 0.1177228774455209, -0.1055437528480513, 0.0924361329804109]| 12.4284019470214844|      0.90000000|[265, 40, 0, 10]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       6|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      1.00000000|[318, 48, 0, 12]                                                           |  | trying linear partial model with 29 points | iterate success | actual_k=4
       7|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.90000000|[371, 56, 0, 14]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       8|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.81000000|[425, 64, 0, 16]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       9|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.72900000|[478, 72, 0, 18]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      10|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.65610000|[531, 80, 0, 20]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      11|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.59049000|[584, 88, 0, 22]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      12|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.53144100|[636, 96, 0, 24]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      13|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.47829690|[688, 104, 0, 26]                                                          |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      14|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.43046721|[740, 112, 0, 28]                                                          |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      15|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.38742049|[793, 120, 0, 30]                                                          |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      16|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.34867844|[845, 128, 0, 32]                                                          |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      17|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.31381060|[898, 136, 0, 34]                                                          |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      18|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.28242954|[950, 144, 0, 36]                                                          |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      19|[1.555903302407406, 0.1152751289182152, 0.3095353331728737, 1.8512928283729155, -0.3973987991769747, -0.1193182550045085, -0.2013727069435315, -0.2921147663132519, -0.2438877583162614, -0.0768355804712616, -0.0626298996834808, 0.183045874879457, 0.0869613615046094, -0.0114837482067082, -0.0229828509564531, -0.1166762742919323, -0.1415089683625652, 0.0188119770766271, -0.0084947550832945, 0.0327008954647455, -0.0274353360829866, 0.2772242462988476]| 12.1450090408325195|      0.25418658|[1002, 152, 0, 38]                                                         |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
