k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5030594057490606, 0.219997737567423, -0.0094152003653158, 0.6147669212974969, 0.2551471439629958, 0.0755113011843253, -0.0397174401498189, -0.0875140319771813, -0.087682670845161, -0.049342991281034, -0.0527704140497509, 0.2056293546118058, 0.1387892504141755, -0.0368446891974513, -0.1160081765189298, -0.0860152118120509, 0.0669841982523529, 0.2944524409561752, 0.1258584609719112, 0.0947415116331383, -0.1530258483291285, 0.0661592318569267]| 13.4519863128662109|     10.00000000|[54, 8, 0, 2]                                                              |  | trying linear partial model with 29 points | iterate success | actual_k=4
       2|[0.5030594057490606, 0.219997737567423, -0.0094152003653158, 0.6147669212974969, 0.2551471439629958, 0.0755113011843253, -0.0397174401498189, -0.0875140319771813, -0.087682670845161, -0.049342991281034, -0.0527704140497509, 0.2056293546118058, 0.1387892504141755, -0.0368446891974513, -0.1160081765189298, -0.0860152118120509, 0.0669841982523529, 0.2944524409561752, 0.1258584609719112, 0.0947415116331383, -0.1530258483291285, 0.0661592318569267]| 13.4519863128662109|      1.00000000|[107, 16, 0, 4]                                                            |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       3|[0.8553787874997035, -0.0417246286434018, 0.1549747179570802, 1.351551333969545, 0.0812017697309038, -0.0037240883091223, 0.072156359898124, -0.1668679888069909, -0.1413611763845047, -0.0894498342683947, -0.2841199262308941, 0.2185532350894082, 0.1370290866277734, -0.2543449128940908, -0.0685092771957996, -0.0853824479374191, 0.1641764481739547, 0.178879474054135, 0.0945766542168846, 0.2327733034256933, -0.323660695298193, 0.0166362594122065]| 12.4993591308593750|     10.00000000|[160, 24, 0, 6]                                                            |  | trying linear partial model with 29 points | iterate success | actual_k=4
       4|[0.8553787874997035, -0.0417246286434018, 0.1549747179570802, 1.351551333969545, 0.0812017697309038, -0.0037240883091223, 0.072156359898124, -0.1668679888069909, -0.1413611763845047, -0.0894498342683947, -0.2841199262308941, 0.2185532350894082, 0.1370290866277734, -0.2543449128940908, -0.0685092771957996, -0.0853824479374191, 0.1641764481739547, 0.178879474054135, 0.0945766542168846, 0.2327733034256933, -0.323660695298193, 0.0166362594122065]| 12.4993591308593750|      1.00000000|[212, 32, 0, 8]                                                            |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       5|[1.3069430097434358, 0.0417786669359949, 0.1865609012563759, 2.0805684687998327, 0.0611663123117723, 0.217241193856281, 0.2251818515764848, -0.2688412878939671, -0.2617160876290313, -0.1337044344490372, -0.375728960747792, -0.0620696201869072, 0.1465476626007173, -0.3323061389842057, -0.099203796575809, -0.180338300238452, 0.0846910953117841, 0.3258451950148765, 0.1221612033113379, 0.2654454973214915, -0.4789932428204533, 0.021629094730047]| 12.1442565917968750|     10.00000000|[265, 40, 0, 10]                                                           |  | trying linear partial model with 29 points | iterate success | actual_k=4
       6|[1.3069430097434358, 0.0417786669359949, 0.1865609012563759, 2.0805684687998327, 0.0611663123117723, 0.217241193856281, 0.2251818515764848, -0.2688412878939671, -0.2617160876290313, -0.1337044344490372, -0.375728960747792, -0.0620696201869072, 0.1465476626007173, -0.3323061389842057, -0.099203796575809, -0.180338300238452, 0.0846910953117841, 0.3258451950148765, 0.1221612033113379, 0.2654454973214915, -0.4789932428204533, 0.021629094730047]| 12.1442565917968750|      1.00000000|[318, 48, 0, 12]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       7|[1.3069430097434358, 0.0417786669359949, 0.1865609012563759, 2.0805684687998327, 0.0611663123117723, 0.217241193856281, 0.2251818515764848, -0.2688412878939671, -0.2617160876290313, -0.1337044344490372, -0.375728960747792, -0.0620696201869072, 0.1465476626007173, -0.3323061389842057, -0.099203796575809, -0.180338300238452, 0.0846910953117841, 0.3258451950148765, 0.1221612033113379, 0.2654454973214915, -0.4789932428204533, 0.021629094730047]| 12.1442565917968750|      0.10000000|[371, 56, 0, 14]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       8|[1.3069430097434358, 0.0417786669359949, 0.1865609012563759, 2.0805684687998327, 0.0611663123117723, 0.217241193856281, 0.2251818515764848, -0.2688412878939671, -0.2617160876290313, -0.1337044344490372, -0.375728960747792, -0.0620696201869072, 0.1465476626007173, -0.3323061389842057, -0.099203796575809, -0.180338300238452, 0.0846910953117841, 0.3258451950148765, 0.1221612033113379, 0.2654454973214915, -0.4789932428204533, 0.021629094730047]| 12.1442565917968750|      0.01000000|[425, 64, 0, 16]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       9|[1.3108385177829662, 0.0441093169946308, 0.1860603789334346, 2.086081564624637, 0.0606106688976543, 0.2163319378855346, 0.2269949590547727, -0.2659919292742313, -0.2611618788357823, -0.1355663830553257, -0.37510873732263, -0.0602247846788282, 0.1455321158181261, -0.330159346044152, -0.0980116625801295, -0.1817914028651122, 0.0849777496764352, 0.3281613234216998, 0.1214190169677318, 0.2678006535200411, -0.4769033344929442, 0.0235158563142538]| 12.1441774368286133|      0.10000000|[478, 72, 0, 18]                                                           |  | trying linear partial model with 29 points | iterate success | actual_k=4
      10|[1.3108385177829662, 0.0441093169946308, 0.1860603789334346, 2.086081564624637, 0.0606106688976543, 0.2163319378855346, 0.2269949590547727, -0.2659919292742313, -0.2611618788357823, -0.1355663830553257, -0.37510873732263, -0.0602247846788282, 0.1455321158181261, -0.330159346044152, -0.0980116625801295, -0.1817914028651122, 0.0849777496764352, 0.3281613234216998, 0.1214190169677318, 0.2678006535200411, -0.4769033344929442, 0.0235158563142538]| 12.1441774368286133|      0.01000000|[531, 80, 0, 20]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      11|[1.3142712119564528, 0.0420912574581835, 0.1874840249074333, 2.0931413177970164, 0.0619161486290569, 0.2166089823753196, 0.2287448744540684, -0.2651714354464755, -0.2621332469510844, -0.1349267340933161, -0.3738682796846227, -0.0601042183785471, 0.1447736714397861, -0.3337809138621401, -0.0998056807513021, -0.1834832043375983, 0.0843922454022007, 0.3296587907590793, 0.1206156829864081, 0.2678509552083195, -0.477449168269673, 0.0227728746115991]| 12.1441335678100586|      0.10000000|[584, 88, 0, 22]                                                           |  | trying linear partial model with 29 points | iterate success | actual_k=4
      12|[1.3142712119564528, 0.0420912574581835, 0.1874840249074333, 2.0931413177970164, 0.0619161486290569, 0.2166089823753196, 0.2287448744540684, -0.2651714354464755, -0.2621332469510844, -0.1349267340933161, -0.3738682796846227, -0.0601042183785471, 0.1447736714397861, -0.3337809138621401, -0.0998056807513021, -0.1834832043375983, 0.0843922454022007, 0.3296587907590793, 0.1206156829864081, 0.2678509552083195, -0.477449168269673, 0.0227728746115991]| 12.1441335678100586|      0.01000000|[636, 96, 0, 24]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      13|[1.3142712119564528, 0.0420912574581835, 0.1874840249074333, 2.0931413177970164, 0.0619161486290569, 0.2166089823753196, 0.2287448744540684, -0.2651714354464755, -0.2621332469510844, -0.1349267340933161, -0.3738682796846227, -0.0601042183785471, 0.1447736714397861, -0.3337809138621401, -0.0998056807513021, -0.1834832043375983, 0.0843922454022007, 0.3296587907590793, 0.1206156829864081, 0.2678509552083195, -0.477449168269673, 0.0227728746115991]| 12.1441335678100586|      0.00100000|[688, 104, 0, 26]                                                          |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      14|[1.313860060797832, 0.0417997496498366, 0.1875976701017104, 2.093753883190852, 0.0619992724231676, 0.2165994525558508, 0.2287916775820218, -0.2650943520718932, -0.2621615152772632, -0.1345861112536413, -0.3738578734088798, -0.0602656368204477, 0.1448577695543008, -0.3337887452048577, -0.0997815236702868, -0.1834362976830627, 0.0840794624169778, 0.32952802632886, 0.1206787288829824, 0.2678387707585358, -0.4775447067377575, 0.0230210788600308]| 12.1441316604614258|      0.01000000|[740, 112, 0, 28]                                                          |  | trying linear partial model with 29 points | iterate success | actual_k=4
      15|[1.313860060797832, 0.0417997496498366, 0.1875976701017104, 2.093753883190852, 0.0619992724231676, 0.2165994525558508, 0.2287916775820218, -0.2650943520718932, -0.2621615152772632, -0.1345861112536413, -0.3738578734088798, -0.0602656368204477, 0.1448577695543008, -0.3337887452048577, -0.0997815236702868, -0.1834362976830627, 0.0840794624169778, 0.32952802632886, 0.1206787288829824, 0.2678387707585358, -0.4775447067377575, 0.0230210788600308]| 12.1441316604614258|      0.00100000|[793, 120, 0, 30]                                                          |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
