k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.534314069109693, 0.1547139682028088]                                         |  1.5554186105728149|      5.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[1.534314069109693, 0.1547139682028088]                                         |  1.5554186105728149|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[2.037620644509589, -0.7093939481821929]                                        |  0.0865794345736504|      5.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[2.037620644509589, -0.7093939481821929]                                        |  0.0865794345736504|      1.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[2.037620644509589, -0.7093939481821929]                                        |  0.0865794345736504|      0.20000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[1.9997205605589108, -0.9057700761522992]                                       |  0.0088794203475118|      1.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[1.9997205605589108, -0.9057700761522992]                                       |  0.0088794203475118|      0.20000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       8|[1.9997205605589108, -0.9057700761522992]                                       |  0.0088794203475118|      0.04000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[1.9997933862124577, -0.9457700098575466]                                       |  0.0029409728012979|      0.20000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[1.9997933862124577, -0.9457700098575466]                                       |  0.0029409728012979|      0.04000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[1.9998066380302506, -0.9857700076624131]                                       |  0.0002025663998211|      0.20000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[1.9998066380302506, -0.9857700076624131]                                       |  0.0002025663998211|      0.04000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      13|[1.9998066380302506, -0.9857700076624131]                                       |  0.0002025663998211|      0.00800000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[2.000029326746267, -0.9937669076702761]                                        |  0.0000388531479985|      0.04000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[2.000029326746267, -0.9937669076702761]                                        |  0.0000388531479985|      0.00800000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[1.9999689985348774, -1.001766680198724]                                        |  0.0000031230845252|      0.04000000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      17|[1.9999689985348774, -1.001766680198724]                                        |  0.0000031230845252|      0.00800000|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      18|[1.9999689985348774, -1.001766680198724]                                        |  0.0000031230845252|      0.00160000|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[2.0000251725984746, -1.0001676666044794]                                       |  0.0000000293796223|      0.00800000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[2.0000251725984746, -1.0001676666044794]                                       |  0.0000000293796223|      0.00160000|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[2.0000251725984746, -1.0001676666044794]                                       |  0.0000000293796223|      0.00032000|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      22|[2.0000251725984746, -1.0001676666044794]                                       |  0.0000000293796223|      0.00006400|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[2.0000067643727255, -1.0001063711134155]                                       |  0.0000000114063372|      0.00032000|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      24|[2.0000067643727255, -1.0001063711134155]                                       |  0.0000000114063372|      0.00006400|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[1.999998689198368, -1.0000428825982408]                                        |  0.0000000018423538|      0.00032000|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      26|[1.999998689198368, -1.0000428825982408]                                        |  0.0000000018423538|      0.00006400|[209, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[2.0000025938733144, -0.9999790018224662]                                       |  0.0000000004543795|      0.00032000|[217, 0, 0, 54]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      28|[2.0000025938733144, -0.9999790018224662]                                       |  0.0000000004543795|      0.00006400|[225, 0, 0, 56]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[2.0000025938733144, -0.9999790018224662]                                       |  0.0000000004543795|      0.00001280|[233, 0, 0, 58]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      30|[1.9999995239244708, -0.9999914282223511]                                       |  0.0000000000739287|      0.00006400|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      31|[1.9999995239244708, -0.9999914282223511]                                       |  0.0000000000739287|      0.00001280|[249, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      32|[2.0000009370921914, -1.0000041499736847]                                       |  0.0000000000189786|      0.00006400|[257, 0, 0, 64]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      33|[2.0000009370921914, -1.0000041499736847]                                       |  0.0000000000189786|      0.00001280|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      34|[2.0000009370921914, -1.0000041499736847]                                       |  0.0000000000189786|      0.00000256|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      35|[1.9999998834266133, -1.0000018168665612]                                       |  0.0000000000033282|      0.00001280|[281, 0, 0, 70]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      36|[1.9999998834266133, -1.0000018168665612]                                       |  0.0000000000033282|      0.00000256|[289, 0, 0, 72]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[2.0000002092646967, -0.99999927768765]                                         |  0.0000000000006093|      0.00001280|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      38|[2.0000002092646967, -0.99999927768765]                                         |  0.0000000000006093|      0.00000256|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[2.0000002092646967, -0.99999927768765]                                         |  0.0000000000006093|      0.00000051|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      40|[1.999999952574169, -0.9999997206932628]                                        |  0.0000000000000825|      0.00000256|[321, 0, 0, 80]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      41|[1.999999952574169, -0.9999997206932628]                                        |  0.0000000000000825|      0.00000051|[329, 0, 0, 82]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.999999952574169, -0.9999997206932628]                                        |  0.0000000000000825|      0.00000010|[337, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      43|[1.9999999855019526, -0.9999998176547039]                                       |  0.0000000000000337|      0.00000051|[345, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      44|[1.9999999855019526, -0.9999998176547039]                                       |  0.0000000000000337|      0.00000010|[353, 0, 0, 88]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
