k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      1.11111111|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      1.23456790|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      1.11111111|[17, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      1.00000000|[23, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      0.90000000|[29, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      0.81000000|[35, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      0.81000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       7|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      0.72900000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.81000000|[50, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       8|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.81000000|[53, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       8|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.81000000|[56, 19, 0, 19]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       8|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.81000000|[59, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       9|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.72900000|[65, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.72900000|[68, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       9|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.72900000|[71, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       9|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.72900000|[74, 25, 0, 25]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      10|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.65610000|[80, 27, 0, 27]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.65610000|[83, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      10|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.65610000|[86, 29, 0, 29]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      11|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.59049000|[91, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.53144100|[96, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.2235923928192705, 0.3054234066454078]                                        |  0.6874873638153076|      0.53144100|[99, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
