k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3732509483543116, 0.0902482036024968, -0.0142250356926007, 0.3436863049799362, 0.2736981244071083, 0.2399919226789142, 0.1355096331844372, -0.1564786827151692, -0.339238542494964, 0.0292591303619258, 0.0940945661316512, -0.09187195941532, 0.0840972110461017, -0.2916560829006258, 0.1467630965937028, 0.0695321095342404, -0.0538679644993809, 0.1419179309145853, -0.1373014939178248, 0.3574997616918205, -0.1704804537123533, 0.3291723782244741]| 13.9612646102905273|      1.11111111|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[0.9667441293503363, -0.0833613129648309, -0.302656121007893, 0.7529212077767578, 0.5074971435928473, 0.0932217404061892, 0.3528796681181613, -0.1776026860760041, -0.4081475273795104, 0.0146898862201704, 0.0290081060783859, -0.149272051297832, 0.4253642347580934, -0.2678927592976454, -0.0452842680503916, -0.1251773437567155, -0.1302946286792614, 0.2374314668695984, -0.168396075024839, 0.6448360824910664, -0.5880573057649069, 0.3079247538289995]| 12.9793548583984375|      1.23456790|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[0.9667441293503363, -0.0833613129648309, -0.302656121007893, 0.7529212077767578, 0.5074971435928473, 0.0932217404061892, 0.3528796681181613, -0.1776026860760041, -0.4081475273795104, 0.0146898862201704, 0.0290081060783859, -0.149272051297832, 0.4253642347580934, -0.2678927592976454, -0.0452842680503916, -0.1251773437567155, -0.1302946286792614, 0.2374314668695984, -0.168396075024839, 0.6448360824910664, -0.5880573057649069, 0.3079247538289995]| 12.9793548583984375|      1.11111111|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       4|[1.3388436774851042, -0.0020775897901872, -0.0069159606384701, 1.331442765996102, 0.6339215553065081, 0.0226527791153359, 0.6581639351802816, -0.4323429073924402, -0.3784713974729891, -0.0155300515077237, -0.1525467349034354, -0.0370060494409743, 0.0292111392569794, -0.1499024022200756, -0.3458793644941233, -0.1021439661739099, -0.2119860880444926, 0.0920411333097846, -0.3565380093024554, 0.7082900207420505, -0.3252363058489758, 0.1008451029937683]| 12.3195838928222656|      1.23456790|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[1.3388436774851042, -0.0020775897901872, -0.0069159606384701, 1.331442765996102, 0.6339215553065081, 0.0226527791153359, 0.6581639351802816, -0.4323429073924402, -0.3784713974729891, -0.0155300515077237, -0.1525467349034354, -0.0370060494409743, 0.0292111392569794, -0.1499024022200756, -0.3458793644941233, -0.1021439661739099, -0.2119860880444926, 0.0920411333097846, -0.3565380093024554, 0.7082900207420505, -0.3252363058489758, 0.1008451029937683]| 12.3195838928222656|      1.11111111|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       6|[1.3388436774851042, -0.0020775897901872, -0.0069159606384701, 1.331442765996102, 0.6339215553065081, 0.0226527791153359, 0.6581639351802816, -0.4323429073924402, -0.3784713974729891, -0.0155300515077237, -0.1525467349034354, -0.0370060494409743, 0.0292111392569794, -0.1499024022200756, -0.3458793644941233, -0.1021439661739099, -0.2119860880444926, 0.0920411333097846, -0.3565380093024554, 0.7082900207420505, -0.3252363058489758, 0.1008451029937683]| 12.3195838928222656|      1.00000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       7|[1.3388436774851042, -0.0020775897901872, -0.0069159606384701, 1.331442765996102, 0.6339215553065081, 0.0226527791153359, 0.6581639351802816, -0.4323429073924402, -0.3784713974729891, -0.0155300515077237, -0.1525467349034354, -0.0370060494409743, 0.0292111392569794, -0.1499024022200756, -0.3458793644941233, -0.1021439661739099, -0.2119860880444926, 0.0920411333097846, -0.3565380093024554, 0.7082900207420505, -0.3252363058489758, 0.1008451029937683]| 12.3195838928222656|      0.90000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       8|[1.3388436774851042, -0.0020775897901872, -0.0069159606384701, 1.331442765996102, 0.6339215553065081, 0.0226527791153359, 0.6581639351802816, -0.4323429073924402, -0.3784713974729891, -0.0155300515077237, -0.1525467349034354, -0.0370060494409743, 0.0292111392569794, -0.1499024022200756, -0.3458793644941233, -0.1021439661739099, -0.2119860880444926, 0.0920411333097846, -0.3565380093024554, 0.7082900207420505, -0.3252363058489758, 0.1008451029937683]| 12.3195838928222656|      0.81000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       9|[1.3388436774851042, -0.0020775897901872, -0.0069159606384701, 1.331442765996102, 0.6339215553065081, 0.0226527791153359, 0.6581639351802816, -0.4323429073924402, -0.3784713974729891, -0.0155300515077237, -0.1525467349034354, -0.0370060494409743, 0.0292111392569794, -0.1499024022200756, -0.3458793644941233, -0.1021439661739099, -0.2119860880444926, 0.0920411333097846, -0.3565380093024554, 0.7082900207420505, -0.3252363058489758, 0.1008451029937683]| 12.3195838928222656|      0.72900000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      10|[1.3388436774851042, -0.0020775897901872, -0.0069159606384701, 1.331442765996102, 0.6339215553065081, 0.0226527791153359, 0.6581639351802816, -0.4323429073924402, -0.3784713974729891, -0.0155300515077237, -0.1525467349034354, -0.0370060494409743, 0.0292111392569794, -0.1499024022200756, -0.3458793644941233, -0.1021439661739099, -0.2119860880444926, 0.0920411333097846, -0.3565380093024554, 0.7082900207420505, -0.3252363058489758, 0.1008451029937683]| 12.3195838928222656|      0.65610000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      11|[1.3388436774851042, -0.0020775897901872, -0.0069159606384701, 1.331442765996102, 0.6339215553065081, 0.0226527791153359, 0.6581639351802816, -0.4323429073924402, -0.3784713974729891, -0.0155300515077237, -0.1525467349034354, -0.0370060494409743, 0.0292111392569794, -0.1499024022200756, -0.3458793644941233, -0.1021439661739099, -0.2119860880444926, 0.0920411333097846, -0.3565380093024554, 0.7082900207420505, -0.3252363058489758, 0.1008451029937683]| 12.3195838928222656|      0.59049000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
