k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      2.00000000|[23, 9, 0, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.9149141915661927, -0.8297881556891912, -7.306153071818697]                   |  1.8556742668151855|      4.00000000|[28, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.9149141915661927, -0.8297881556891912, -7.306153071818697]                   |  1.8556742668151855|      2.00000000|[38, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.9149141915661927, -0.8297881556891912, -7.306153071818697]                   |  1.8556742668151855|      1.00000000|[50, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.9149141915661927, -0.8297881556891912, -7.306153071818697]                   |  1.8556742668151855|      0.50000000|[60, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.4341288397251324, -0.8161604338972912, -7.169552447172137]                   |  1.2094419002532959|      1.00000000|[65, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.4341288397251324, -0.8161604338972912, -7.169552447172137]                   |  1.2094419002532959|      0.50000000|[75, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.4341288397251324, -0.8161604338972912, -7.169552447172137]                   |  1.2094419002532959|      0.25000000|[86, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.1972111654089276, -0.748977616752009, -7.212639390403519]                    |  1.0727661848068237|      0.50000000|[92, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.1972111654089276, -0.748977616752009, -7.212639390403519]                    |  1.0727661848068237|      0.25000000|[102, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.1972111654089276, -0.748977616752009, -7.212639390403519]                    |  1.0727661848068237|      0.12500000|[114, 45, 0, 45]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.1364509444639633, -0.8576985253872973, -7.223267634672278]                   |  1.0320571660995483|      0.25000000|[119, 47, 0, 47]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.1364509444639633, -0.8576985253872973, -7.223267634672278]                   |  1.0320571660995483|      0.12500000|[130, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.0695110382012101, -0.9627401471051167, -7.233770332250727]                   |  1.0046755075454712|      0.25000000|[138, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      17|[0.0695110382012101, -0.9627401471051167, -7.233770332250727]                   |  1.0046755075454712|      0.12500000|[150, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.0695110382012101, -0.9627401471051167, -7.233770332250727]                   |  1.0046755075454712|      0.06250000|[162, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.0211265134500592, -1.0022401445749067, -7.231548179130027]                   |  0.9990050792694092|      0.12500000|[167, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.0211265134500592, -1.0022401445749067, -7.231548179130027]                   |  0.9990050792694092|      0.06250000|[178, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.0211265134500592, -1.0022401445749067, -7.231548179130027]                   |  0.9990050792694092|      0.03125000|[188, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.0211265134500592, -1.0022401445749067, -7.231548179130027]                   |  0.9990050792694092|      0.01562500|[199, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.0129724731491084, -0.9908597408689345, -7.238486382302288]                   |  0.9988140463829041|      0.03125000|[204, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.0129724731491084, -0.9908597408689345, -7.238486382302288]                   |  0.9988140463829041|      0.01562500|[215, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      25|[-0.0022750882064979, -0.9887935517061813, -7.2357691484053355]                 |  0.9986878037452698|      0.03125000|[225, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
      26|[-0.0022750882064979, -0.9887935517061813, -7.2357691484053355]                 |  0.9986878037452698|      0.01562500|[235, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
