k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.9680174690915477, 1.0093644888906446, -7.834405216703858]                    |  8.9858198165893555|      5.00000000|[26, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | iterate success | actual_k=1
       4|[1.9680174690915477, 1.0093644888906446, -7.834405216703858]                    |  8.9858198165893555|      1.00000000|[38, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.9680174690915477, 1.0093644888906446, -7.834405216703858]                    |  8.9858198165893555|      0.20000000|[50, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.8757477499332345, 0.8319221197127618, -7.835115531412932]                    |  6.8402647972106934|      1.00000000|[55, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.8757477499332345, 0.8319221197127618, -7.835115531412932]                    |  6.8402647972106934|      0.20000000|[66, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.7894808801327486, 0.6517601819548279, -7.825130374522205]                    |  5.3604059219360352|      1.00000000|[73, 29, 0, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       9|[1.7894808801327486, 0.6517601819548279, -7.825130374522205]                    |  5.3604059219360352|      0.20000000|[84, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      10|[1.7373161100232706, 0.4704276853564437, -7.758817763075948]                    |  4.4959039688110352|      1.00000000|[90, 35, 0, 35]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[1.7373161100232706, 0.4704276853564437, -7.758817763075948]                    |  4.4959039688110352|      0.20000000|[101, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.6080356457505653, 0.320956646256183, -7.72807739828107]                      |  3.7646486759185791|      1.00000000|[106, 41, 0, 41]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[1.6080356457505653, 0.320956646256183, -7.72807739828107]                      |  3.7646486759185791|      0.20000000|[116, 45, 0, 45]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.5108848712958471, 0.1468114425620418, -7.743412816539942]                    |  3.3102529048919678|      1.00000000|[121, 47, 0, 47]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
