k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.3540199115515086, -1.34274559544052, -0.7246022403804857]                   |493.3477172851562500|      2.00000000|[24, 9, 0, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       4|[-0.3540199115515086, -1.34274559544052, -0.7246022403804857]                   |493.3477172851562500|      1.00000000|[35, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.080559631191262, -0.4471091985555438, -1.0753940869792806]                  |322.7718811035156250|      2.00000000|[40, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[-0.080559631191262, -0.4471091985555438, -1.0753940869792806]                  |322.7718811035156250|      1.00000000|[50, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.080559631191262, -0.4471091985555438, -1.0753940869792806]                  |322.7718811035156250|      0.50000000|[60, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.080559631191262, -0.4471091985555438, -1.0753940869792806]                  |322.7718811035156250|      0.25000000|[70, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.080559631191262, -0.4471091985555438, -1.0753940869792806]                  |322.7718811035156250|      0.12500000|[81, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.0412054895605473, -0.4601824398117333, -1.1004409576691447]                  |188.2653656005859375|      0.25000000|[90, 35, 0, 35]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      11|[0.0412054895605473, -0.4601824398117333, -1.1004409576691447]                  |188.2653656005859375|      0.12500000|[101, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.1324608325863764, -0.4238483121377515, -1.1777539160617005]                  |102.8806838989257812|      0.25000000|[106, 41, 0, 41]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.3440943747514178, -0.3079481876852682, -1.1123443985388162]                  | 30.4514904022216797|      0.50000000|[111, 43, 0, 43]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.3440943747514178, -0.3079481876852682, -1.1123443985388162]                  | 30.4514904022216797|      0.25000000|[122, 47, 0, 47]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.3440943747514178, -0.3079481876852682, -1.1123443985388162]                  | 30.4514904022216797|      0.12500000|[133, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.3440943747514178, -0.3079481876852682, -1.1123443985388162]                  | 30.4514904022216797|      0.06250000|[143, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.3983148296117958, -0.3369667552322398, -1.1234940627604666]                  | 24.1401138305664062|      0.12500000|[152, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      18|[0.5096212620171992, -0.387544099403356, -1.0974592713885765]                   | 14.5404319763183594|      0.25000000|[158, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.5096212620171992, -0.387544099403356, -1.0974592713885765]                   | 14.5404319763183594|      0.12500000|[169, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.5096212620171992, -0.387544099403356, -1.0974592713885765]                   | 14.5404319763183594|      0.06250000|[180, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.5523752675207686, -0.4326233625368422, -1.0906618418197866]                  | 10.2024421691894531|      0.12500000|[188, 71, 0, 71]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      22|[0.5523752675207686, -0.4326233625368422, -1.0906618418197866]                  | 10.2024421691894531|      0.06250000|[199, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.5882806997679153, -0.4816745953687012, -1.076135090881593]                   |  6.9277753829956055|      0.12500000|[206, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      24|[0.5882806997679153, -0.4816745953687012, -1.076135090881593]                   |  6.9277753829956055|      0.06250000|[217, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.5882806997679153, -0.4816745953687012, -1.076135090881593]                   |  6.9277753829956055|      0.03125000|[227, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.6155929909408783, -0.4967271507350111, -1.0781405404141078]                  |  5.5307688713073730|      0.06250000|[237, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
      27|[0.6635881517932283, -0.5367347263279718, -1.0766884970502273]                  |  3.3092663288116455|      0.12500000|[242, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.6635881517932283, -0.5367347263279718, -1.0766884970502273]                  |  3.3092663288116455|      0.06250000|[253, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.6766797641498554, -0.5774484774023442, -1.1222653569613472]                  |  2.4792926311492920|      0.12500000|[259, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.6766797641498554, -0.5774484774023442, -1.1222653569613472]                  |  2.4792926311492920|      0.06250000|[269, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.6766797641498554, -0.5774484774023442, -1.1222653569613472]                  |  2.4792926311492920|      0.03125000|[280, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.7026095667079233, -0.593568791925815, -1.1289244333961084]                   |  1.9337142705917358|      0.06250000|[285, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.7026095667079233, -0.593568791925815, -1.1289244333961084]                   |  1.9337142705917358|      0.03125000|[295, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.7199037863361822, -0.6181177016863793, -1.1202743757652476]                  |  1.5244638919830322|      0.06250000|[304, 115, 0, 115]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      35|[0.7199037863361822, -0.6181177016863793, -1.1202743757652476]                  |  1.5244638919830322|      0.03125000|[314, 119, 0, 119]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.7199037863361822, -0.6181177016863793, -1.1202743757652476]                  |  1.5244638919830322|      0.01562500|[326, 123, 0, 123]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.7316548901707582, -0.6270837475919742, -1.1152085881179237]                  |  1.3918149471282959|      0.03125000|[333, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      38|[0.7482087120340264, -0.6215078569618715, -1.0892963723616376]                  |  1.2805783748626709|      0.06250000|[341, 129, 0, 129]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      39|[0.7482087120340264, -0.6215078569618715, -1.0892963723616376]                  |  1.2805783748626709|      0.03125000|[352, 133, 0, 133]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.7482087120340264, -0.6215078569618715, -1.0892963723616376]                  |  1.2805783748626709|      0.01562500|[362, 137, 0, 137]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.7482087120340264, -0.6215078569618715, -1.0892963723616376]                  |  1.2805783748626709|      0.00781250|[374, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.7482087120340264, -0.6215078569618715, -1.0892963723616376]                  |  1.2805783748626709|      0.00390625|[385, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.7521035021542206, -0.621516376203235, -1.0895952475942419]                   |  1.2555125951766968|      0.00781250|[396, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
