k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      2.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      0.50000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      0.25000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[2.5327070754809666, 1.0372253709787138, -8.12877771158548]                     | 11.8790454864501953|      0.50000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[2.5327070754809666, 1.0372253709787138, -8.12877771158548]                     | 11.8790454864501953|      0.25000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[2.5327070754809666, 1.0372253709787138, -8.12877771158548]                     | 11.8790454864501953|      0.12500000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[2.593529673774855, 0.9404054222286639, -8.07826524717502]                      | 11.0555534362792969|      0.25000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[2.478192632963158, 0.7186035870495796, -8.079411077874198]                     |  8.6660308837890625|      0.50000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[2.478192632963158, 0.7186035870495796, -8.079411077874198]                     |  8.6660308837890625|      0.25000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[2.478192632963158, 0.7186035870495796, -8.079411077874198]                     |  8.6660308837890625|      0.12500000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[2.478192632963158, 0.7186035870495796, -8.079411077874198]                     |  8.6660308837890625|      0.06250000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[2.496511617164215, 0.6696992060982521, -8.113748030878343]                     |  8.4823341369628906|      0.12500000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[2.421328281560786, 0.5737608094822702, -8.141466077387733]                     |  7.6775894165039062|      0.25000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[2.421328281560786, 0.5737608094822702, -8.141466077387733]                     |  7.6775894165039062|      0.12500000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[2.421328281560786, 0.5737608094822702, -8.141466077387733]                     |  7.6775894165039062|      0.06250000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[2.389359843757558, 0.520903699013781, -8.13195845637388]                       |  7.3361039161682129|      0.12500000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[2.282450845920966, 0.4561611225263966, -8.12999250333508]                      |  6.6502132415771484|      0.25000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[2.282450845920966, 0.4561611225263966, -8.12999250333508]                      |  6.6502132415771484|      0.12500000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[2.282450845920966, 0.4561611225263966, -8.12999250333508]                      |  6.6502132415771484|      0.06250000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[2.251610202184148, 0.4233362007782301, -8.173324122346207]                     |  6.4322504997253418|      0.12500000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[2.135768218657125, 0.3789992536109357, -8.188811858410896]                     |  5.8341026306152344|      0.25000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[2.135768218657125, 0.3789992536109357, -8.188811858410896]                     |  5.8341026306152344|      0.12500000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[2.135768218657125, 0.3789992536109357, -8.188811858410896]                     |  5.8341026306152344|      0.06250000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[2.079788014647359, 0.3512163056306538, -8.18805386068665]                      |  5.5501780509948730|      0.12500000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[2.079788014647359, 0.3512163056306538, -8.18805386068665]                      |  5.5501780509948730|      0.06250000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[2.0354186736640263, 0.3074180165571836, -8.183658242989276]                    |  5.3039135932922363|      0.12500000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[2.0354186736640263, 0.3074180165571836, -8.183658242989276]                    |  5.3039135932922363|      0.06250000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.9774558995035818, 0.3152740212853508, -8.205677552727238]                    |  5.0817384719848633|      0.12500000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[1.9774558995035818, 0.3152740212853508, -8.205677552727238]                    |  5.0817384719848633|      0.06250000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
