k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.10000000|[110, 14, 0, 2]                                                            |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       2|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.01000000|[218, 28, 0, 4]                                                            |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       3|[-0.6115930349964706, 0.5747478266777503, -1.8464318130798774, 0.015393086036263, -0.0135572742970034, -0.0029799009099426, -0.0339935640516796, -0.1086447010035155, 1.1207875514536816, 0.0010798890276971, 0.0001423400652007, 399.7509710596146, 0.0161237459821135, -0.0249010265981684, -0.0093998669686561, -0.0082676170941822, -0.1207761661300507, 0.7194455669690897, -0.0001272466800094, -0.0010534165788208, 402.01666606030204, 0.0168977410384997, -0.0214338294682085, -0.0005362494091943, -0.024490122282555, -0.1128866553994002, 0.9208598544275156, -0.0022063995142347, 0.000811073325407, 400.40227506520495, 0.0227437955837438, -1.222995638418851, 0.0112533433426845, -1.4111340245163926, -0.1114745836390599, 0.4488311223492129, 0.0002389571579044, -0.001016729065491, 407.0309995100315, 0.0231815814662419, -1.2359081174032285, 0.0126602426324137, -1.0502411413697363, -0.1274159253118757, 0.339409870293153, -0.0002167215351, -0.0001062408775208, 405.91799052211417, 0.0191957131637526, -1.2456013912285664, 0.017441168587163, -0.8607134331210236, -0.1292545724583604, 0.2814393865529309, -0.0005073716333639, -0.0006027952147318, 404.7367903956855]|122606.8828125000000000|      0.10000000|[326, 42, 0, 6]                                                            |  | trying linear partial model with 58 points | iterate success | actual_k=7
       4|[-0.6072817246831945, 0.6127189233462975, -1.838539723616628, 0.0019122806201767, -0.0203904592668258, 0.0053250210715112, -0.0385133650138342, -0.1160205409136176, 1.1174375565502572, 0.0031245952983057, -0.0016734566853201, 399.7418251852526, 0.0079810538944613, -0.0142980362493162, -0.0102374326112864, -0.0042415875190766, -0.119971426097713, 0.7112279425256064, -0.0003505515897246, 0.0125243495851827, 402.02073154591864, 0.0166589897462901, -0.0098775044625144, 0.0048040931166742, -0.015078354652639, -0.1136412943052516, 0.9081887183109221, 0.0146829572637002, -0.0016193033711095, 400.3965361207396, 0.0532529644987173, -1.2017455731405486, -0.0089105527598456, -1.4229424543894706, -0.0702346498739973, 0.4640175552830416, -0.0079434501646316, -0.001066148699101, 407.0271572512357, 0.0419886093593742, -1.2347514790104275, -0.0041910240007612, -1.0463974439075872, -0.1072483148771963, 0.3440454861721012, 0.0116401380071287, 0.0011766215751193, 405.921118548972, 0.0445984045147577, -1.2437244203960174, -0.0057818434994382, -0.8690516213953616, -0.1222870761632195, 0.2886196197960196, 0.0088299138686922, -0.0106605779990821, 404.72781914558936]|79868.4921875000000000|      1.00000000|[433, 56, 0, 8]                                                            |  | trying linear partial model with 58 points | iterate success | actual_k=7
       5|[-0.6072817246831945, 0.6127189233462975, -1.838539723616628, 0.0019122806201767, -0.0203904592668258, 0.0053250210715112, -0.0385133650138342, -0.1160205409136176, 1.1174375565502572, 0.0031245952983057, -0.0016734566853201, 399.7418251852526, 0.0079810538944613, -0.0142980362493162, -0.0102374326112864, -0.0042415875190766, -0.119971426097713, 0.7112279425256064, -0.0003505515897246, 0.0125243495851827, 402.02073154591864, 0.0166589897462901, -0.0098775044625144, 0.0048040931166742, -0.015078354652639, -0.1136412943052516, 0.9081887183109221, 0.0146829572637002, -0.0016193033711095, 400.3965361207396, 0.0532529644987173, -1.2017455731405486, -0.0089105527598456, -1.4229424543894706, -0.0702346498739973, 0.4640175552830416, -0.0079434501646316, -0.001066148699101, 407.0271572512357, 0.0419886093593742, -1.2347514790104275, -0.0041910240007612, -1.0463974439075872, -0.1072483148771963, 0.3440454861721012, 0.0116401380071287, 0.0011766215751193, 405.921118548972, 0.0445984045147577, -1.2437244203960174, -0.0057818434994382, -0.8690516213953616, -0.1222870761632195, 0.2886196197960196, 0.0088299138686922, -0.0106605779990821, 404.72781914558936]|79868.4921875000000000|      0.10000000|[541, 70, 0, 10]                                                           |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       6|[-0.6072817246831945, 0.6127189233462975, -1.838539723616628, 0.0019122806201767, -0.0203904592668258, 0.0053250210715112, -0.0385133650138342, -0.1160205409136176, 1.1174375565502572, 0.0031245952983057, -0.0016734566853201, 399.7418251852526, 0.0079810538944613, -0.0142980362493162, -0.0102374326112864, -0.0042415875190766, -0.119971426097713, 0.7112279425256064, -0.0003505515897246, 0.0125243495851827, 402.02073154591864, 0.0166589897462901, -0.0098775044625144, 0.0048040931166742, -0.015078354652639, -0.1136412943052516, 0.9081887183109221, 0.0146829572637002, -0.0016193033711095, 400.3965361207396, 0.0532529644987173, -1.2017455731405486, -0.0089105527598456, -1.4229424543894706, -0.0702346498739973, 0.4640175552830416, -0.0079434501646316, -0.001066148699101, 407.0271572512357, 0.0419886093593742, -1.2347514790104275, -0.0041910240007612, -1.0463974439075872, -0.1072483148771963, 0.3440454861721012, 0.0116401380071287, 0.0011766215751193, 405.921118548972, 0.0445984045147577, -1.2437244203960174, -0.0057818434994382, -0.8690516213953616, -0.1222870761632195, 0.2886196197960196, 0.0088299138686922, -0.0106605779990821, 404.72781914558936]|79868.4921875000000000|      0.01000000|[648, 84, 0, 12]                                                           |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       7|[-0.6063297004173633, 0.6155899186627874, -1.8403336385399673, 0.0026874631470927, -0.0203838103285428, 0.0056261425206535, -0.0389794527657023, -0.116092144188903, 1.1168180589948578, 0.0035725938832894, -0.0028559554574833, 399.7410808292283, 0.0083328338627493, -0.0133729601502615, -0.010675785810127, -0.0038627926670769, -0.1206464189601462, 0.7105240877322443, -0.000491468148908, 0.0138093509309303, 402.0221327727987, 0.0154150777048504, -0.0080735314622018, 0.0048518319231674, -0.0161480257181373, -0.1163743314377649, 0.9095011207375282, 0.01370671272299, -0.003821113738591, 400.3986710660806, 0.0563043444162287, -1.2018511594882855, -0.011099772253287, -1.4214409415663865, -0.0687562699244353, 0.4646418453286052, -0.0077747108901214, -0.0004310668584688, 407.0297764389014, 0.0434526224943924, -1.2348528793989262, -0.0046855820691251, -1.0466224107502613, -0.1046197903811393, 0.3428288068397217, 0.0121628374465414, 0.0005742805013856, 405.9204000036771, 0.0465183687629965, -1.2444478839430553, -0.0073925907474693, -0.8693615141495484, -0.120060574397944, 0.2887442954076541, 0.0084880456837378, -0.0109082134654222, 404.72940151967583]|76650.7421875000000000|      0.10000000|[755, 98, 0, 14]                                                           |  | trying linear partial model with 58 points | iterate success | actual_k=7
       8|[-0.6063297004173633, 0.6155899186627874, -1.8403336385399673, 0.0026874631470927, -0.0203838103285428, 0.0056261425206535, -0.0389794527657023, -0.116092144188903, 1.1168180589948578, 0.0035725938832894, -0.0028559554574833, 399.7410808292283, 0.0083328338627493, -0.0133729601502615, -0.010675785810127, -0.0038627926670769, -0.1206464189601462, 0.7105240877322443, -0.000491468148908, 0.0138093509309303, 402.0221327727987, 0.0154150777048504, -0.0080735314622018, 0.0048518319231674, -0.0161480257181373, -0.1163743314377649, 0.9095011207375282, 0.01370671272299, -0.003821113738591, 400.3986710660806, 0.0563043444162287, -1.2018511594882855, -0.011099772253287, -1.4214409415663865, -0.0687562699244353, 0.4646418453286052, -0.0077747108901214, -0.0004310668584688, 407.0297764389014, 0.0434526224943924, -1.2348528793989262, -0.0046855820691251, -1.0466224107502613, -0.1046197903811393, 0.3428288068397217, 0.0121628374465414, 0.0005742805013856, 405.9204000036771, 0.0465183687629965, -1.2444478839430553, -0.0073925907474693, -0.8693615141495484, -0.120060574397944, 0.2887442954076541, 0.0084880456837378, -0.0109082134654222, 404.72940151967583]|76650.7421875000000000|      0.01000000|[863, 112, 0, 16]                                                          |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       9|[-0.6038107951521506, 0.6181449643401049, -1.8418463241683194, 0.0013148715956173, -0.0210512348844179, 0.0060970807224084, -0.0415169242834484, -0.1158799986097887, 1.1183441713737186, 0.0015307543080519, -0.0018223318666368, 399.74216831565485, 0.0072656522920127, -0.0144801647052446, -0.0101636100926141, -0.0038581201271294, -0.121558461775223, 0.7092199285855777, -0.0009949476974817, 0.0155062426031092, 402.0238976210378, 0.014718765973811, -0.00884657286735, 0.0050530195473082, -0.0145262769550902, -0.1173474012307325, 0.9088502263680374, 0.0124462110553957, -0.0028476941887627, 400.3990001968701, 0.0581921321862672, -1.2014473229427285, -0.0124019863767043, -1.4197508414437088, -0.0658203934525787, 0.4660688738387907, -0.0063917634929856, 0.0018876719709557, 407.028993721742, 0.0448793672082867, -1.235340874375122, -0.0046774768651558, -1.0476570808920214, -0.1032008192286787, 0.3442065336990253, 0.0127340032217633, 0.0008242206410771, 405.91920060866795, 0.0491248086666142, -1.2443032075660962, -0.0084481869668138, -0.8695659860429512, -0.1187458965382027, 0.289280244079613, 0.0082043070496168, -0.0102374329301231, 404.72820049452645]|73439.3906250000000000|      0.10000000|[971, 126, 0, 18]                                                          |  | trying linear partial model with 58 points | iterate success | actual_k=7
      10|[-0.6038107951521506, 0.6181449643401049, -1.8418463241683194, 0.0013148715956173, -0.0210512348844179, 0.0060970807224084, -0.0415169242834484, -0.1158799986097887, 1.1183441713737186, 0.0015307543080519, -0.0018223318666368, 399.74216831565485, 0.0072656522920127, -0.0144801647052446, -0.0101636100926141, -0.0038581201271294, -0.121558461775223, 0.7092199285855777, -0.0009949476974817, 0.0155062426031092, 402.0238976210378, 0.014718765973811, -0.00884657286735, 0.0050530195473082, -0.0145262769550902, -0.1173474012307325, 0.9088502263680374, 0.0124462110553957, -0.0028476941887627, 400.3990001968701, 0.0581921321862672, -1.2014473229427285, -0.0124019863767043, -1.4197508414437088, -0.0658203934525787, 0.4660688738387907, -0.0063917634929856, 0.0018876719709557, 407.028993721742, 0.0448793672082867, -1.235340874375122, -0.0046774768651558, -1.0476570808920214, -0.1032008192286787, 0.3442065336990253, 0.0127340032217633, 0.0008242206410771, 405.91920060866795, 0.0491248086666142, -1.2443032075660962, -0.0084481869668138, -0.8695659860429512, -0.1187458965382027, 0.289280244079613, 0.0082043070496168, -0.0102374329301231, 404.72820049452645]|73439.3906250000000000|      0.01000000|[1078, 140, 0, 20]                                                         |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
