k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1386365319100387, -0.40798914933297]                                         | 16.5122909545898438|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.1386365319100387, -0.40798914933297]                                         | 16.5122909545898438|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.144093709626861, -0.3036599844507973]                                        |  2.8496778011322021|      2.00000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[1.144093709626861, -0.3036599844507973]                                        |  2.8496778011322021|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[1.144093709626861, -0.3036599844507973]                                        |  2.8496778011322021|      0.50000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.6949567569719057, -0.5233779804361521]                                       |  1.3148204088211060|      1.00000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.6949567569719057, -0.5233779804361521]                                       |  1.3148204088211060|      0.50000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.6949567569719057, -0.5233779804361521]                                       |  1.3148204088211060|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.6949567569719057, -0.5233779804361521]                                       |  1.3148204088211060|      0.12500000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.5748794539464064, -0.5581118442886291]                                       |  1.1183087825775146|      0.25000000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.5748794539464064, -0.5581118442886291]                                       |  1.1183087825775146|      0.12500000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.4580327835939583, -0.6025174253291506]                                       |  0.9624764323234558|      0.25000000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.4580327835939583, -0.6025174253291506]                                       |  0.9624764323234558|      0.12500000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.4580327835939583, -0.6025174253291506]                                       |  0.9624764323234558|      0.06250000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.4006386491339005, -0.627259359966135]                                        |  0.8992244005203247|      0.12500000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.4006386491339005, -0.627259359966135]                                        |  0.8992244005203247|      0.06250000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.3433798277266334, -0.6523128501631255]                                       |  0.8469030857086182|      0.12500000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.3433798277266334, -0.6523128501631255]                                       |  0.8469030857086182|      0.06250000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.2908396488302005, -0.6861622165018153]                                       |  0.8074394464492798|      0.12500000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.2908396488302005, -0.6861622165018153]                                       |  0.8074394464492798|      0.06250000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.2908396488302005, -0.6861622165018153]                                       |  0.8074394464492798|      0.03125000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.2614797573307599, -0.6968654529815477]                                       |  0.7931164503097534|      0.06250000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.2614797573307599, -0.6968654529815477]                                       |  0.7931164503097534|      0.03125000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.2333020157924327, -0.710377572793007]                                        |  0.7829002141952515|      0.06250000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.2333020157924327, -0.710377572793007]                                        |  0.7829002141952515|      0.03125000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.2333020157924327, -0.710377572793007]                                        |  0.7829002141952515|      0.01562500|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.2184916117224223, -0.7153567852089439]                                       |  0.7793459296226501|      0.03125000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.2184916117224223, -0.7153567852089439]                                       |  0.7793459296226501|      0.01562500|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.2028672721843904, -0.7152131224082955]                                       |  0.7766793370246887|      0.03125000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.2028672721843904, -0.7152131224082955]                                       |  0.7766793370246887|      0.01562500|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.2028672721843904, -0.7152131224082955]                                       |  0.7766793370246887|      0.00781250|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.1951192844842398, -0.7142112028265343]                                       |  0.7756654620170593|      0.01562500|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.1951192844842398, -0.7142112028265343]                                       |  0.7756654620170593|      0.00781250|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
