k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      2.00000000|[117, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      1.00000000|[233, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      0.50000000|[350, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[9.727590123254448, -0.891465991354484, -0.4269834524141545, 0.0256959530601263, 0.6154651171797568, -0.7594035082774715, -0.0555181093393592]|58306.6250000000000000|      1.00000000|[466, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       5|[9.727590123254448, -0.891465991354484, -0.4269834524141545, 0.0256959530601263, 0.6154651171797568, -0.7594035082774715, -0.0555181093393592]|58306.6250000000000000|      0.50000000|[582, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[9.727590123254448, -0.891465991354484, -0.4269834524141545, 0.0256959530601263, 0.6154651171797568, -0.7594035082774715, -0.0555181093393592]|58306.6250000000000000|      0.25000000|[700, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[9.727590123254448, -0.891465991354484, -0.4269834524141545, 0.0256959530601263, 0.6154651171797568, -0.7594035082774715, -0.0555181093393592]|58306.6250000000000000|      0.12500000|[816, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[9.727590123254448, -0.891465991354484, -0.4269834524141545, 0.0256959530601263, 0.6154651171797568, -0.7594035082774715, -0.0555181093393592]|58306.6250000000000000|      0.06250000|[933, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[9.720074635742025, -0.895025751676924, -0.4277562184529179, -0.0144198874569958, 0.6272979876781142, -0.7638260845023452, -0.1009894379042454]|54476.6445312500000000|      0.12500000|[1049, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[9.720074635742025, -0.895025751676924, -0.4277562184529179, -0.0144198874569958, 0.6272979876781142, -0.7638260845023452, -0.1009894379042454]|54476.6445312500000000|      0.06250000|[1165, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
