k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|      1.11111111|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[23.29659538050355, 37.98312119253821, 42.12412501102252, 39.36247857965339]    |721.3718261718750000|      1.23456790|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       3|[22.28719838862097, 37.40017957153001, 42.47552365910188, 39.56735335155429]    |631.2819824218750000|      1.37174211|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[21.145065774276553, 36.77034565139386, 42.84511153394767, 39.77693281195681]   |541.2825317382812500|      1.52415790|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       5|[19.86669600501263, 36.066110148291884, 43.22114218931464, 40.00382782725899]   |452.7070312500000000|      1.69350878|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       6|[18.416665178498757, 35.33092998904246, 43.63153865265222, 40.241456674998325]  |367.0380859375000000|      1.88167642|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       7|[16.818042226145156, 34.48552844139469, 44.094961605219545, 40.4773511597769]   |286.0930175781250000|      2.09075158|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       8|[14.958650378757362, 33.6784236266276, 44.53347723909515, 40.7422850937137]     |211.4330444335937500|      2.32305731|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
       9|[12.864320014587799, 32.811042844347114, 44.97302749426121, 40.996886261789605] |144.9916076660156250|      2.58117479|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      10|[10.468902451763789, 31.94445985867305, 45.34488673618167, 41.18448327196969]   | 88.6389236450195312|      2.86797199|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      11|[7.768468355209347, 31.094240984107653, 45.748739748388964, 41.401161928048225] | 44.3303718566894531|      3.18663555|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      12|[4.67807839824221, 30.39651001762599, 46.03617592759359, 41.5874089519219]      | 14.0621128082275391|      3.54070616|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[4.67807839824221, 30.39651001762599, 46.03617592759359, 41.5874089519219]      | 14.0621128082275391|      3.18663555|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[4.67807839824221, 30.39651001762599, 46.03617592759359, 41.5874089519219]      | 14.0621128082275391|      2.86797199|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[4.67807839824221, 30.39651001762599, 46.03617592759359, 41.5874089519219]      | 14.0621128082275391|      2.58117479|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[2.133103537839949, 30.01803496874518, 46.201415160292996, 41.709960568181074]  |  2.1901223659515381|      2.86797199|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      17|[2.133103537839949, 30.01803496874518, 46.201415160292996, 41.709960568181074]  |  2.1901223659515381|      2.58117479|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[2.133103537839949, 30.01803496874518, 46.201415160292996, 41.709960568181074]  |  2.1901223659515381|      2.32305731|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      19|[2.133103537839949, 30.01803496874518, 46.201415160292996, 41.709960568181074]  |  2.1901223659515381|      2.09075158|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[2.133103537839949, 30.01803496874518, 46.201415160292996, 41.709960568181074]  |  2.1901223659515381|      1.88167642|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      21|[2.133103537839949, 30.01803496874518, 46.201415160292996, 41.709960568181074]  |  2.1901223659515381|      1.69350878|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      22|[2.133103537839949, 30.01803496874518, 46.201415160292996, 41.709960568181074]  |  2.1901223659515381|      1.52415790|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
