k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      0.50000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.7509198255628051, -1.2195301512086227, -0.4326170243087952]                 |886.6300048828125000|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[-0.7509198255628051, -1.2195301512086227, -0.4326170243087952]                 |886.6300048828125000|      0.50000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.2555802513236655, -1.2867010129097831, -0.4438767548078526]                 |570.7557373046875000|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.2555802513236655, -1.2867010129097831, -0.4438767548078526]                 |570.7557373046875000|      0.50000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.0885652192662841, -0.8367626630296516, -0.5840960843384716]                 |437.0496520996093750|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[-0.0885652192662841, -0.8367626630296516, -0.5840960843384716]                 |437.0496520996093750|      0.50000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.1569551620011594, -1.0073955724871406, -0.9848505635303598]                  |162.0846099853515625|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.1569551620011594, -1.0073955724871406, -0.9848505635303598]                  |162.0846099853515625|      0.50000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.1569551620011594, -1.0073955724871406, -0.9848505635303598]                  |162.0846099853515625|      0.25000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.3910214011166868, -0.9660993990131862, -1.0623594131071779]                  | 69.4601974487304688|      0.50000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.3910214011166868, -0.9660993990131862, -1.0623594131071779]                  | 69.4601974487304688|      0.25000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.3910214011166868, -0.9660993990131862, -1.0623594131071779]                  | 69.4601974487304688|      0.12500000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.4825923414340211, -0.889134769030899, -1.026079823513457]                    | 47.6451950073242188|      0.25000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.4825923414340211, -0.889134769030899, -1.026079823513457]                    | 47.6451950073242188|      0.12500000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.4825923414340211, -0.889134769030899, -1.026079823513457]                    | 47.6451950073242188|      0.06250000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.5164328197890454, -0.8548259177361306, -1.065879003750449]                   | 33.5331802368164062|      0.12500000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.5164328197890454, -0.8548259177361306, -1.065879003750449]                   | 33.5331802368164062|      0.06250000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.5753820739008785, -0.8348866824826828, -1.0600770784522224]                  | 24.1395912170410156|      0.12500000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.5753820739008785, -0.8348866824826828, -1.0600770784522224]                  | 24.1395912170410156|      0.06250000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.5802995083098034, -0.7776497262140375, -1.0354600177841593]                  | 20.8944988250732422|      0.12500000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.5802995083098034, -0.7776497262140375, -1.0354600177841593]                  | 20.8944988250732422|      0.06250000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.6263598398055089, -0.7570167727565509, -1.0723243242895977]                  | 11.9091987609863281|      0.12500000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.6263598398055089, -0.7570167727565509, -1.0723243242895977]                  | 11.9091987609863281|      0.06250000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.6263598398055089, -0.7570167727565509, -1.0723243242895977]                  | 11.9091987609863281|      0.03125000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.6490424137666253, -0.737454186469803, -1.0634154210870688]                   |  9.4524850845336914|      0.06250000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.6887089830153927, -0.7055184705958806, -1.0996497050685805]                  |  4.1033067703247070|      0.12500000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.6887089830153927, -0.7055184705958806, -1.0996497050685805]                  |  4.1033067703247070|      0.06250000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.6887089830153927, -0.7055184705958806, -1.0996497050685805]                  |  4.1033067703247070|      0.03125000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.6887089830153927, -0.7055184705958806, -1.0996497050685805]                  |  4.1033067703247070|      0.01562500|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.6852838764842456, -0.6931742204128865, -1.1085955844367557]                  |  3.5582830905914307|      0.03125000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.6933785176928586, -0.6648245638300728, -1.1189559056354617]                  |  2.3596117496490479|      0.06250000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.6933785176928586, -0.6648245638300728, -1.1189559056354617]                  |  2.3596117496490479|      0.03125000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.7225707157335142, -0.6539523001786378, -1.1164715633384277]                  |  1.6056207418441772|      0.06250000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.7225707157335142, -0.6539523001786378, -1.1164715633384277]                  |  1.6056207418441772|      0.03125000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.7225707157335142, -0.6539523001786378, -1.1164715633384277]                  |  1.6056207418441772|      0.01562500|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.7225707157335142, -0.6539523001786378, -1.1164715633384277]                  |  1.6056207418441772|      0.00781250|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.7283887939532435, -0.649913487032352, -1.119769003322491]                    |  1.4682998657226562|      0.01562500|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.7283887939532435, -0.649913487032352, -1.119769003322491]                    |  1.4682998657226562|      0.00781250|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.7283887939532435, -0.649913487032352, -1.119769003322491]                    |  1.4682998657226562|      0.00390625|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.7283887939532435, -0.649913487032352, -1.119769003322491]                    |  1.4682998657226562|      0.00195312|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.7290123047821591, -0.6485772784299914, -1.1210498148163603]                  |  1.4460223913192749|      0.00390625|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.7305006669973376, -0.6458708189583624, -1.1234411834845834]                  |  1.4072885513305664|      0.00781250|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.7305006669973376, -0.6458708189583624, -1.1234411834845834]                  |  1.4072885513305664|      0.00390625|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.7342610389517213, -0.6469231592468261, -1.1233364373893784]                  |  1.3761206865310669|      0.00781250|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.7415617267622169, -0.6459909847660367, -1.1259567741007661]                  |  1.3163946866989136|      0.01562500|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.7415617267622169, -0.6459909847660367, -1.1259567741007661]                  |  1.3163946866989136|      0.00781250|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.7487527616930476, -0.6446001045007904, -1.1286751605636005]                  |  1.2889770269393921|      0.01562500|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.7487527616930476, -0.6446001045007904, -1.1286751605636005]                  |  1.2889770269393921|      0.00781250|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.7487527616930476, -0.6446001045007904, -1.1286751605636005]                  |  1.2889770269393921|      0.00390625|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.7520155180412667, -0.6466777614390392, -1.1281305949370664]                  |  1.2798582315444946|      0.00781250|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.7520155180412667, -0.6466777614390392, -1.1281305949370664]                  |  1.2798582315444946|      0.00390625|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.7520155180412667, -0.6466777614390392, -1.1281305949370664]                  |  1.2798582315444946|      0.00195312|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
