k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      2.00000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      1.00000000|[17, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       3|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.50000000|[25, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.25000000|[33, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.12500000|[41, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.06250000|[49, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.03125000|[57, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.01562500|[65, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.00781250|[73, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      10|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.00390625|[81, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.00195312|[89, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[0.0003018157989968, 0.0730267193341297]                                        |  0.0000853205056046|      0.00390625|[97, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      13|[0.0003018157989968, 0.0730267193341297]                                        |  0.0000853205056046|      0.00195312|[105, 0, 0, 26]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[0.0002875113690307, 0.0710736467167116]                                        |  0.0000765526856412|      0.00390625|[113, 0, 0, 28]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      15|[0.0002875113690307, 0.0710736467167116]                                        |  0.0000765526856412|      0.00195312|[121, 0, 0, 30]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[0.0002758224173988, 0.0691205566947119]                                        |  0.0000684785918565|      0.00390625|[129, 0, 0, 32]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      17|[0.0002758224173988, 0.0691205566947119]                                        |  0.0000684785918565|      0.00195312|[137, 0, 0, 34]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      18|[0.0002861907097781, 0.0671674592152864]                                        |  0.0000610607676208|      0.00390625|[145, 0, 0, 36]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      19|[0.0002861907097781, 0.0671674592152864]                                        |  0.0000610607676208|      0.00195312|[153, 0, 0, 38]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      20|[0.0002861907097781, 0.0671674592152864]                                        |  0.0000610607676208|      0.00097656|[161, 0, 0, 40]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[0.000281439233444, 0.0661909082745369]                                         |  0.0000575863959966|      0.00195312|[169, 0, 0, 42]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      22|[0.000281439233444, 0.0661909082745369]                                         |  0.0000575863959966|      0.00097656|[177, 0, 0, 44]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[0.0002821731432031, 0.0652143460503122]                                        |  0.0000542624366062|      0.00195312|[185, 0, 0, 46]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      24|[0.0002821731432031, 0.0652143460503122]                                        |  0.0000542624366062|      0.00097656|[193, 0, 0, 48]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[0.0002784041927919, 0.0642377908232927]                                        |  0.0000510844984092|      0.00195312|[201, 0, 0, 50]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      26|[0.0002784041927919, 0.0642377908232927]                                        |  0.0000510844984092|      0.00097656|[209, 0, 0, 52]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[0.0002788206296562, 0.0632612284120836]                                        |  0.0000480482303828|      0.00195312|[217, 0, 0, 54]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      28|[0.0002788206296562, 0.0632612284120836]                                        |  0.0000480482303828|      0.00097656|[225, 0, 0, 56]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[0.0002770471398108, 0.0622846675224612]                                        |  0.0000451493615401|      0.00195312|[233, 0, 0, 58]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      30|[0.0002770471398108, 0.0622846675224612]                                        |  0.0000451493615401|      0.00097656|[241, 0, 0, 60]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[0.0002726723752906, 0.0613081148214555]                                        |  0.0000423837009293|      0.00195312|[249, 0, 0, 62]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      32|[0.0002726723752906, 0.0613081148214555]                                        |  0.0000423837009293|      0.00097656|[257, 0, 0, 64]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[0.0002714780049387, 0.0603315530518343]                                        |  0.0000397470757889|      0.00195312|[265, 0, 0, 66]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
