k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.10000000|[264, 35, 0, 5]                                                            |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 110 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 162 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 213 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       2|[-0.6018605435377777, 0.5928880608870806, -1.8644751711333878, 0.0061321237014054, -0.014001787409731, -0.0036301545076079, -0.0257083244521468, -0.1079632166181015, 1.1209095703467757, -0.0031136234482709, -0.0020201024797215, 399.7725018047417, 0.0187665036564942, -0.0128058811138444, -0.0140152575418532, -0.0193680353016932, -0.1227154075219925, 0.7139166878116396, -0.0070619555084904, 0.0013008339294944, 402.0021756570163, 0.0085930956435066, -0.0241699369389792, -0.0016324004217309, -0.0394981264026269, -0.1167733138192701, 0.9215323331802449, -0.000980111947885, 0.0055936807591681, 400.4281093411152, 0.0611793586436482, -1.2183128217719235, 0.0063471805383124, -1.402970231607457, -0.0843548537888044, 0.4598788248728292, -0.0012736882820539, -0.0001047466844568, 407.02635752215394, 0.0511262090661188, -1.2405169572087893, 0.0009317110083927, -1.0414433970329067, -0.1190380220941057, 0.3308627692172469, 0.005967418660653, 0.0069493655893655, 405.91695647956095, 0.0473383616658383, -1.2414522536147288, 0.002210917592305, -0.8807928261570939, -0.1066277446943488, 0.2692964592847156, 0.0108450873710021, -0.0068704414291127, 404.73672575223026]|84516.9140625000000000|      1.00000000|[373, 49, 0, 7]                                                            |  | trying linear partial model with 58 points | iterate success | actual_k=7
       3|[-0.6018605435377777, 0.5928880608870806, -1.8644751711333878, 0.0061321237014054, -0.014001787409731, -0.0036301545076079, -0.0257083244521468, -0.1079632166181015, 1.1209095703467757, -0.0031136234482709, -0.0020201024797215, 399.7725018047417, 0.0187665036564942, -0.0128058811138444, -0.0140152575418532, -0.0193680353016932, -0.1227154075219925, 0.7139166878116396, -0.0070619555084904, 0.0013008339294944, 402.0021756570163, 0.0085930956435066, -0.0241699369389792, -0.0016324004217309, -0.0394981264026269, -0.1167733138192701, 0.9215323331802449, -0.000980111947885, 0.0055936807591681, 400.4281093411152, 0.0611793586436482, -1.2183128217719235, 0.0063471805383124, -1.402970231607457, -0.0843548537888044, 0.4598788248728292, -0.0012736882820539, -0.0001047466844568, 407.02635752215394, 0.0511262090661188, -1.2405169572087893, 0.0009317110083927, -1.0414433970329067, -0.1190380220941057, 0.3308627692172469, 0.005967418660653, 0.0069493655893655, 405.91695647956095, 0.0473383616658383, -1.2414522536147288, 0.002210917592305, -0.8807928261570939, -0.1066277446943488, 0.2692964592847156, 0.0108450873710021, -0.0068704414291127, 404.73672575223026]|84516.9140625000000000|      0.10000000|[633, 84, 0, 12]                                                           |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 109 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 160 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 211 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       4|[-0.6023569790139992, 0.6246602966625149, -1.8763753031871429, 0.0171677255417968, -0.0173999249035424, -0.0023666155717236, -0.0288983066633733, -0.1043859184330886, 1.1138933790912282, 0.0042562527953879, -0.0046191484843929, 399.7667510648205, 0.0233396137490781, 0.0020508116224516, -0.0124925670556222, -0.0198105790356077, -0.128294312446402, 0.7040411850886127, -0.0126696447192466, 0.009425404763728, 402.0106781997727, 0.0041196436393138, -0.0043089094233243, -0.0015616557986447, -0.0589310409672775, -0.1439198528411059, 0.9338743213911379, -0.0130862506476316, -0.0119890033373313, 400.44625828833557, 0.0978275440912775, -1.209625968846861, -0.0147368152574448, -1.396558989309861, -0.0663761074323204, 0.4596262102317348, 0.0092344269710765, 0.0032389647537549, 407.04883593467764, 0.061635513924052, -1.2348664222143397, -0.0053022153344705, -1.0507693310714088, -0.0921638220850247, 0.3220871245468794, 0.0118915897170246, 0.0006281651161043, 405.90425093814355, 0.0627381162050941, -1.246905749660352, -0.0067580251592302, -0.885902474502191, -0.0843060194065821, 0.2720777994312846, 0.0018482457373281, -0.0064706868422454, 404.7572084898913]|56478.8164062500000000|      1.00000000|[740, 98, 0, 14]                                                           |  | trying linear partial model with 58 points | iterate success | actual_k=7
       5|[-0.6023569790139992, 0.6246602966625149, -1.8763753031871429, 0.0171677255417968, -0.0173999249035424, -0.0023666155717236, -0.0288983066633733, -0.1043859184330886, 1.1138933790912282, 0.0042562527953879, -0.0046191484843929, 399.7667510648205, 0.0233396137490781, 0.0020508116224516, -0.0124925670556222, -0.0198105790356077, -0.128294312446402, 0.7040411850886127, -0.0126696447192466, 0.009425404763728, 402.0106781997727, 0.0041196436393138, -0.0043089094233243, -0.0015616557986447, -0.0589310409672775, -0.1439198528411059, 0.9338743213911379, -0.0130862506476316, -0.0119890033373313, 400.44625828833557, 0.0978275440912775, -1.209625968846861, -0.0147368152574448, -1.396558989309861, -0.0663761074323204, 0.4596262102317348, 0.0092344269710765, 0.0032389647537549, 407.04883593467764, 0.061635513924052, -1.2348664222143397, -0.0053022153344705, -1.0507693310714088, -0.0921638220850247, 0.3220871245468794, 0.0118915897170246, 0.0006281651161043, 405.90425093814355, 0.0627381162050941, -1.246905749660352, -0.0067580251592302, -0.885902474502191, -0.0843060194065821, 0.2720777994312846, 0.0018482457373281, -0.0064706868422454, 404.7572084898913]|56478.8164062500000000|      0.10000000|[1000, 133, 0, 19]                                                         |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 109 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 159 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 210 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       6|[-0.5813019969455928, 0.6437240688222572, -1.8743078544894014, -0.0050383947692916, 0.0009293950530852, -0.001333509672874, -0.0514011698438318, -0.1187703166733787, 1.1096881339517841, 0.0155328353052532, -0.0175465827790246, 399.77490553886855, 0.0117721669160666, -0.0002387063771956, -0.0193232216125141, -0.0213232460538816, -0.1427578975847309, 0.6794307887256513, -0.0292107206099297, 0.018414835023988, 402.0074400674772, -0.0014388662699207, -0.0124155505268795, -0.0069587341759389, -0.0463260802627686, -0.1446945245851511, 0.9307316219554859, -0.01751897267116, -0.0131665091844622, 400.4433132799738, 0.1261503783174348, -1.2071108674278717, -0.042217672534855, -1.4022761448440144, -0.0508852962464089, 0.4632682112925546, 0.0082046852335377, 0.0147230486789502, 407.0519817114421, 0.0840138414187334, -1.2154601775294707, 0.0007885699682354, -1.050330291539616, -0.0665231981478053, 0.3198175284088812, 0.007657777429886, -0.0030063153761887, 405.90034349727216, 0.0824736732950729, -1.2255917161122551, -0.0232312385960157, -0.8744363450657859, -0.0616319384113434, 0.2791834843366154, 0.0002941828937828, 0.002844886725604, 404.7495954297467]|28310.6601562500000000|      1.00000000|[1107, 147, 0, 21]                                                         |  | trying linear partial model with 58 points | iterate success | actual_k=7
       7|[-0.5813019969455928, 0.6437240688222572, -1.8743078544894014, -0.0050383947692916, 0.0009293950530852, -0.001333509672874, -0.0514011698438318, -0.1187703166733787, 1.1096881339517841, 0.0155328353052532, -0.0175465827790246, 399.77490553886855, 0.0117721669160666, -0.0002387063771956, -0.0193232216125141, -0.0213232460538816, -0.1427578975847309, 0.6794307887256513, -0.0292107206099297, 0.018414835023988, 402.0074400674772, -0.0014388662699207, -0.0124155505268795, -0.0069587341759389, -0.0463260802627686, -0.1446945245851511, 0.9307316219554859, -0.01751897267116, -0.0131665091844622, 400.4433132799738, 0.1261503783174348, -1.2071108674278717, -0.042217672534855, -1.4022761448440144, -0.0508852962464089, 0.4632682112925546, 0.0082046852335377, 0.0147230486789502, 407.0519817114421, 0.0840138414187334, -1.2154601775294707, 0.0007885699682354, -1.050330291539616, -0.0665231981478053, 0.3198175284088812, 0.007657777429886, -0.0030063153761887, 405.90034349727216, 0.0824736732950729, -1.2255917161122551, -0.0232312385960157, -0.8744363450657859, -0.0616319384113434, 0.2791834843366154, 0.0002941828937828, 0.002844886725604, 404.7495954297467]|28310.6601562500000000|      0.10000000|[1369, 182, 0, 26]                                                         |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 109 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 159 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 211 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       8|[-0.5757450061879906, 0.6616998297054525, -1.865266617493011, -0.016722634079923, -0.0181008150035134, 0.0187754579861755, -0.0375630904152147, -0.1128003140745785, 1.1127944063585782, 0.0065962036105854, -0.0178375665691923, 399.770570103986, -0.004018238272763, -0.0314771156817426, -0.0200991776397407, -0.0230379199071157, -0.1462971323133456, 0.6849365256747898, -0.0231576268634189, 0.0152370915497731, 401.9908338800076, -0.0095034726739733, 0.0107236278185719, -0.0006323904886721, -0.023657207237825, -0.1313197762868212, 0.9354864393927812, -0.0166873187387611, -0.0148660948282491, 400.4337195335654, 0.1360981123754889, -1.2014949262008585, -0.0584846703419062, -1.3947435617399664, -0.0232716980210303, 0.4760547069881872, 0.0063753930813527, 0.0070316518198732, 407.0629118374599, 0.1147879151933958, -1.2055641720657118, -0.0160557024617004, -1.0429620424128372, -0.0570093081415341, 0.3293508707913147, 0.0035474971616781, -0.0187511040266033, 405.8879905613236, 0.1150510567027622, -1.223179320333478, -0.0290894401949962, -0.8874059982311301, -0.0424329865287459, 0.2863738606502154, -0.0011526369327098, 0.0072253273060183, 404.7548222560823]|13412.2753906250000000|      1.00000000|[1477, 196, 0, 28]                                                         |  | trying linear partial model with 58 points | iterate success | actual_k=7
       9|[-0.5757450061879906, 0.6616998297054525, -1.865266617493011, -0.016722634079923, -0.0181008150035134, 0.0187754579861755, -0.0375630904152147, -0.1128003140745785, 1.1127944063585782, 0.0065962036105854, -0.0178375665691923, 399.770570103986, -0.004018238272763, -0.0314771156817426, -0.0200991776397407, -0.0230379199071157, -0.1462971323133456, 0.6849365256747898, -0.0231576268634189, 0.0152370915497731, 401.9908338800076, -0.0095034726739733, 0.0107236278185719, -0.0006323904886721, -0.023657207237825, -0.1313197762868212, 0.9354864393927812, -0.0166873187387611, -0.0148660948282491, 400.4337195335654, 0.1360981123754889, -1.2014949262008585, -0.0584846703419062, -1.3947435617399664, -0.0232716980210303, 0.4760547069881872, 0.0063753930813527, 0.0070316518198732, 407.0629118374599, 0.1147879151933958, -1.2055641720657118, -0.0160557024617004, -1.0429620424128372, -0.0570093081415341, 0.3293508707913147, 0.0035474971616781, -0.0187511040266033, 405.8879905613236, 0.1150510567027622, -1.223179320333478, -0.0290894401949962, -0.8874059982311301, -0.0424329865287459, 0.2863738606502154, -0.0011526369327098, 0.0072253273060183, 404.7548222560823]|13412.2753906250000000|      0.10000000|[1737, 231, 0, 33]                                                         |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 109 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 160 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 210 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
      10|[-0.570245554250723, 0.6736101441652109, -1.8463069127656857, -0.005945960429866, 0.0066180968656157, 0.023999349077691, -0.0441013824320308, -0.1120017788864087, 1.1220257342415851, 0.0142381252484171, -0.0133377273034799, 399.7634138235041, -0.01629667499216, -0.0221306933799423, -0.014907553348405, -0.0347243872683377, -0.1533538329043979, 0.6831977537424025, -0.016575445508987, 0.0134056003606099, 401.99648197557264, -0.0177531014270402, 0.002843133793688, -0.0107498157097643, -0.0228240846668446, -0.1387577530762718, 0.9310912130428304, -0.0274253557471337, -0.0209872210854487, 400.4357612718089, 0.1552588146640052, -1.1905335104527957, -0.0571896918808101, -1.3994199027539271, -0.0115436559206987, 0.4886438376031742, 0.0026716576618042, 0.0067997463351279, 407.06429733446663, 0.1620746806281804, -1.2138525705920378, -0.0376284957251947, -1.0446063098664775, -0.0271689340961493, 0.3475477793716541, 0.0102107203706966, -0.0167515861244834, 405.88825723894104, 0.1422709507607484, -1.2090567825211171, -0.0439088125078806, -0.8869019638517365, -0.0078331976323799, 0.2947601907874971, 0.0049479728762416, 0.0145753481101267, 404.7462607911194]|2764.2873535156250000|      1.00000000|[1994, 266, 0, 38]                                                         |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 108 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 158 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 208 points | iterate success | actual_k=7
