k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.50000000|[641, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.25000000|[1281, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[-0.1863308698311775, -0.0257993308500234, -0.0257619736349484, -0.0378108223151067, -0.0468530484095018, -0.0452722009634345, -0.0545750400703652, -0.0734127304010936, -0.0912223611911756, -0.0895599442274508, -0.092065480668084, -0.1130274372669579, -0.1098133090028974, -0.1108852127570863, -0.1232633720622177, -0.1348670677033974, -0.1482782498340965, -0.1497678775515283, -0.1518047517145691, -0.1623452109986307, -0.1655651138190261, -0.1640768028459129, -0.1741164184265506, -0.1804622667709691, -0.1874020273836016, -0.1995553717748393, -0.195480785952574, -0.2005779646712548, -0.2006704230302705, -0.2109556093800622, -0.2131038858203812, -0.2268350407528371, -0.2235512560549491, -0.2231232925687896, -0.2295908623259976, -0.2319085205097698, -0.2260910222051629, -0.2254452890676821, -0.2324584592777218, -0.2355181023445923, -0.2361809479943286, -0.2374702149977631, -0.250588685342603, -0.2429709198514153, -0.2414829541709479, -0.238813256051553, -0.2509125300178962, -0.2444035738821639, -0.2452413416427553, -0.2501433885228503, -0.244160349830727, -0.2554961025206405, -0.2437806569033013, -0.2440257164700491, -0.2437722458456912, -0.2477186051133246, -0.2459899050858967, -0.2377860368103542, -0.2323512979232135, -0.2477535258957785, -0.240328546676908, -0.2375784264358346, -0.2284596653893031, -0.2399029504710983, -0.2371070144429479, -0.2317083873975249, -0.2355289482667355, -0.2227524149387162, -0.2201724488578896, -0.2187015207291443, -0.1977234919427297, -0.2109224520135257, -0.2033870071952867, -0.1981160014239946, -0.1942452852332361, -0.2014078006842721, -0.1838849275980396, -0.1741373432577765, -0.1641247630247783, -0.1620706039522066, -0.1488264173416392, -0.1524389665002478, -0.1419499725662079, -0.1355000182977029, -0.1269058963187154, -0.1256790200341542, -0.1139248561855692, -0.1103514649880926, -0.1047985800302553, -0.0942017535654033, -0.0945156285424331, -0.0900015310560975, -0.0563204423417654, -0.068553562296341, -0.0615552955240925, -0.0484371164867754, -0.0380263420658187, -0.0286675380515606, -0.0310691071770362, -0.1771493475473505]| 99.5862197875976562|      0.50000000|[1729, 0, 0, 27]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | iterate success | actual_k=0
       4|[-0.1863308698311775, -0.0257993308500234, -0.0257619736349484, -0.0378108223151067, -0.0468530484095018, -0.0452722009634345, -0.0545750400703652, -0.0734127304010936, -0.0912223611911756, -0.0895599442274508, -0.092065480668084, -0.1130274372669579, -0.1098133090028974, -0.1108852127570863, -0.1232633720622177, -0.1348670677033974, -0.1482782498340965, -0.1497678775515283, -0.1518047517145691, -0.1623452109986307, -0.1655651138190261, -0.1640768028459129, -0.1741164184265506, -0.1804622667709691, -0.1874020273836016, -0.1995553717748393, -0.195480785952574, -0.2005779646712548, -0.2006704230302705, -0.2109556093800622, -0.2131038858203812, -0.2268350407528371, -0.2235512560549491, -0.2231232925687896, -0.2295908623259976, -0.2319085205097698, -0.2260910222051629, -0.2254452890676821, -0.2324584592777218, -0.2355181023445923, -0.2361809479943286, -0.2374702149977631, -0.250588685342603, -0.2429709198514153, -0.2414829541709479, -0.238813256051553, -0.2509125300178962, -0.2444035738821639, -0.2452413416427553, -0.2501433885228503, -0.244160349830727, -0.2554961025206405, -0.2437806569033013, -0.2440257164700491, -0.2437722458456912, -0.2477186051133246, -0.2459899050858967, -0.2377860368103542, -0.2323512979232135, -0.2477535258957785, -0.240328546676908, -0.2375784264358346, -0.2284596653893031, -0.2399029504710983, -0.2371070144429479, -0.2317083873975249, -0.2355289482667355, -0.2227524149387162, -0.2201724488578896, -0.2187015207291443, -0.1977234919427297, -0.2109224520135257, -0.2033870071952867, -0.1981160014239946, -0.1942452852332361, -0.2014078006842721, -0.1838849275980396, -0.1741373432577765, -0.1641247630247783, -0.1620706039522066, -0.1488264173416392, -0.1524389665002478, -0.1419499725662079, -0.1355000182977029, -0.1269058963187154, -0.1256790200341542, -0.1139248561855692, -0.1103514649880926, -0.1047985800302553, -0.0942017535654033, -0.0945156285424331, -0.0900015310560975, -0.0563204423417654, -0.068553562296341, -0.0615552955240925, -0.0484371164867754, -0.0380263420658187, -0.0286675380515606, -0.0310691071770362, -0.1771493475473505]| 99.5862197875976562|      0.25000000|[2369, 0, 0, 37]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[-0.1863308698311775, -0.0257993308500234, -0.0257619736349484, -0.0378108223151067, -0.0468530484095018, -0.0452722009634345, -0.0545750400703652, -0.0734127304010936, -0.0912223611911756, -0.0895599442274508, -0.092065480668084, -0.1130274372669579, -0.1098133090028974, -0.1108852127570863, -0.1232633720622177, -0.1348670677033974, -0.1482782498340965, -0.1497678775515283, -0.1518047517145691, -0.1623452109986307, -0.1655651138190261, -0.1640768028459129, -0.1741164184265506, -0.1804622667709691, -0.1874020273836016, -0.1995553717748393, -0.195480785952574, -0.2005779646712548, -0.2006704230302705, -0.2109556093800622, -0.2131038858203812, -0.2268350407528371, -0.2235512560549491, -0.2231232925687896, -0.2295908623259976, -0.2319085205097698, -0.2260910222051629, -0.2254452890676821, -0.2324584592777218, -0.2355181023445923, -0.2361809479943286, -0.2374702149977631, -0.250588685342603, -0.2429709198514153, -0.2414829541709479, -0.238813256051553, -0.2509125300178962, -0.2444035738821639, -0.2452413416427553, -0.2501433885228503, -0.244160349830727, -0.2554961025206405, -0.2437806569033013, -0.2440257164700491, -0.2437722458456912, -0.2477186051133246, -0.2459899050858967, -0.2377860368103542, -0.2323512979232135, -0.2477535258957785, -0.240328546676908, -0.2375784264358346, -0.2284596653893031, -0.2399029504710983, -0.2371070144429479, -0.2317083873975249, -0.2355289482667355, -0.2227524149387162, -0.2201724488578896, -0.2187015207291443, -0.1977234919427297, -0.2109224520135257, -0.2033870071952867, -0.1981160014239946, -0.1942452852332361, -0.2014078006842721, -0.1838849275980396, -0.1741373432577765, -0.1641247630247783, -0.1620706039522066, -0.1488264173416392, -0.1524389665002478, -0.1419499725662079, -0.1355000182977029, -0.1269058963187154, -0.1256790200341542, -0.1139248561855692, -0.1103514649880926, -0.1047985800302553, -0.0942017535654033, -0.0945156285424331, -0.0900015310560975, -0.0563204423417654, -0.068553562296341, -0.0615552955240925, -0.0484371164867754, -0.0380263420658187, -0.0286675380515606, -0.0310691071770362, -0.1771493475473505]| 99.5862197875976562|      0.12500000|[3009, 0, 0, 47]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[-0.2080540859769126, -0.1028924402004093, -0.0099649727157706, -0.0401331550086601, -0.0384873064884431, -0.0479141347336233, -0.0522742187161214, -0.0733107757497648, -0.0805477307693334, -0.0902815854262019, -0.0972569590001135, -0.1086269373374473, -0.1082400815150394, -0.1095508979994435, -0.1175574258537478, -0.1373622235689121, -0.1430558167420106, -0.1511089283122991, -0.1480988931285269, -0.1518564162783187, -0.1639565626167887, -0.1658007960415065, -0.1749927493229193, -0.1813734821384007, -0.1896532518422173, -0.1919201199613301, -0.2005361943554374, -0.1925564628414816, -0.2040587739072055, -0.2060736158870707, -0.2226137277536093, -0.2245333245793277, -0.2245843369702687, -0.2232425739006982, -0.2297512846949124, -0.2300438777258616, -0.2241709362091396, -0.2280798057140529, -0.2285174416764409, -0.2326963744028177, -0.2366380106676976, -0.2427395384786714, -0.2452693999612775, -0.2454388723370618, -0.2386637989312059, -0.2418912159068104, -0.2445440784697514, -0.2499008463610201, -0.2442135994223112, -0.2476662305946446, -0.2500422964905265, -0.2446262301233618, -0.2530235210084889, -0.2412149474744882, -0.2495853038783062, -0.2496137306019938, -0.2405942445872212, -0.2375977422033767, -0.2374024396579139, -0.2414362240474109, -0.2394970272235949, -0.2334170195977976, -0.2330247618958005, -0.2359817173153812, -0.2395983514527082, -0.232197403269829, -0.2290026877529182, -0.2271763946334686, -0.2201139184081285, -0.2179682571797253, -0.2062433899852819, -0.2023809979721209, -0.2126571429564008, -0.1959598801962927, -0.1971071699958806, -0.1982232768484025, -0.1925575049856105, -0.1764061890496813, -0.1658781853834799, -0.155765406985147, -0.1511534427255144, -0.1481638722899694, -0.142856953428798, -0.1327746681903521, -0.1277281080412539, -0.1198487387678855, -0.116227657010684, -0.1130089650734134, -0.103262542954492, -0.0959156384331611, -0.0907468388492369, -0.0722403952341434, -0.071502878423382, -0.0586128978725758, -0.0629412717234907, -0.0523782301722809, -0.0352575177462582, -0.0149951418292464, -0.1037419716013652, -0.2073528402647666]| 99.4267501831054688|      0.25000000|[3457, 0, 0, 54]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | iterate success | actual_k=0
       7|[-0.2080540859769126, -0.1028924402004093, -0.0099649727157706, -0.0401331550086601, -0.0384873064884431, -0.0479141347336233, -0.0522742187161214, -0.0733107757497648, -0.0805477307693334, -0.0902815854262019, -0.0972569590001135, -0.1086269373374473, -0.1082400815150394, -0.1095508979994435, -0.1175574258537478, -0.1373622235689121, -0.1430558167420106, -0.1511089283122991, -0.1480988931285269, -0.1518564162783187, -0.1639565626167887, -0.1658007960415065, -0.1749927493229193, -0.1813734821384007, -0.1896532518422173, -0.1919201199613301, -0.2005361943554374, -0.1925564628414816, -0.2040587739072055, -0.2060736158870707, -0.2226137277536093, -0.2245333245793277, -0.2245843369702687, -0.2232425739006982, -0.2297512846949124, -0.2300438777258616, -0.2241709362091396, -0.2280798057140529, -0.2285174416764409, -0.2326963744028177, -0.2366380106676976, -0.2427395384786714, -0.2452693999612775, -0.2454388723370618, -0.2386637989312059, -0.2418912159068104, -0.2445440784697514, -0.2499008463610201, -0.2442135994223112, -0.2476662305946446, -0.2500422964905265, -0.2446262301233618, -0.2530235210084889, -0.2412149474744882, -0.2495853038783062, -0.2496137306019938, -0.2405942445872212, -0.2375977422033767, -0.2374024396579139, -0.2414362240474109, -0.2394970272235949, -0.2334170195977976, -0.2330247618958005, -0.2359817173153812, -0.2395983514527082, -0.232197403269829, -0.2290026877529182, -0.2271763946334686, -0.2201139184081285, -0.2179682571797253, -0.2062433899852819, -0.2023809979721209, -0.2126571429564008, -0.1959598801962927, -0.1971071699958806, -0.1982232768484025, -0.1925575049856105, -0.1764061890496813, -0.1658781853834799, -0.155765406985147, -0.1511534427255144, -0.1481638722899694, -0.142856953428798, -0.1327746681903521, -0.1277281080412539, -0.1198487387678855, -0.116227657010684, -0.1130089650734134, -0.103262542954492, -0.0959156384331611, -0.0907468388492369, -0.0722403952341434, -0.071502878423382, -0.0586128978725758, -0.0629412717234907, -0.0523782301722809, -0.0352575177462582, -0.0149951418292464, -0.1037419716013652, -0.2073528402647666]| 99.4267501831054688|      0.12500000|[4097, 0, 0, 64]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-0.2578956005542259, -0.1453160525999948, -0.04534225711776, -0.0078606435652613, -0.043185516152165, -0.0479693816290867, -0.0624014550635968, -0.0605592863748079, -0.0876977983428765, -0.0915720041123708, -0.0953859697745641, -0.1078837207112368, -0.1106424520200218, -0.1106677292310703, -0.1174295250567429, -0.1311896354100613, -0.1465369703345565, -0.1459567922192823, -0.1488605825590534, -0.1553712766396562, -0.162698404393636, -0.167234626134022, -0.1771907122874894, -0.182754875658225, -0.1845126558675683, -0.1987597945393535, -0.1923667384212815, -0.2089915362600334, -0.1943996004877252, -0.2133059824013208, -0.2159069467891695, -0.2364239589641209, -0.2238570009167415, -0.2207904491501481, -0.2286622685075412, -0.2352294543664683, -0.2262827381300868, -0.2162277059566636, -0.2222098086773489, -0.2292818034886864, -0.2452404337670607, -0.2382308340036947, -0.2472106752978508, -0.2397162587765168, -0.2429237058100548, -0.2405241769312189, -0.2436103953570042, -0.2424001793707619, -0.2523408369479798, -0.2388373006333712, -0.2477526907135355, -0.2534318578588642, -0.2428121229087778, -0.2549923975098333, -0.2414743796065579, -0.2512482572835991, -0.2423472769866854, -0.2435452293899446, -0.2288297098240953, -0.2401146504173289, -0.2333077846630959, -0.2324195343855864, -0.2413762513945419, -0.2351442693119876, -0.242185065541462, -0.2352868273218024, -0.2230641111525611, -0.2218604265754277, -0.2225998352751985, -0.210484551060258, -0.2077420128793981, -0.203810468068323, -0.19766235842693, -0.2094190352052403, -0.1874458069702308, -0.1941696638533446, -0.1909359813020501, -0.1879520183754108, -0.1597456451655464, -0.1584933556744793, -0.1424110190636323, -0.1459860140481157, -0.144757395279151, -0.1338348431157504, -0.1278711585497903, -0.1295735086587736, -0.1166752399311469, -0.1080873231499852, -0.105935212647366, -0.1004448432463572, -0.0866991110715639, -0.0818964801600401, -0.0746223251621337, -0.0713796113453561, -0.0565820833599298, -0.0540107014737607, -0.0209466806132164, -0.0484207118010167, -0.1401963605864747, -0.2578603089743091]| 99.3132400512695312|      0.25000000|[4545, 0, 0, 71]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | iterate success | actual_k=0
       9|[-0.2578956005542259, -0.1453160525999948, -0.04534225711776, -0.0078606435652613, -0.043185516152165, -0.0479693816290867, -0.0624014550635968, -0.0605592863748079, -0.0876977983428765, -0.0915720041123708, -0.0953859697745641, -0.1078837207112368, -0.1106424520200218, -0.1106677292310703, -0.1174295250567429, -0.1311896354100613, -0.1465369703345565, -0.1459567922192823, -0.1488605825590534, -0.1553712766396562, -0.162698404393636, -0.167234626134022, -0.1771907122874894, -0.182754875658225, -0.1845126558675683, -0.1987597945393535, -0.1923667384212815, -0.2089915362600334, -0.1943996004877252, -0.2133059824013208, -0.2159069467891695, -0.2364239589641209, -0.2238570009167415, -0.2207904491501481, -0.2286622685075412, -0.2352294543664683, -0.2262827381300868, -0.2162277059566636, -0.2222098086773489, -0.2292818034886864, -0.2452404337670607, -0.2382308340036947, -0.2472106752978508, -0.2397162587765168, -0.2429237058100548, -0.2405241769312189, -0.2436103953570042, -0.2424001793707619, -0.2523408369479798, -0.2388373006333712, -0.2477526907135355, -0.2534318578588642, -0.2428121229087778, -0.2549923975098333, -0.2414743796065579, -0.2512482572835991, -0.2423472769866854, -0.2435452293899446, -0.2288297098240953, -0.2401146504173289, -0.2333077846630959, -0.2324195343855864, -0.2413762513945419, -0.2351442693119876, -0.242185065541462, -0.2352868273218024, -0.2230641111525611, -0.2218604265754277, -0.2225998352751985, -0.210484551060258, -0.2077420128793981, -0.203810468068323, -0.19766235842693, -0.2094190352052403, -0.1874458069702308, -0.1941696638533446, -0.1909359813020501, -0.1879520183754108, -0.1597456451655464, -0.1584933556744793, -0.1424110190636323, -0.1459860140481157, -0.144757395279151, -0.1338348431157504, -0.1278711585497903, -0.1295735086587736, -0.1166752399311469, -0.1080873231499852, -0.105935212647366, -0.1004448432463572, -0.0866991110715639, -0.0818964801600401, -0.0746223251621337, -0.0713796113453561, -0.0565820833599298, -0.0540107014737607, -0.0209466806132164, -0.0484207118010167, -0.1401963605864747, -0.2578603089743091]| 99.3132400512695312|      0.12500000|[5185, 0, 0, 81]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[-0.2950354510177976, -0.1940130153359036, -0.0514729457515045, -0.0224096752004367, -0.0229057313218697, -0.0547813307908707, -0.0546819599889972, -0.0726887002007206, -0.0753740875557857, -0.0958325151928122, -0.0988793342981562, -0.1049244865585917, -0.1118133349105241, -0.1129390950060382, -0.1180613739317087, -0.1296077789350198, -0.1415629723967656, -0.1476219273022231, -0.1520795302028118, -0.1574641880292775, -0.1623941055322533, -0.171250872136873, -0.1761277240174558, -0.1786569841413617, -0.1991719378527167, -0.1836162796226082, -0.2056808645348626, -0.1897510030985711, -0.2082802462208135, -0.1994629879039104, -0.2284391654490639, -0.2226575580754045, -0.2261750389001676, -0.2228922630176204, -0.2299212836140424, -0.2335136741625421, -0.2266006362013223, -0.2223513706744851, -0.2155403800292804, -0.2359448903005494, -0.2351893605477919, -0.2444350817127444, -0.2373215434200845, -0.245322620897441, -0.2382204260780097, -0.2416652619366696, -0.2410875323040428, -0.2524799277062198, -0.2382951802541422, -0.2560999739010812, -0.248127282076494, -0.2438950945904576, -0.2568278532439357, -0.2405173504228074, -0.2533614303624833, -0.2390618250740106, -0.2497369300278767, -0.2356667053652829, -0.2439720450823292, -0.2367535780163271, -0.2361913255229067, -0.2365756440092489, -0.2334592632594169, -0.2445300985737172, -0.2333407395751608, -0.2342919504940717, -0.2307272188320789, -0.2219123007417375, -0.2132327278402816, -0.2175925081920375, -0.2089737816479691, -0.2024322853250445, -0.2084912344577, -0.1940146140926031, -0.2009987620415637, -0.1841823567846796, -0.1966268414600564, -0.1753951860020642, -0.1737704218140543, -0.1470387622595627, -0.1561886189067301, -0.1442838740591216, -0.1352397932750214, -0.1341219289035245, -0.1341807382661653, -0.1236117495164878, -0.1189467399145241, -0.109051597702669, -0.1130320851814992, -0.0978230275165692, -0.0886721009187147, -0.0770684663032071, -0.0743645976366099, -0.0644641988012036, -0.0682266155073038, -0.0351651550387202, -0.029747606826418, -0.0558531454944448, -0.1954229729512585, -0.2894570415573603]| 99.2254943847656250|      0.25000000|[5697, 0, 0, 89]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | iterate success | actual_k=0
