k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.10000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.986280623848532, 2.9009455769891392]                                         |737.0603637695312500|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.986280623848532, 2.9009455769891392]                                         |737.0603637695312500|      0.10000000|[20, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.9733346816075255, 2.8017871049381213]                                        |607.5532226562500000|      1.00000000|[25, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[1.9733346816075255, 2.8017871049381213]                                        |607.5532226562500000|      0.10000000|[31, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.9583495907550466, 2.7029162444576795]                                        |497.8508300781250000|      1.00000000|[36, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[1.9583495907550466, 2.7029162444576795]                                        |497.8508300781250000|      0.10000000|[44, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.9419032538936347, 2.604277925312223]                                         |405.4092712402343750|      1.00000000|[50, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[1.9419032538936347, 2.604277925312223]                                         |405.4092712402343750|      0.10000000|[56, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.9419032538936347, 2.604277925312223]                                         |405.4092712402343750|      0.01000000|[62, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.9400970681270067, 2.5944423931468323]                                        |397.0228576660156250|      0.10000000|[68, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      12|[1.9216243392734813, 2.4961634112193414]                                        |320.9152526855468750|      1.00000000|[73, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[1.9216243392734813, 2.4961634112193414]                                        |320.9152526855468750|      0.10000000|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.8856035498021626, 2.402876205634315]                                         |258.1575927734375000|      1.00000000|[84, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[1.528631362212878, 1.4687611927543585]                                         | 14.4287443161010742|     10.00000000|[89, 32, 0, 32]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      16|[1.528631362212878, 1.4687611927543585]                                         | 14.4287443161010742|      1.00000000|[97, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.528631362212878, 1.4687611927543585]                                         | 14.4287443161010742|      0.10000000|[105, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[1.4892765364193372, 1.376830796873779]                                         |  9.4900588989257812|      1.00000000|[112, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      19|[1.4892765364193372, 1.376830796873779]                                         |  9.4900588989257812|      0.10000000|[118, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[1.4427569043883304, 1.2883100431733063]                                        |  5.9059882164001465|      1.00000000|[125, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      21|[1.4427569043883304, 1.2883100431733063]                                        |  5.9059882164001465|      0.10000000|[131, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.4427569043883304, 1.2883100431733063]                                        |  5.9059882164001465|      0.01000000|[137, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[1.4376316256041621, 1.279723337321552]                                         |  5.6106948852539062|      0.10000000|[142, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[1.4376316256041621, 1.279723337321552]                                         |  5.6106948852539062|      0.01000000|[149, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[1.4325243851893146, 1.2711258902967109]                                        |  5.3258047103881836|      0.10000000|[154, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[1.4325243851893146, 1.2711258902967109]                                        |  5.3258047103881836|      0.01000000|[160, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[1.4273687629486673, 1.2625573688774843]                                        |  5.0510668754577637|      0.10000000|[166, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[1.3709723135002378, 1.179977465210728]                                         |  2.8104004859924316|      1.00000000|[171, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[1.3709723135002378, 1.179977465210728]                                         |  2.8104004859924316|      0.10000000|[179, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.3709723135002378, 1.179977465210728]                                         |  2.8104004859924316|      0.01000000|[185, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[1.3653682380432612, 1.1716952953095179]                                        |  2.6321396827697754|      0.10000000|[191, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[1.318575637021438, 1.0833185308880227]                                         |  1.2501446008682251|      1.00000000|[199, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      33|[1.318575637021438, 1.0833185308880227]                                         |  1.2501446008682251|      0.10000000|[205, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[1.318575637021438, 1.0833185308880227]                                         |  1.2501446008682251|      0.01000000|[211, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[1.3123862573183513, 1.0754641321910492]                                        |  1.1454262733459473|      0.10000000|[217, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
