k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.2088840780396769, 0.1672967529589328, -0.5200946035335111, -0.3376160544119022, 0.6248037062269922, -0.2214773735788846, -0.0290338459066191, 0.2650128669735191, 0.1827281023201738]|444722.9062500000000000|      2.00000000|[28, 4, 0, 2]                                                              |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       2|[-0.2088840780396769, 0.1672967529589328, -0.5200946035335111, -0.3376160544119022, 0.6248037062269922, -0.2214773735788846, -0.0290338459066191, 0.2650128669735191, 0.1827281023201738]|444722.9062500000000000|      1.00000000|[90, 14, 0, 7]                                                             |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 51 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.2099177701986398, 0.3357389898404268, -0.4578272370845798, 0.2970350856212884, 0.8140906540968783, 0.1498367017494631, -0.3587134963967319, 0.0668983586556092, 0.4433642639563555]|183576.2187500000000000|      2.00000000|[117, 18, 0, 9]                                                            |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       4|[0.2099177701986398, 0.3357389898404268, -0.4578272370845798, 0.2970350856212884, 0.8140906540968783, 0.1498367017494631, -0.3587134963967319, 0.0668983586556092, 0.4433642639563555]|183576.2187500000000000|      1.00000000|[180, 28, 0, 14]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[0.5101351994983204, 0.1039903900650695, -0.7440450423038643, -0.0663390607605632, 1.4776021355158773, -0.2023978702642053, -0.0859061727167624, 0.1071701144944655, 0.48624024202462]|37062.8828125000000000|      2.00000000|[207, 32, 0, 16]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       6|[0.5101351994983204, 0.1039903900650695, -0.7440450423038643, -0.0663390607605632, 1.4776021355158773, -0.2023978702642053, -0.0859061727167624, 0.1071701144944655, 0.48624024202462]|37062.8828125000000000|      1.00000000|[271, 42, 0, 21]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.5101351994983204, 0.1039903900650695, -0.7440450423038643, -0.0663390607605632, 1.4776021355158773, -0.2023978702642053, -0.0859061727167624, 0.1071701144944655, 0.48624024202462]|37062.8828125000000000|      0.50000000|[334, 52, 0, 26]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[0.619106482022099, 0.0676794935760246, -0.7713735988053002, 0.0169717954165908, 1.035561709051272, -0.1055646744580803, -0.2082379537709899, 0.1079244748779419, 0.5830761313907895]|1411.2575683593750000|      1.00000000|[373, 58, 0, 29]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | iterate success | actual_k=2
       9|[0.619106482022099, 0.0676794935760246, -0.7713735988053002, 0.0169717954165908, 1.035561709051272, -0.1055646744580803, -0.2082379537709899, 0.1079244748779419, 0.5830761313907895]|1411.2575683593750000|      0.50000000|[437, 68, 0, 34]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 51 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[0.619106482022099, 0.0676794935760246, -0.7713735988053002, 0.0169717954165908, 1.035561709051272, -0.1055646744580803, -0.2082379537709899, 0.1079244748779419, 0.5830761313907895]|1411.2575683593750000|      0.25000000|[501, 78, 0, 39]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[0.619106482022099, 0.0676794935760246, -0.7713735988053002, 0.0169717954165908, 1.035561709051272, -0.1055646744580803, -0.2082379537709899, 0.1079244748779419, 0.5830761313907895]|1411.2575683593750000|      0.12500000|[554, 86, 0, 43]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 41 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[0.619106482022099, 0.0676794935760246, -0.7713735988053002, 0.0169717954165908, 1.035561709051272, -0.1055646744580803, -0.2082379537709899, 0.1079244748779419, 0.5830761313907895]|1411.2575683593750000|      0.06250000|[617, 96, 0, 48]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[0.6162886870941202, 0.0738779703323264, -0.7539868012523337, 0.0667611375963722, 1.0427226237209997, -0.0888219896683493, -0.1823476008978329, 0.1145387726096756, 0.5773355656916421]|238.4014434814453125|      0.12500000|[644, 100, 0, 50]                                                          |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      14|[0.6162886870941202, 0.0738779703323264, -0.7539868012523337, 0.0667611375963722, 1.0427226237209997, -0.0888219896683493, -0.1823476008978329, 0.1145387726096756, 0.5773355656916421]|238.4014434814453125|      0.06250000|[708, 110, 0, 55]                                                          |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 51 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[0.6162886870941202, 0.0738779703323264, -0.7539868012523337, 0.0667611375963722, 1.0427226237209997, -0.0888219896683493, -0.1823476008978329, 0.1145387726096756, 0.5773355656916421]|238.4014434814453125|      0.03125000|[772, 120, 0, 60]                                                          |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[0.6162886870941202, 0.0738779703323264, -0.7539868012523337, 0.0667611375963722, 1.0427226237209997, -0.0888219896683493, -0.1823476008978329, 0.1145387726096756, 0.5773355656916421]|238.4014434814453125|      0.01562500|[834, 130, 0, 65]                                                          |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 51 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
