k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      5.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      1.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      0.20000000|[34, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      0.04000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      0.00800000|[54, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[9.583385342492775, -1.1631879532304512, 0.5214572198518161, -0.6177708130422006, 0.3102459876386553, 0.242855716147215, 0.0952311600990201]|107894.0625000000000000|      0.04000000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[9.583385342492775, -1.1631879532304512, 0.5214572198518161, -0.6177708130422006, 0.3102459876386553, 0.242855716147215, 0.0952311600990201]|107894.0625000000000000|      0.00800000|[76, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[9.584672309065756, -1.163134072449994, 0.5187116796495373, -0.6181572595382913, 0.3100124525974765, 0.2433083620376119, 0.1026063926436457]|103583.9609375000000000|      0.04000000|[87, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[9.584672309065756, -1.163134072449994, 0.5187116796495373, -0.6181572595382913, 0.3100124525974765, 0.2433083620376119, 0.1026063926436457]|103583.9609375000000000|      0.00800000|[99, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[9.584374539761761, -1.1617317498690125, 0.5177227142450168, -0.6143816423796138, 0.3118674472354542, 0.2479884208390196, 0.107228895410402]|100864.5937500000000000|      0.04000000|[110, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
