k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      2.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      0.50000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      0.25000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      0.12500000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[2.5479955842669275, 0.0953749296242505, -7.586747033298737]                    |  7.5021815299987793|      0.25000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[2.2988340435924433, 0.1144016803073148, -7.594264307216978]                    |  6.2998852729797363|      0.50000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[2.2988340435924433, 0.1144016803073148, -7.594264307216978]                    |  6.2998852729797363|      0.25000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[2.1834974644204252, -0.1073977034586114, -7.595847615763087]                   |  5.7758460044860840|      0.50000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[2.1834974644204252, -0.1073977034586114, -7.595847615763087]                   |  5.7758460044860840|      0.25000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.942961050407919, -0.0923742496161448, -7.529390641948087]                    |  4.7810530662536621|      0.50000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[1.942961050407919, -0.0923742496161448, -7.529390641948087]                    |  4.7810530662536621|      0.25000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.942961050407919, -0.0923742496161448, -7.529390641948087]                    |  4.7810530662536621|      0.12500000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.8289175026809399, -0.0935803718172504, -7.580553269823131]                   |  4.3511137962341309|      0.25000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[1.5921937545593143, -0.0172739605509535, -7.555270891080062]                   |  3.5343227386474609|      0.50000000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
