k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.20000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.04000000|[23, 9, 0, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0261662073817315, 10.013552946825756, 1.0270489782356826]                    |  1.6452871561050415|      0.20000000|[28, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.0261662073817315, 10.013552946825756, 1.0270489782356826]                    |  1.6452871561050415|      0.04000000|[38, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.0590806865230686, 10.015216602586143, 1.0497176639577401]                    |  1.4101873636245728|      0.20000000|[43, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.0590806865230686, 10.015216602586143, 1.0497176639577401]                    |  1.4101873636245728|      0.04000000|[54, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.0844209547176319, 10.023050133744274, 1.0796593839721649]                    |  1.2052406072616577|      0.20000000|[59, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.2776093890198104, 10.068860665775972, 1.0555840022130805]                    |  0.6454553008079529|      1.00000000|[65, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.2776093890198104, 10.068860665775972, 1.0555840022130805]                    |  0.6454553008079529|      0.20000000|[75, 29, 0, 29]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.2776093890198104, 10.068860665775972, 1.0555840022130805]                    |  0.6454553008079529|      0.04000000|[86, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
