k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6046763587936216, 0.0529365046011554, 0.1347814635630586, 0.7824561603678388, -0.0059130604886967, -0.0030157359189857, -0.0064709334390101, 0.018628472717783, -0.010677566669248, -0.0074138494399871, 0.002584147084109, -0.0101854408206783, -0.0137255503199514, -0.0083294421051466, 0.0026641990545058, 0.0060974555989365, 0.0079779467691121, 0.0016264850975675, 0.002640729047633, 0.0055151234584257, -0.002542585243639, 0.0059998431773787]| 13.1520252227783203|      1.11111111|[83, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[1.283475595448495, 0.0932107888406182, 0.2796836861263869, 1.646480522659068, -0.0291378701504198, 0.0057040655822411, -0.0011964617764508, 0.0164154835708101, -0.0045862619030856, -0.0189667632190032, 0.0093671390473455, -0.012814556811402, -0.007903238797683, -0.016715073419984, 0.0238892659317425, -0.0375096015448656, 0.0139651287668993, -0.0021861426484605, 0.0032109820807129, -0.0208785053851286, 0.0004006734741201, 0.0296387222710034]| 12.2033882141113281|      1.23456790|[166, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | iterate success | actual_k=16
       3|[1.283475595448495, 0.0932107888406182, 0.2796836861263869, 1.646480522659068, -0.0291378701504198, 0.0057040655822411, -0.0011964617764508, 0.0164154835708101, -0.0045862619030856, -0.0189667632190032, 0.0093671390473455, -0.012814556811402, -0.007903238797683, -0.016715073419984, 0.0238892659317425, -0.0375096015448656, 0.0139651287668993, -0.0021861426484605, 0.0032109820807129, -0.0208785053851286, 0.0004006734741201, 0.0296387222710034]| 12.2033882141113281|      1.11111111|[247, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       4|[1.283475595448495, 0.0932107888406182, 0.2796836861263869, 1.646480522659068, -0.0291378701504198, 0.0057040655822411, -0.0011964617764508, 0.0164154835708101, -0.0045862619030856, -0.0189667632190032, 0.0093671390473455, -0.012814556811402, -0.007903238797683, -0.016715073419984, 0.0238892659317425, -0.0375096015448656, 0.0139651287668993, -0.0021861426484605, 0.0032109820807129, -0.0208785053851286, 0.0004006734741201, 0.0296387222710034]| 12.2033882141113281|      1.00000000|[332, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       5|[1.283475595448495, 0.0932107888406182, 0.2796836861263869, 1.646480522659068, -0.0291378701504198, 0.0057040655822411, -0.0011964617764508, 0.0164154835708101, -0.0045862619030856, -0.0189667632190032, 0.0093671390473455, -0.012814556811402, -0.007903238797683, -0.016715073419984, 0.0238892659317425, -0.0375096015448656, 0.0139651287668993, -0.0021861426484605, 0.0032109820807129, -0.0208785053851286, 0.0004006734741201, 0.0296387222710034]| 12.2033882141113281|      0.90000000|[418, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       6|[1.283475595448495, 0.0932107888406182, 0.2796836861263869, 1.646480522659068, -0.0291378701504198, 0.0057040655822411, -0.0011964617764508, 0.0164154835708101, -0.0045862619030856, -0.0189667632190032, 0.0093671390473455, -0.012814556811402, -0.007903238797683, -0.016715073419984, 0.0238892659317425, -0.0375096015448656, 0.0139651287668993, -0.0021861426484605, 0.0032109820807129, -0.0208785053851286, 0.0004006734741201, 0.0296387222710034]| 12.2033882141113281|      0.81000000|[503, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       7|[1.283475595448495, 0.0932107888406182, 0.2796836861263869, 1.646480522659068, -0.0291378701504198, 0.0057040655822411, -0.0011964617764508, 0.0164154835708101, -0.0045862619030856, -0.0189667632190032, 0.0093671390473455, -0.012814556811402, -0.007903238797683, -0.016715073419984, 0.0238892659317425, -0.0375096015448656, 0.0139651287668993, -0.0021861426484605, 0.0032109820807129, -0.0208785053851286, 0.0004006734741201, 0.0296387222710034]| 12.2033882141113281|      0.72900000|[586, 224, 0, 14]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       8|[1.283475595448495, 0.0932107888406182, 0.2796836861263869, 1.646480522659068, -0.0291378701504198, 0.0057040655822411, -0.0011964617764508, 0.0164154835708101, -0.0045862619030856, -0.0189667632190032, 0.0093671390473455, -0.012814556811402, -0.007903238797683, -0.016715073419984, 0.0238892659317425, -0.0375096015448656, 0.0139651287668993, -0.0021861426484605, 0.0032109820807129, -0.0208785053851286, 0.0004006734741201, 0.0296387222710034]| 12.2033882141113281|      0.65610000|[670, 256, 0, 16]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       9|[1.283475595448495, 0.0932107888406182, 0.2796836861263869, 1.646480522659068, -0.0291378701504198, 0.0057040655822411, -0.0011964617764508, 0.0164154835708101, -0.0045862619030856, -0.0189667632190032, 0.0093671390473455, -0.012814556811402, -0.007903238797683, -0.016715073419984, 0.0238892659317425, -0.0375096015448656, 0.0139651287668993, -0.0021861426484605, 0.0032109820807129, -0.0208785053851286, 0.0004006734741201, 0.0296387222710034]| 12.2033882141113281|      0.59049000|[752, 288, 0, 18]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      10|[1.283475595448495, 0.0932107888406182, 0.2796836861263869, 1.646480522659068, -0.0291378701504198, 0.0057040655822411, -0.0011964617764508, 0.0164154835708101, -0.0045862619030856, -0.0189667632190032, 0.0093671390473455, -0.012814556811402, -0.007903238797683, -0.016715073419984, 0.0238892659317425, -0.0375096015448656, 0.0139651287668993, -0.0021861426484605, 0.0032109820807129, -0.0208785053851286, 0.0004006734741201, 0.0296387222710034]| 12.2033882141113281|      0.53144100|[835, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      11|[1.283475595448495, 0.0932107888406182, 0.2796836861263869, 1.646480522659068, -0.0291378701504198, 0.0057040655822411, -0.0011964617764508, 0.0164154835708101, -0.0045862619030856, -0.0189667632190032, 0.0093671390473455, -0.012814556811402, -0.007903238797683, -0.016715073419984, 0.0238892659317425, -0.0375096015448656, 0.0139651287668993, -0.0021861426484605, 0.0032109820807129, -0.0208785053851286, 0.0004006734741201, 0.0296387222710034]| 12.2033882141113281|      0.47829690|[919, 352, 0, 22]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
