k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6089245907026829, 0.0547629287431201, 0.136909578809204, 0.7790905950322543, -0.0027062012037119, 0.0008227084676373, -0.0073877908116776, 0.0044155012521496, -0.0047443414481978, 0.0025997415796645, -0.003035004981197, -0.0076433159317734, -0.0039602840418833, -0.0079571044895866, 0.0020292297317434, 0.0022670496237629, 0.0063481519390607, 0.0019723075251086, -0.0002234757306189, 0.0079065895778471, -0.0010091106419376, 0.0105106093078414]| 13.1515474319458008|     10.00000000|[106, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       2|[0.6089245907026829, 0.0547629287431201, 0.136909578809204, 0.7790905950322543, -0.0027062012037119, 0.0008227084676373, -0.0073877908116776, 0.0044155012521496, -0.0047443414481978, 0.0025997415796645, -0.003035004981197, -0.0076433159317734, -0.0039602840418833, -0.0079571044895866, 0.0020292297317434, 0.0022670496237629, 0.0063481519390607, 0.0019723075251086, -0.0002234757306189, 0.0079065895778471, -0.0010091106419376, 0.0105106093078414]| 13.1515474319458008|      1.00000000|[210, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       3|[1.2170308221178736, 0.1114259411683817, 0.2702450801926836, 1.5592732903586264, 0.0047317388510376, 0.0104117999910043, -0.0144228918425524, 0.0062324575504831, -0.0066036999172536, -0.0023274733897605, -0.0049210776516578, -0.0192497283418248, -0.0053462040487995, 0.0004005946697474, -0.002716959213914, -0.0029596756119334, 0.0007692554796497, 0.0044859219181133, 0.0006235395809864, 0.0101694593872099, -0.0018170923802218, 0.0115603271033931]| 12.2452001571655273|     10.00000000|[315, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       4|[1.2170308221178736, 0.1114259411683817, 0.2702450801926836, 1.5592732903586264, 0.0047317388510376, 0.0104117999910043, -0.0144228918425524, 0.0062324575504831, -0.0066036999172536, -0.0023274733897605, -0.0049210776516578, -0.0192497283418248, -0.0053462040487995, 0.0004005946697474, -0.002716959213914, -0.0029596756119334, 0.0007692554796497, 0.0044859219181133, 0.0006235395809864, 0.0101694593872099, -0.0018170923802218, 0.0115603271033931]| 12.2452001571655273|      1.00000000|[421, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       5|[1.2170308221178736, 0.1114259411683817, 0.2702450801926836, 1.5592732903586264, 0.0047317388510376, 0.0104117999910043, -0.0144228918425524, 0.0062324575504831, -0.0066036999172536, -0.0023274733897605, -0.0049210776516578, -0.0192497283418248, -0.0053462040487995, 0.0004005946697474, -0.002716959213914, -0.0029596756119334, 0.0007692554796497, 0.0044859219181133, 0.0006235395809864, 0.0101694593872099, -0.0018170923802218, 0.0115603271033931]| 12.2452001571655273|      0.10000000|[526, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       6|[1.2777169971652194, 0.1164974982366386, 0.2838608759600572, 1.637414523203631, 0.0047076569837646, 0.0104146846296731, -0.0143839578890687, 0.0062113331793954, -0.0065671915086935, -0.002309050024371, -0.0049297945352048, -0.0192485691164426, -0.0053136198935334, 0.0004370124553615, -0.0026539584222194, -0.0029332692112562, 0.0007103817246955, 0.004498004546545, 0.0006851477891709, 0.010098057046168, -0.0017958893604313, 0.0115918267260349]| 12.2063674926757812|      1.00000000|[630, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[1.2777169971652194, 0.1164974982366386, 0.2838608759600572, 1.637414523203631, 0.0047076569837646, 0.0104146846296731, -0.0143839578890687, 0.0062113331793954, -0.0065671915086935, -0.002309050024371, -0.0049297945352048, -0.0192485691164426, -0.0053136198935334, 0.0004370124553615, -0.0026539584222194, -0.0029332692112562, 0.0007103817246955, 0.004498004546545, 0.0006851477891709, 0.010098057046168, -0.0017958893604313, 0.0115918267260349]| 12.2063674926757812|      0.10000000|[735, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       8|[1.3384203155412935, 0.1218180539349057, 0.2989480137853069, 1.7152101530352073, 0.0047249769694204, 0.0109319612135708, -0.0160686451864426, 0.0069196555570694, -0.0062705888580949, -0.002270531009585, -0.0046746958272844, -0.0194770785250514, -0.0051845422120693, 0.000942756415635, -0.0029965683021971, -0.0034508227482806, -0.000553645069567, 0.0050967832985094, 0.0006475331235179, 0.0098590567895651, -0.0021116968321447, 0.0122478066042152]| 12.1769723892211914|      1.00000000|[839, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[1.3384203155412935, 0.1218180539349057, 0.2989480137853069, 1.7152101530352073, 0.0047249769694204, 0.0109319612135708, -0.0160686451864426, 0.0069196555570694, -0.0062705888580949, -0.002270531009585, -0.0046746958272844, -0.0194770785250514, -0.0051845422120693, 0.000942756415635, -0.0029965683021971, -0.0034508227482806, -0.000553645069567, 0.0050967832985094, 0.0006475331235179, 0.0098590567895651, -0.0021116968321447, 0.0122478066042152]| 12.1769723892211914|      0.10000000|[943, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      10|[1.3988627288272344, 0.1268022162680023, 0.3120890875647357, 1.7936106003199406, 0.00474309066867, 0.0113340951098654, -0.0166710347260239, 0.0067848935662294, -0.0058074379255466, -0.0021758762273671, -0.0048537600384943, -0.0194119018713368, -0.0045034357489518, 0.0009613950645284, -0.0025478921961473, -0.0027982365431643, -0.0005316519137075, 0.005492173854293, 0.0009270338513504, 0.0097269717260466, -0.0023780714879347, 0.0116670992159637]| 12.1569890975952148|      1.00000000|[1048, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      11|[1.3988627288272344, 0.1268022162680023, 0.3120890875647357, 1.7936106003199406, 0.00474309066867, 0.0113340951098654, -0.0166710347260239, 0.0067848935662294, -0.0058074379255466, -0.0021758762273671, -0.0048537600384943, -0.0194119018713368, -0.0045034357489518, 0.0009613950645284, -0.0025478921961473, -0.0027982365431643, -0.0005316519137075, 0.005492173854293, 0.0009270338513504, 0.0097269717260466, -0.0023780714879347, 0.0116670992159637]| 12.1569890975952148|      0.10000000|[1152, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
