k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.20000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.04000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00800000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       4|[0.242026261111393, 0.3902248874684793, 0.4150883962621532, 0.3893990841459287] |  0.0044168736785650|      0.04000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       5|[0.242026261111393, 0.3902248874684793, 0.4150883962621532, 0.3893990841459287] |  0.0044168736785650|      0.00800000|[55, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       6|[0.23407226275225, 0.3899963056949557, 0.4158529599215038, 0.3890874707855537]  |  0.0038845136296004|      0.04000000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[0.23407226275225, 0.3899963056949557, 0.4158529599215038, 0.3890874707855537]  |  0.0038845136296004|      0.00800000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       8|[0.23407226275225, 0.3899963056949557, 0.4158529599215038, 0.3890874707855537]  |  0.0038845136296004|      0.00160000|[85, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       9|[0.2326845998676536, 0.3904663542751607, 0.4159026223808284, 0.3884463938080426]|  0.0038102574180812|      0.00800000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[0.2326845998676536, 0.3904663542751607, 0.4159026223808284, 0.3884463938080426]|  0.0038102574180812|      0.00160000|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[0.2313435551064875, 0.3909849323137664, 0.415900972278029, 0.3877444870880394] |  0.0037447079084814|      0.00800000|[116, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      12|[0.2313435551064875, 0.3909849323137664, 0.415900972278029, 0.3877444870880394] |  0.0037447079084814|      0.00160000|[126, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[0.2300694464037444, 0.3915764025341314, 0.4158639992481108, 0.3869793446260925]|  0.0036867007147521|      0.00800000|[136, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      14|[0.2300694464037444, 0.3915764025341314, 0.4158639992481108, 0.3869793446260925]|  0.0036867007147521|      0.00160000|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[0.229098726366071, 0.3923638762890482, 0.4157334706311762, 0.3859891173926063] |  0.0036334143951535|      0.00800000|[158, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      16|[0.229098726366071, 0.3923638762890482, 0.4157334706311762, 0.3859891173926063] |  0.0036334143951535|      0.00160000|[168, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[0.2281751304562316, 0.3931337323390601, 0.4156390000059696, 0.3849377527752821]|  0.0035834689624608|      0.00800000|[178, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      18|[0.2281751304562316, 0.3931337323390601, 0.4156390000059696, 0.3849377527752821]|  0.0035834689624608|      0.00160000|[189, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[0.2274381751830071, 0.3939329435671279, 0.4154905135309443, 0.3837732313693254]|  0.0035357042215765|      0.00800000|[199, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      20|[0.2274381751830071, 0.3939329435671279, 0.4154905135309443, 0.3837732313693254]|  0.0035357042215765|      0.00160000|[211, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[0.2267254462021531, 0.3947567967314192, 0.4152810372851582, 0.3826202339426199]|  0.0034896270371974|      0.00800000|[222, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      22|[0.2267254462021531, 0.3947567967314192, 0.4152810372851582, 0.3826202339426199]|  0.0034896270371974|      0.00160000|[233, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[0.2264741851954723, 0.3957257252290912, 0.4148609948713249, 0.3814448149349882]|  0.0034449761733413|      0.00800000|[245, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      24|[0.2264741851954723, 0.3957257252290912, 0.4148609948713249, 0.3814448149349882]|  0.0034449761733413|      0.00160000|[256, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      25|[0.2260369399067628, 0.3965762113584711, 0.4148326258134634, 0.3801623621686885]|  0.0033997141290456|      0.00800000|[266, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      26|[0.2260369399067628, 0.3965762113584711, 0.4148326258134634, 0.3801623621686885]|  0.0033997141290456|      0.00160000|[276, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      27|[0.225552475643484, 0.3974563387748021, 0.4147319150427192, 0.3789211823069101] |  0.0033548967912793|      0.00800000|[286, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
