k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1722934222798203, 10.054747913258788, 1.9835230768176797]                    |  0.9748522043228149|     10.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[0.1722934222798203, 10.054747913258788, 1.9835230768176797]                    |  0.9748522043228149|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.1722934222798203, 10.054747913258788, 1.9835230768176797]                    |  0.9748522043228149|      0.10000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.2244735996621244, 10.103783172754921, 1.913717830492649]                     |  0.8372507691383362|      1.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[0.2244735996621244, 10.103783172754921, 1.913717830492649]                     |  0.8372507691383362|      0.10000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.1489074762715228, 10.167769724485066, 1.8997363358156854]                    |  0.7318325042724609|      1.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[0.1489074762715228, 10.167769724485066, 1.8997363358156854]                    |  0.7318325042724609|      0.10000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.0942340057677966, 10.187403294872466, 1.8183401778171584]                    |  0.5676913261413574|      1.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[0.0942340057677966, 10.187403294872466, 1.8183401778171584]                    |  0.5676913261413574|      0.10000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.1135820508073114, 10.197976467786928, 1.7208011539976134]                    |  0.4438553750514984|      1.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[0.1135820508073114, 10.197976467786928, 1.7208011539976134]                    |  0.4438553750514984|      0.10000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[0.1679635816506781, 10.189159699647126, 1.6373450954835609]                    |  0.3465237021446228|      1.00000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.1679635816506781, 10.189159699647126, 1.6373450954835609]                    |  0.3465237021446228|      0.10000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.2348088083748011, 10.206504971575855, 1.565020430217007]                     |  0.2654024958610535|      1.00000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[0.2348088083748011, 10.206504971575855, 1.565020430217007]                     |  0.2654024958610535|      0.10000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
