k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.123921751372077, 39.089878685130046, 41.03594346314515, 38.90481462905146]  |851.9668579101562500|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[22.58320390454044, 38.70774583392118, 40.29466391713508, 39.869525795747776]   |735.5432128906250000|      4.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[21.756464778943343, 35.42060233028728, 39.494237264466385, 37.9021653360399]   |611.6546020507812500|      8.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[16.299238027759923, 31.345117989003665, 43.62621937050351, 38.63416768952594]  |234.0475463867187500|     16.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[10.838101616774122, 22.27925623685064, 36.034486381338354, 47.926730845764126] | 57.2365608215332031|     32.00000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[10.838101616774122, 22.27925623685064, 36.034486381338354, 47.926730845764126] | 57.2365608215332031|     16.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[10.838101616774122, 22.27925623685064, 36.034486381338354, 47.926730845764126] | 57.2365608215332031|      8.00000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[10.838101616774122, 22.27925623685064, 36.034486381338354, 47.926730845764126] | 57.2365608215332031|      4.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[8.40488139850591, 21.29106559677164, 35.92087839669958, 50.94169549797771]     | 29.3438568115234375|      8.00000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[0.8202352137425599, 22.28517571415252, 36.95141731898917, 53.04475918130305]   |  0.0553118810057640|     16.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[0.8202352137425599, 22.28517571415252, 36.95141731898917, 53.04475918130305]   |  0.0553118810057640|      8.00000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[0.8202352137425599, 22.28517571415252, 36.95141731898917, 53.04475918130305]   |  0.0553118810057640|      4.00000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      13|[0.8202352137425599, 22.28517571415252, 36.95141731898917, 53.04475918130305]   |  0.0553118810057640|      2.00000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[0.8202352137425599, 22.28517571415252, 36.95141731898917, 53.04475918130305]   |  0.0553118810057640|      1.00000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[0.8202352137425599, 22.28517571415252, 36.95141731898917, 53.04475918130305]   |  0.0553118810057640|      0.50000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[0.8202352137425599, 22.28517571415252, 36.95141731898917, 53.04475918130305]   |  0.0553118810057640|      0.25000000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      17|[0.5962150312928036, 22.26408458603208, 37.013461712591536, 53.1343170698015]   |  0.0162767842411995|      0.50000000|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      18|[0.5962150312928036, 22.26408458603208, 37.013461712591536, 53.1343170698015]   |  0.0162767842411995|      0.25000000|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[0.5962150312928036, 22.26408458603208, 37.013461712591536, 53.1343170698015]   |  0.0162767842411995|      0.12500000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      20|[0.5962150312928036, 22.26408458603208, 37.013461712591536, 53.1343170698015]   |  0.0162767842411995|      0.06250000|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
